engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d,monthly_contract_value,expected_end_date,remaining_months,contract_exposure,heuristic_risk_probability,risk_adjusted_exposure
ENG-00454,2026-04-01,77.99,88.14,94.79,66.75,69.21,79.94,Watch,0,1261803.76,2026-04-01,0,0.0,0.2006,0.0
ENG-01188,2026-04-01,66.07,53.41,76.14,66.65,26.54,57.73,Critical,1,977719.69,2026-07-01,3,2933159.07,0.4227000000000001,1239846.3388890002
ENG-01003,2026-04-01,75.43,76.21,82.51,73.35,54.1,72.42,Watch,0,993168.55,2026-04-01,0,0.0,0.27579999999999993,0.0
ENG-00079,2026-04-01,73.68,56.95,35.25,70.69,32.91,54.05,Critical,1,1339807.24,2026-06-01,2,2679614.48,0.4595,1231282.85356
ENG-00917,2026-04-01,63.82,59.0,77.58,61.78,44.08,61.35,Watch,1,951802.99,2026-08-01,4,3807211.96,0.38649999999999995,1471487.4225399997
ENG-00831,2026-04-01,78.51,79.82,95.26,73.16,66.32,78.88,Watch,0,2857149.62,2026-04-01,0,0.0,0.21120000000000005,0.0
ENG-00044,2026-04-01,72.14,68.8,82.67,70.8,45.88,68.12,Watch,0,1743893.21,2026-04-01,0,0.0,0.3188,0.0
ENG-00463,2026-04-01,78.7,88.61,66.2,75.52,72.16,76.4,Watch,0,986502.73,2026-04-01,0,0.0,0.236,0.0
ENG-00799,2026-04-01,86.31,92.9,96.99,75.36,70.38,84.94,Healthy,0,1774522.16,2026-04-01,0,0.0,0.15060000000000007,0.0
ENG-00543,2026-04-01,83.05,84.26,96.99,73.78,84.67,85.01,Healthy,0,2588707.86,2026-04-01,0,0.0,0.14989999999999992,0.0
ENG-00916,2026-04-01,87.95,83.18,100.0,86.19,69.53,85.46,Healthy,0,2082694.33,2026-04-01,0,0.0,0.14540000000000008,0.0
ENG-00661,2026-04-01,75.94,81.28,68.58,70.04,59.35,71.33,Watch,0,1378830.96,2026-04-01,0,0.0,0.28670000000000007,0.0
ENG-01093,2026-04-01,86.8,85.47,80.11,74.89,74.44,80.94,Healthy,0,2638723.22,2026-04-01,0,0.0,0.1906,0.0
ENG-00697,2026-04-01,68.07,61.52,83.0,66.59,34.84,62.88,Watch,1,2655073.23,2026-06-01,2,5310146.46,0.3712,1971126.3659519998
ENG-00709,2026-04-01,68.69,67.41,86.87,65.18,55.79,68.96,Watch,0,1411879.63,2026-04-01,0,0.0,0.3104,0.0
ENG-00409,2026-04-01,62.62,62.72,57.42,75.57,29.99,57.02,Critical,1,2214098.71,2026-10-01,6,13284592.26,0.42979999999999996,5709717.753347999
ENG-00225,2026-04-01,75.51,74.77,56.76,69.92,41.84,64.04,Watch,0,1707176.34,2026-04-01,0,0.0,0.3595999999999999,0.0
ENG-01024,2026-04-01,81.32,92.98,92.91,81.5,59.85,81.7,Healthy,0,1202317.34,2026-04-01,0,0.0,0.18299999999999994,0.0
ENG-00685,2026-04-01,79.26,86.52,97.93,82.14,69.13,82.85,Healthy,0,2204508.64,2026-04-01,0,0.0,0.1715000000000001,0.0
ENG-00641,2026-04-01,65.55,64.52,65.47,66.81,34.22,59.25,Critical,0,1275717.81,2026-04-01,0,0.0,0.4075,0.0
ENG-00647,2026-04-01,89.45,96.38,95.06,73.3,70.8,85.8,Healthy,0,3469612.25,2026-04-01,0,0.0,0.14200000000000002,0.0
ENG-00643,2026-04-01,76.72,78.78,86.09,66.77,67.06,75.58,Watch,0,2685489.94,2026-04-01,0,0.0,0.24419999999999997,0.0
ENG-00695,2026-04-01,81.73,91.89,99.23,74.26,66.47,83.09,Healthy,0,1391603.78,2026-04-01,0,0.0,0.16909999999999992,0.0
ENG-00174,2026-04-01,85.4,75.39,65.76,71.77,63.99,73.14,Watch,0,2770023.01,2026-04-01,0,0.0,0.26859999999999995,0.0
ENG-00160,2026-04-01,76.07,76.52,87.18,75.61,68.98,76.89,Watch,0,766124.15,2026-04-01,0,0.0,0.23109999999999997,0.0
ENG-01141,2026-04-01,65.16,56.92,39.78,72.51,44.24,55.35,Critical,1,2591134.99,2026-06-01,2,5182269.98,0.4465,2313883.54607
ENG-00735,2026-04-01,80.05,83.57,97.89,67.45,64.01,79.22,Watch,0,775722.18,2026-04-01,0,0.0,0.20779999999999998,0.0
ENG-00213,2026-04-01,86.93,96.21,74.03,72.67,76.62,82.0,Healthy,0,2195592.65,2026-04-01,0,0.0,0.18000000000000005,0.0
ENG-00324,2026-04-01,63.93,65.06,72.96,64.06,45.54,62.3,Watch,1,2648860.63,2026-09-01,5,13244303.149999999,0.377,4993102.28755
ENG-00420,2026-04-01,61.21,46.55,69.11,65.02,18.39,51.86,Critical,1,3458317.07,2026-07-01,3,10374951.209999999,0.48140000000000005,4994501.512494
ENG-00423,2026-04-01,77.31,69.66,89.13,77.93,46.58,72.09,Watch,0,3103884.01,2026-04-01,0,0.0,0.2791,0.0
ENG-00868,2026-04-01,71.23,78.48,97.83,70.22,53.97,74.4,Watch,0,2190541.36,2026-04-01,0,0.0,0.2559999999999999,0.0
ENG-01113,2026-05-01,79.3,85.17,98.9,74.18,60.86,79.94,Watch,0,1379885.01,2026-05-01,0,0.0,0.2006,0.0
ENG-01131,2026-05-01,79.81,87.22,89.07,75.31,67.92,80.09,Healthy,0,2884280.75,2026-05-01,0,0.0,0.19909999999999994,0.0
ENG-01127,2026-05-01,67.93,78.03,75.22,69.68,41.28,66.34,Watch,0,3535191.71,2026-05-01,0,0.0,0.3366,0.0
ENG-01117,2026-05-01,59.13,46.76,78.11,60.87,35.02,55.89,Critical,1,1439509.66,2026-09-01,4,5758038.64,0.44110000000000005,2539870.844104
ENG-01074,2026-05-01,73.52,75.09,95.02,69.64,54.7,73.79,Watch,0,2121361.93,2026-05-01,0,0.0,0.2620999999999999,0.0
ENG-01200,2026-05-01,86.07,96.65,100.0,69.65,71.62,85.62,Healthy,0,2091598.16,2026-05-01,0,0.0,0.14379999999999993,0.0
ENG-00658,2026-05-01,60.58,55.23,52.34,63.15,23.29,50.79,Critical,1,1638628.24,2026-09-01,4,6554512.96,0.4921,3225475.827616
ENG-00649,2026-05-01,80.45,86.03,88.12,69.12,71.95,79.7,Watch,0,2141048.41,2026-05-01,0,0.0,0.20299999999999996,0.0
ENG-00852,2026-05-01,88.81,83.71,100.0,80.51,63.15,83.65,Healthy,0,1893042.65,2026-05-01,0,0.0,0.16349999999999998,0.0
ENG-00370,2026-05-01,84.21,78.5,95.95,69.4,54.18,77.19,Watch,0,1618133.16,2026-05-01,0,0.0,0.22809999999999997,0.0
ENG-00406,2026-05-01,69.54,68.76,65.19,67.31,46.15,63.5,Watch,0,818496.25,2026-05-01,0,0.0,0.365,0.0
ENG-00608,2026-05-01,75.19,86.61,68.6,73.16,69.32,74.68,Watch,0,1129088.74,2026-05-01,0,0.0,0.2532,0.0
ENG-00636,2026-05-01,89.7,99.51,100.0,70.22,81.84,89.23,Healthy,0,1757845.97,2026-05-01,0,0.0,0.1076999999999999,0.0
ENG-00874,2026-05-01,86.24,88.63,77.64,80.55,69.05,80.71,Healthy,0,2129361.01,2026-05-01,0,0.0,0.19290000000000007,0.0
ENG-00633,2026-05-01,75.61,70.5,96.15,81.67,68.1,78.1,Watch,0,2684333.9,2026-05-01,0,0.0,0.21900000000000008,0.0
ENG-00153,2026-05-01,55.62,55.73,43.85,67.81,22.79,48.55,Critical,1,3152129.77,2026-09-01,4,12608519.08,0.5145,6487083.066659999
ENG-00629,2026-05-01,77.85,72.58,67.12,72.08,55.59,69.33,Watch,0,3527954.16,2026-05-01,0,0.0,0.3067,0.0
ENG-00399,2026-05-01,73.68,80.1,55.73,73.08,53.74,67.29,Watch,0,2758535.5,2026-05-01,0,0.0,0.32709999999999995,0.0
ENG-00603,2026-05-01,64.55,59.14,76.72,74.77,39.14,62.35,Watch,1,1309772.94,2026-09-01,4,5239091.76,0.37649999999999995,1972518.0476399995
ENG-00795,2026-05-01,49.36,36.66,38.19,62.95,33.2,43.39,Critical,1,2480169.43,2026-07-01,2,4960338.86,0.5661,2808047.8286460005
ENG-00226,2026-05-01,74.09,78.62,64.1,65.9,62.45,69.44,Watch,0,1735217.23,2026-05-01,0,0.0,0.3056,0.0
ENG-00356,2026-05-01,78.08,80.27,93.19,74.97,60.54,77.56,Watch,0,2500057.91,2026-05-01,0,0.0,0.22439999999999993,0.0
ENG-00836,2026-05-01,70.74,78.83,89.37,77.81,68.8,76.76,Watch,0,913297.28,2026-05-01,0,0.0,0.23239999999999994,0.0
ENG-00714,2026-05-01,68.53,66.99,55.46,72.11,45.05,61.45,Watch,0,835368.46,2026-05-01,0,0.0,0.38549999999999995,0.0
ENG-00232,2026-05-01,61.07,66.12,64.78,70.12,43.81,60.73,Watch,1,1010147.65,2027-01-01,8,8081181.2,0.39270000000000005,3173479.8572400003
ENG-00833,2026-05-01,73.53,78.32,81.6,75.15,48.68,71.38,Watch,0,862597.43,2026-05-01,0,0.0,0.2862,0.0
ENG-00522,2026-05-01,70.04,71.23,75.53,75.3,57.46,69.65,Watch,0,1581704.48,2026-05-01,0,0.0,0.3035,0.0
ENG-00561,2026-05-01,83.68,78.76,87.17,68.27,67.23,77.79,Watch,0,1021911.15,2026-05-01,0,0.0,0.22209999999999996,0.0
ENG-00945,2026-05-01,88.65,93.48,100.0,74.28,70.09,86.02,Healthy,0,926062.28,2026-05-01,0,0.0,0.13980000000000004,0.0
ENG-00464,2026-05-01,76.69,81.41,73.03,79.66,67.47,75.5,Watch,0,2595254.08,2026-05-01,0,0.0,0.245,0.0
ENG-00468,2026-05-01,67.09,65.13,66.79,75.08,57.19,65.85,Watch,0,930066.79,2026-05-01,0,0.0,0.3415,0.0
ENG-00979,2026-05-01,75.1,76.0,71.2,72.52,45.15,68.12,Watch,0,1377669.87,2026-05-01,0,0.0,0.3188,0.0
ENG-00447,2026-05-01,74.24,92.28,98.54,75.13,59.24,79.84,Watch,0,896485.18,2026-05-01,0,0.0,0.2016,0.0
ENG-00991,2026-05-01,65.87,57.77,54.56,65.59,40.92,56.96,Critical,1,782758.01,2027-01-01,8,6262064.08,0.4304,2695192.380032
ENG-00111,2026-05-01,67.8,65.26,63.25,69.69,45.99,62.31,Watch,0,2224143.78,2026-05-01,0,0.0,0.3769,0.0
ENG-00938,2026-05-01,71.7,70.9,72.9,68.81,59.73,68.95,Watch,0,2939172.77,2026-05-01,0,0.0,0.3105,0.0
ENG-00590,2026-05-01,72.54,73.05,74.0,73.38,65.6,71.67,Watch,0,1746898.54,2026-05-01,0,0.0,0.2833,0.0
ENG-00313,2026-06-01,85.67,86.53,100.0,85.15,70.74,85.65,Healthy,0,1988537.34,2026-06-01,0,0.0,0.14349999999999996,0.0
ENG-00737,2026-06-01,79.19,85.91,82.88,72.98,61.82,76.87,Watch,0,1275902.37,2026-06-01,0,0.0,0.23129999999999995,0.0
ENG-00503,2026-06-01,83.98,95.5,100.0,73.98,77.01,86.59,Healthy,0,1717913.44,2026-06-01,0,0.0,0.1341,0.0
ENG-00743,2026-06-01,81.5,86.81,74.24,73.51,65.88,76.79,Watch,0,2560133.2,2026-06-01,0,0.0,0.23209999999999997,0.0
ENG-00501,2026-06-01,60.84,51.23,28.24,70.71,23.74,46.46,Critical,1,958964.4,2026-08-01,2,1917928.8,0.5354,1026859.07952
ENG-00686,2026-06-01,85.06,88.53,87.41,72.62,73.07,81.96,Healthy,0,1270777.93,2026-06-01,0,0.0,0.18040000000000012,0.0
ENG-00565,2026-06-01,76.56,76.9,76.92,86.67,52.26,73.36,Watch,0,2879854.66,2026-06-01,0,0.0,0.26639999999999997,0.0
ENG-00377,2026-06-01,67.91,70.61,57.47,68.05,41.57,61.11,Watch,0,1042059.78,2026-06-01,0,0.0,0.3889,0.0
ENG-00592,2026-06-01,72.81,77.88,91.97,70.93,42.96,71.41,Watch,0,2258012.64,2026-06-01,0,0.0,0.28590000000000004,0.0
ENG-00402,2026-06-01,79.8,82.01,94.65,78.22,66.23,80.26,Healthy,0,1374337.63,2026-06-01,0,0.0,0.1973999999999999,0.0
ENG-00452,2026-06-01,78.55,86.59,100.0,85.97,63.25,82.5,Healthy,0,2203634.37,2026-06-01,0,0.0,0.17500000000000004,0.0
ENG-00696,2026-06-01,79.07,88.69,88.48,76.7,63.64,79.43,Watch,0,2120057.82,2026-06-01,0,0.0,0.20569999999999988,0.0
ENG-00455,2026-06-01,63.06,62.27,59.99,66.25,37.47,57.65,Critical,1,1971534.64,2026-08-01,2,3943069.28,0.4235,1669889.8400799998
ENG-00542,2026-06-01,74.92,76.18,84.21,66.63,58.47,72.5,Watch,0,810119.06,2026-06-01,0,0.0,0.275,0.0
ENG-00713,2026-06-01,79.08,83.57,98.03,77.05,71.97,82.04,Healthy,0,875074.3,2026-06-01,0,0.0,0.17959999999999998,0.0
ENG-01137,2026-06-01,82.98,87.14,97.76,74.4,61.06,81.09,Healthy,0,916777.25,2026-06-01,0,0.0,0.18909999999999993,0.0
ENG-00441,2026-06-01,70.8,81.19,78.16,66.6,63.81,72.32,Watch,0,3441853.65,2026-06-01,0,0.0,0.27680000000000005,0.0
ENG-00674,2026-06-01,72.43,77.96,64.17,70.34,57.22,68.53,Watch,0,881671.06,2026-06-01,0,0.0,0.3147,0.0
ENG-01178,2026-06-01,69.59,80.8,75.63,69.9,47.63,68.69,Watch,0,3474162.77,2026-06-01,0,0.0,0.31310000000000004,0.0
ENG-00897,2026-06-01,89.44,93.72,98.25,79.59,77.85,88.26,Healthy,0,3529494.62,2026-06-01,0,0.0,0.11739999999999995,0.0
ENG-00147,2026-06-01,61.48,66.05,68.21,73.52,35.27,60.3,Watch,0,2285082.77,2026-06-01,0,0.0,0.397,0.0
ENG-00109,2026-06-01,86.29,97.19,94.39,75.64,79.16,87.07,Healthy,0,1317480.89,2026-06-01,0,0.0,0.12930000000000008,0.0
ENG-01022,2026-06-01,76.24,77.44,96.84,78.79,62.18,78.17,Watch,0,1053645.99,2026-06-01,0,0.0,0.21829999999999994,0.0
ENG-00043,2026-06-01,76.52,80.54,70.19,73.97,55.79,71.53,Watch,0,3387282.88,2026-06-01,0,0.0,0.28469999999999995,0.0
ENG-00990,2026-06-01,85.96,89.55,100.0,75.78,63.5,83.47,Healthy,0,2649306.72,2026-06-01,0,0.0,0.1653,0.0
ENG-00989,2026-06-01,76.01,71.51,71.28,70.62,54.93,69.14,Watch,0,2818736.96,2026-06-01,0,0.0,0.3086,0.0
ENG-00933,2026-06-01,77.44,81.42,84.02,71.26,57.87,74.71,Watch,0,1372013.26,2026-06-01,0,0.0,0.2529,0.0
ENG-00939,2026-06-01,55.94,47.88,31.31,67.45,17.65,43.47,Critical,1,775581.13,2026-08-01,2,1551162.26,0.5653,876872.025578
ENG-00962,2026-06-01,66.28,53.53,81.97,69.24,46.17,63.29,Watch,0,2834326.92,2026-06-01,0,0.0,0.3671,0.0
ENG-00075,2026-06-01,83.68,82.47,100.0,74.9,66.73,82.0,Healthy,0,775513.51,2026-06-01,0,0.0,0.18000000000000005,0.0
ENG-00975,2026-06-01,85.22,90.67,92.16,75.59,71.66,83.54,Healthy,0,1377280.12,2026-06-01,0,0.0,0.16459999999999997,0.0
ENG-00982,2026-06-01,48.22,36.44,46.94,63.68,17.19,41.72,Critical,1,1485061.04,2026-10-01,4,5940244.16,0.5828,3461974.296448
ENG-00843,2026-06-01,71.29,80.18,48.58,71.57,55.51,65.41,Watch,0,2746643.96,2026-06-01,0,0.0,0.3459,0.0
ENG-01070,2026-06-01,76.89,73.22,81.15,74.64,52.9,71.87,Watch,0,2666190.7,2026-06-01,0,0.0,0.2813,0.0
ENG-00270,2026-06-01,80.02,79.46,96.78,72.33,66.98,79.5,Watch,0,2716352.99,2026-06-01,0,0.0,0.20499999999999996,0.0
ENG-00268,2026-06-01,55.62,48.39,45.19,66.12,19.34,46.41,Critical,1,3028528.53,2026-08-01,2,6057057.06,0.5359,3245976.878454
ENG-00210,2026-06-01,60.53,50.9,38.1,60.94,22.79,46.63,Critical,1,1840936.46,2026-10-01,4,7363745.84,0.5337,3930031.1548079997
ENG-00815,2026-06-01,83.07,85.6,97.87,68.44,79.14,83.56,Healthy,0,972640.61,2026-06-01,0,0.0,0.1644,0.0
ENG-00435,2026-07-01,68.62,72.93,48.47,70.97,54.55,62.99,Watch,0,1557906.6,2026-07-01,0,0.0,0.3701,0.0
ENG-00246,2026-07-01,59.19,48.89,33.82,60.41,21.42,44.69,Critical,1,1043720.41,2026-11-01,4,4174881.64,0.5531,2309127.0350840003
ENG-00285,2026-07-01,63.73,48.53,15.0,63.72,11.67,40.53,Critical,1,1664131.05,2026-09-01,2,3328262.1,0.5947,1979317.47087
ENG-00494,2026-07-01,80.07,87.48,92.15,73.27,60.8,79.09,Watch,0,1178494.16,2026-07-01,0,0.0,0.20909999999999995,0.0
ENG-00458,2026-07-01,83.66,78.01,90.48,77.72,55.49,77.37,Watch,0,1257230.66,2026-07-01,0,0.0,0.22629999999999995,0.0
ENG-00264,2026-07-01,74.61,80.42,72.5,65.2,54.08,69.83,Watch,0,3260762.1,2026-07-01,0,0.0,0.30169999999999997,0.0
ENG-00433,2026-07-01,83.85,94.95,99.71,67.46,68.75,83.76,Healthy,0,1318124.31,2026-07-01,0,0.0,0.1624,0.0
ENG-00053,2026-07-01,81.46,84.63,98.48,67.85,65.68,80.3,Healthy,0,2865421.59,2026-07-01,0,0.0,0.19700000000000006,0.0
ENG-00301,2026-07-01,80.14,88.75,83.67,65.97,59.42,76.3,Watch,0,1064639.15,2026-07-01,0,0.0,0.237,0.0
ENG-00168,2026-07-01,77.81,88.7,88.57,69.65,63.38,78.03,Watch,0,2132964.23,2026-07-01,0,0.0,0.2197,0.0
ENG-00219,2026-07-01,75.65,76.73,83.78,69.18,49.18,71.23,Watch,0,3470779.81,2026-07-01,0,0.0,0.28769999999999996,0.0
ENG-00366,2026-07-01,62.84,50.61,50.52,58.36,20.39,48.77,Critical,1,923377.15,2026-09-01,2,1846754.3,0.5123,946092.22789
ENG-00422,2026-07-01,76.95,84.26,79.76,72.98,66.67,76.32,Watch,0,1769898.69,2026-07-01,0,0.0,0.23680000000000012,0.0
ENG-00097,2026-07-01,81.79,77.42,83.43,67.32,54.8,73.67,Watch,0,1315693.53,2026-07-01,0,0.0,0.2633,0.0
ENG-00346,2026-07-01,58.48,49.27,63.39,75.41,25.84,53.63,Critical,1,831105.67,2026-09-01,2,1662211.34,0.4637,770767.3983580001
ENG-00128,2026-07-01,74.44,78.1,81.74,79.25,53.51,73.17,Watch,0,1022440.83,2026-07-01,0,0.0,0.2683,0.0
ENG-00336,2026-07-01,57.85,51.98,52.45,60.35,29.03,50.21,Critical,1,2729043.0,2026-10-01,3,8187129.0,0.4979,4076371.5291
ENG-00418,2026-07-01,66.59,56.71,68.02,64.75,24.66,56.24,Critical,0,2779993.11,2026-07-01,0,0.0,0.4376,0.0
ENG-00774,2026-07-01,76.68,92.45,96.51,76.8,54.46,79.37,Watch,0,1824880.96,2026-07-01,0,0.0,0.20629999999999993,0.0
ENG-00827,2026-07-01,64.26,58.7,48.69,67.78,39.46,55.6,Critical,1,1083605.89,2026-10-01,3,3250817.67,0.44399999999999995,1443363.0454799999
ENG-00688,2026-07-01,74.87,69.7,94.0,69.92,57.23,73.39,Watch,0,2388356.64,2026-07-01,0,0.0,0.2661,0.0
ENG-00694,2026-07-01,75.23,76.03,89.52,68.43,47.42,71.67,Watch,0,1429719.58,2026-07-01,0,0.0,0.2833,0.0
ENG-00726,2026-07-01,68.24,69.97,74.49,70.25,47.27,65.95,Watch,0,1173688.18,2026-07-01,0,0.0,0.3405,0.0
ENG-00729,2026-07-01,84.7,84.13,100.0,79.6,72.87,84.51,Healthy,0,2390598.6,2026-07-01,0,0.0,0.15489999999999993,0.0
ENG-00734,2026-07-01,79.33,88.12,97.05,79.97,65.55,81.97,Healthy,0,1519623.3,2026-07-01,0,0.0,0.18030000000000002,0.0
ENG-00969,2026-07-01,70.44,73.18,86.78,75.98,56.98,72.39,Watch,0,881983.76,2026-07-01,0,0.0,0.2761,0.0
ENG-01027,2026-07-01,54.52,46.62,38.98,65.04,22.2,44.95,Critical,1,3023936.13,2026-09-01,2,6047872.26,0.5505,3329353.6791299996
ENG-01000,2026-07-01,68.42,68.44,76.25,73.68,36.66,64.43,Watch,0,1279968.62,2026-07-01,0,0.0,0.3556999999999999,0.0
ENG-01004,2026-07-01,55.85,40.0,21.87,67.79,22.72,41.05,Critical,1,1369561.85,2026-10-01,3,4108685.5500000003,0.5895,2422070.131725
ENG-00907,2026-07-01,71.5,72.94,64.5,81.63,55.75,68.75,Watch,0,1401324.91,2026-07-01,0,0.0,0.3125,0.0
ENG-00635,2026-07-01,72.7,83.35,70.36,75.26,71.31,74.47,Watch,0,848286.05,2026-07-01,0,0.0,0.25529999999999997,0.0
ENG-00884,2026-07-01,53.17,48.71,75.49,65.97,19.5,51.93,Critical,1,812981.94,2027-02-01,7,5690873.58,0.4807,2735602.929906
ENG-00506,2026-07-01,65.16,59.0,70.06,72.57,41.09,61.2,Watch,1,1837514.59,2026-09-01,2,3675029.18,0.388,1425911.32184
ENG-00538,2026-07-01,81.25,89.95,81.88,81.16,62.04,79.26,Watch,0,1074357.82,2026-07-01,0,0.0,0.20739999999999992,0.0
ENG-00607,2026-07-01,65.4,66.53,62.65,70.35,43.88,61.52,Watch,1,1399537.51,2027-03-01,8,11196300.08,0.3847999999999999,4308336.270783999
ENG-00588,2026-07-01,78.4,75.01,89.23,78.12,65.74,77.31,Watch,0,3098351.53,2026-07-01,0,0.0,0.2269,0.0
ENG-00145,2026-08-01,78.94,80.26,80.47,75.82,62.44,75.74,Watch,0,2293250.74,2026-12-01,4,9173002.96,0.24260000000000004,2225370.5180960004
ENG-00883,2026-08-01,77.63,85.37,85.69,80.76,60.11,77.76,Watch,0,2308617.62,2026-11-01,3,6925852.86,0.22239999999999993,1540309.6760639995
ENG-00171,2026-08-01,81.25,83.82,94.14,73.63,73.61,81.67,Healthy,0,1038394.05,2027-02-01,6,6230364.300000001,0.18330000000000002,1142025.7761900004
ENG-00863,2026-08-01,84.58,89.76,70.06,80.94,66.67,78.58,Watch,0,1870022.06,2026-08-01,0,0.0,0.21420000000000006,0.0
ENG-00547,2026-08-01,83.88,84.63,85.72,70.24,69.35,79.45,Watch,0,1641651.32,2026-09-01,1,1641651.32,0.20550000000000002,337359.34626
ENG-00177,2026-08-01,83.99,92.95,100.0,81.33,72.56,86.3,Healthy,0,2100002.23,2026-08-01,0,0.0,0.137,0.0
ENG-00170,2026-08-01,72.32,80.73,75.38,77.02,51.98,71.25,Watch,0,3007857.98,2027-08-01,12,36094295.76,0.2875,10377110.031
ENG-00878,2026-08-01,79.04,80.43,79.03,84.27,62.99,76.89,Watch,0,1648355.28,2027-01-01,5,8241776.4,0.23109999999999997,1904674.52604
ENG-00870,2026-08-01,76.47,76.01,98.51,66.8,56.08,75.25,Watch,0,1155568.2,2027-06-01,10,11555682.0,0.24750000000000005,2860031.2950000004
ENG-00449,2026-08-01,84.85,88.47,69.63,80.27,67.35,78.34,Watch,0,973268.51,2027-05-01,9,8759416.59,0.21660000000000001,1897289.6333940001
ENG-00152,2026-08-01,75.0,76.15,62.35,63.78,44.6,64.94,Watch,0,1292948.71,2026-09-01,1,1292948.71,0.3506,453307.81772600004
ENG-00876,2026-08-01,74.56,74.18,69.51,67.07,63.43,70.13,Watch,0,2219618.57,2026-12-01,4,8878474.28,0.2987000000000001,2652000.2674360005
ENG-00162,2026-08-01,65.42,63.36,54.98,71.75,32.9,57.36,Critical,1,3229831.5,2026-12-01,4,12919326.0,0.4264,5508800.6064
ENG-01177,2026-08-01,75.15,69.23,73.29,67.7,50.75,67.6,Watch,0,1015824.04,2026-10-01,2,2031648.08,0.32400000000000007,658253.9779200002
ENG-01046,2026-08-01,61.38,57.89,59.44,67.76,30.82,55.14,Critical,0,826647.82,2026-10-01,2,1653295.64,0.4486,741668.424104
ENG-00163,2026-08-01,81.21,93.23,88.97,84.0,68.29,83.0,Healthy,0,1037700.43,2026-10-01,2,2075400.86,0.17000000000000004,352818.1462000001
ENG-00872,2026-08-01,77.08,83.93,93.31,62.07,71.02,78.23,Watch,0,2225261.37,2027-04-01,8,17802090.96,0.2177,3875515.2019920005
ENG-00871,2026-08-01,65.0,67.34,72.27,68.29,44.53,63.32,Watch,0,1058865.59,2027-02-01,6,6353193.540000001,0.3668,2330351.3904720005
ENG-01173,2026-08-01,83.88,87.75,96.81,84.13,67.71,84.04,Healthy,0,1409278.48,2026-11-01,3,4227835.4399999995,0.15959999999999996,674762.5362239998
ENG-00882,2026-08-01,65.71,78.52,96.0,72.18,38.58,69.87,Watch,0,1334150.22,2026-12-01,4,5336600.88,0.3012999999999999,1607917.8451439994
ENG-00445,2026-08-01,83.5,92.19,84.21,75.82,71.43,81.81,Healthy,0,2282083.88,2027-06-01,10,22820838.799999997,0.18189999999999995,4151110.5777199985
ENG-00169,2026-08-01,69.36,75.88,95.13,70.0,49.8,72.0,Watch,0,900878.96,2027-03-01,7,6306152.72,0.28,1765722.7616
ENG-00873,2026-08-01,76.94,82.96,72.19,74.94,49.76,71.46,Watch,0,3178607.49,2026-11-01,3,9535822.47,0.2854000000000001,2721523.732938001
ENG-00438,2026-08-01,74.72,86.22,92.27,60.73,64.28,76.34,Watch,0,2258044.55,2026-10-01,2,4516089.1,0.23659999999999992,1068506.6810599996
ENG-00179,2026-08-01,79.03,80.26,81.08,74.48,57.32,74.66,Watch,0,1358954.47,2026-11-01,3,4076863.41,0.25340000000000007,1033077.1880940003
ENG-00212,2026-08-01,75.38,77.24,71.71,71.59,66.07,72.59,Watch,0,2402790.15,2026-11-01,3,7208370.449999999,0.2741,1975814.340345
ENG-00848,2026-08-01,81.68,85.16,100.0,72.39,72.23,82.76,Healthy,0,846976.76,2026-11-01,3,2540930.2800000003,0.1724,438056.38027200004
ENG-00556,2026-08-01,77.59,83.84,82.95,75.36,53.05,74.67,Watch,0,1341932.11,2027-02-01,6,8051592.66,0.25329999999999997,2039468.4207779998
ENG-00847,2026-08-01,82.57,90.5,96.96,77.6,74.22,84.62,Healthy,0,1221101.01,2026-11-01,3,3663303.0300000003,0.15379999999999994,563416.0060139998
ENG-00844,2026-08-01,76.64,71.72,72.31,72.97,59.38,70.79,Watch,0,1294738.37,2026-08-01,0,0.0,0.2920999999999999,0.0
ENG-00840,2026-08-01,75.26,70.9,93.85,74.47,47.02,72.34,Watch,0,2364389.11,2026-09-01,1,2364389.11,0.27659999999999996,653990.0278259999
ENG-00839,2026-08-01,61.89,57.99,72.78,69.21,24.49,56.9,Critical,0,1159128.91,2027-05-01,9,10432160.19,0.43100000000000005,4496261.04189
ENG-00220,2026-08-01,89.41,88.23,99.14,71.14,65.33,83.56,Healthy,0,1428717.76,2026-08-01,0,0.0,0.1644,0.0
ENG-00850,2026-08-01,79.54,85.36,94.56,71.12,63.67,79.27,Watch,0,2384825.94,2026-09-01,1,2384825.94,0.20730000000000004,494374.4173620001
ENG-00434,2026-08-01,66.6,55.82,15.0,59.13,30.27,45.74,Critical,0,838224.17,2027-04-01,8,6705793.36,0.5426,3638563.477136
ENG-00221,2026-08-01,62.06,55.71,34.51,73.59,28.87,50.37,Critical,0,1473210.69,2027-02-01,6,8839264.14,0.4963000000000001,4386926.792682001
ENG-01161,2026-08-01,75.76,70.05,72.66,65.9,64.77,70.32,Watch,0,1502305.18,2026-12-01,4,6009220.72,0.29680000000000006,1783536.7096960002
ENG-00564,2026-08-01,80.68,75.9,97.66,75.66,63.26,78.88,Watch,0,1319364.57,2026-12-01,4,5277458.28,0.21120000000000005,1114599.1887360003
