engagement_id,client_id,talent_id,role,start_date,expected_end_date,monthly_contract_value,status,termination_date,outcome
ENG-01012,C-0006,T-0076,Analytics Engineer,2025-02-01,2026-01-01,1431404.27,Active,,Completed
ENG-01013,C-0044,T-0286,Data Scientist,2025-03-01,2025-11-01,2803095.91,Active,,Renewed
ENG-01014,C-0037,T-0005,Analytics Engineer,2026-01-01,2026-08-01,2290436.71,Active,,Completed
ENG-01015,C-0012,T-0057,AI Engineer,2026-05-01,2027-01-01,1389942.79,Active,,Renewed
ENG-01016,C-0004,T-0024,BI Developer,2024-01-01,2024-09-01,1362650.76,Active,,Completed
ENG-01017,C-0045,T-0148,AI Engineer,2025-12-01,2026-08-01,2103565.62,Active,,Renewed
ENG-01018,C-0015,T-0382,ML Engineer,2025-09-01,2026-09-01,2144622.04,Active,,Renewed
ENG-01019,C-0030,T-0089,Data Analyst,2026-03-01,2027-02-01,2384406.11,Active,,Completed
ENG-01020,C-0004,T-0494,AI Engineer,2024-02-01,2024-08-01,3460764.06,Active,,Completed
ENG-01021,C-0058,T-0135,BI Developer,2024-06-01,2025-01-01,2072739.15,Active,,Completed
ENG-01022,C-0033,T-0023,Data Scientist,2025-10-01,2026-06-01,1053645.99,Active,,Completed
ENG-01023,C-0056,T-0168,Data Engineer,2026-01-01,2026-12-01,2311051.63,Active,,Renewed
ENG-01024,C-0010,T-0375,Analytics Engineer,2025-08-01,2026-04-01,1202317.34,Active,,Completed
ENG-01025,C-0013,T-0054,Data Scientist,2026-05-01,2027-01-01,1692695.58,Active,,Renewed
ENG-01026,C-0037,T-0036,ML Engineer,2025-10-01,2026-06-01,2987916.43,Terminated,2026-02-01,Early Termination
ENG-01027,C-0037,T-0425,Analytics Engineer,2026-03-01,2026-09-01,3023936.13,Terminated,2026-07-01,Early Termination
ENG-01028,C-0048,T-0297,ML Engineer,2024-03-01,2024-09-01,963557.7,Active,,Renewed
ENG-01029,C-0056,T-0172,Data Engineer,2026-06-01,2027-03-01,2101859.9,Terminated,2026-10-01,Early Termination
ENG-01030,C-0050,T-0379,Data Analyst,2025-04-01,2025-10-01,2729160.26,Terminated,2025-08-01,Early Termination
ENG-01031,C-0009,T-0423,Data Analyst,2026-08-01,2027-06-01,1381383.44,Active,,Renewed
ENG-01032,C-0019,T-0180,ML Engineer,2025-03-01,2026-01-01,835490.99,Active,,Renewed
ENG-01033,C-0055,T-0281,Data Scientist,2025-05-01,2025-12-01,1891391.2,Terminated,2025-08-01,Early Termination
ENG-01034,C-0033,T-0006,Data Analyst,2026-07-01,2027-03-01,1403661.19,Terminated,2026-10-01,Early Termination
ENG-01035,C-0053,T-0154,Analytics Engineer,2025-05-01,2026-03-01,1444521.55,Active,,Completed
ENG-01036,C-0034,T-0298,Data Analyst,2024-01-01,2024-11-01,3088580.39,Terminated,2024-04-01,Early Termination
ENG-01037,C-0003,T-0099,Data Engineer,2025-04-01,2025-10-01,826154.14,Active,,Renewed
ENG-01038,C-0029,T-0496,Analytics Engineer,2024-09-01,2025-07-01,1488956.7,Active,,Renewed
ENG-01039,C-0050,T-0486,Data Analyst,2025-11-01,2026-09-01,1137041.42,Active,,Renewed
ENG-01040,C-0040,T-0129,Data Analyst,2024-03-01,2025-01-01,2110875.36,Active,,Completed
ENG-01041,C-0008,T-0199,Data Analyst,2024-02-01,2024-08-01,1022560.35,Active,,Completed
ENG-01042,C-0013,T-0095,ML Engineer,2024-05-01,2025-01-01,2177185.5,Active,,Renewed
ENG-01043,C-0052,T-0252,BI Developer,2024-10-01,2025-10-01,2714639.34,Active,,Completed
ENG-01044,C-0059,T-0062,AI Engineer,2024-02-01,2024-10-01,1401150.01,Active,,Renewed
ENG-01045,C-0046,T-0196,Data Analyst,2024-06-01,2025-02-01,883059.87,Active,,Completed
ENG-01046,C-0006,T-0278,Data Analyst,2026-02-01,2026-10-01,826647.82,Active,,Renewed
ENG-01047,C-0038,T-0306,Data Analyst,2024-01-01,2024-07-01,981932.15,Active,,Renewed
ENG-01048,C-0050,T-0299,ML Engineer,2024-09-01,2025-07-01,3451517.98,Active,,Renewed
ENG-01049,C-0039,T-0111,ML Engineer,2026-07-01,2027-02-01,1168437.7,Terminated,2026-11-01,Early Termination
ENG-01050,C-0036,T-0397,Data Engineer,2024-02-01,2025-01-01,1004229.63,Active,,Completed
ENG-01051,C-0029,T-0346,BI Developer,2026-02-01,2027-01-01,2367345.88,Terminated,2026-09-01,Early Termination
ENG-01052,C-0015,T-0377,Data Engineer,2025-01-01,2025-11-01,799398.96,Terminated,2025-07-01,Early Termination
ENG-01053,C-0017,T-0234,ML Engineer,2024-12-01,2025-08-01,3022360.2,Terminated,2025-04-01,Early Termination
ENG-01054,C-0045,T-0447,Data Scientist,2025-12-01,2026-11-01,1329577.37,Active,,Renewed
ENG-01055,C-0005,T-0195,ML Engineer,2025-08-01,2026-06-01,1912258.72,Terminated,2025-11-01,Early Termination
ENG-01056,C-0006,T-0403,AI Engineer,2024-10-01,2025-10-01,1005898.97,Active,,Renewed
ENG-01057,C-0024,T-0102,Data Scientist,2024-08-01,2025-03-01,2637806.96,Active,,Renewed
ENG-01058,C-0047,T-0124,BI Developer,2025-10-01,2026-08-01,2204265.69,Active,,Renewed
ENG-01059,C-0040,T-0264,BI Developer,2026-04-01,2027-03-01,781421.64,Active,,Completed
ENG-01060,C-0036,T-0278,Data Analyst,2024-11-01,2025-06-01,2285677.26,Active,,Renewed
ENG-01061,C-0033,T-0374,Data Scientist,2025-05-01,2026-04-01,1985635.57,Terminated,2025-12-01,Early Termination
ENG-01062,C-0007,T-0149,BI Developer,2024-06-01,2025-02-01,876397.5,Active,,Completed
ENG-01063,C-0020,T-0437,Analytics Engineer,2024-04-01,2024-11-01,1404932.76,Active,,Renewed
ENG-01064,C-0005,T-0165,ML Engineer,2026-07-01,2027-01-01,998244.88,Active,,Completed
ENG-01065,C-0046,T-0268,Data Engineer,2024-11-01,2025-07-01,2641725.89,Active,,Renewed
ENG-01066,C-0046,T-0466,ML Engineer,2025-05-01,2025-12-01,3309360.5,Active,,Renewed
ENG-01067,C-0016,T-0270,Data Engineer,2026-07-01,2027-06-01,1737239.27,Active,,Renewed
ENG-01068,C-0018,T-0341,Data Analyst,2024-09-01,2025-06-01,2118327.86,Active,,Completed
ENG-01069,C-0020,T-0455,Data Analyst,2026-07-01,2027-01-01,859786.42,Terminated,2026-11-01,Early Termination
ENG-01070,C-0054,T-0488,Data Analyst,2025-12-01,2026-06-01,2666190.7,Active,,Renewed
ENG-01071,C-0030,T-0250,Analytics Engineer,2024-02-01,2025-01-01,1504064.2,Terminated,2024-07-01,Early Termination
ENG-01072,C-0046,T-0209,ML Engineer,2025-12-01,2026-12-01,1343203.17,Active,,Completed
ENG-01073,C-0027,T-0099,Data Engineer,2025-11-01,2026-10-01,1462872.38,Active,,Renewed
ENG-01074,C-0042,T-0269,Data Engineer,2025-05-01,2026-05-01,2121361.93,Active,,Renewed
ENG-01075,C-0032,T-0460,Data Analyst,2025-06-01,2026-02-01,2319072.29,Active,,Completed
ENG-01076,C-0017,T-0244,AI Engineer,2025-09-01,2026-03-01,2568792.48,Active,,Renewed
ENG-01077,C-0053,T-0175,Data Analyst,2025-03-01,2026-02-01,2042719.76,Terminated,2025-12-01,Early Termination
ENG-01078,C-0043,T-0054,Data Scientist,2025-03-01,2026-03-01,2253816.41,Terminated,2026-01-01,Early Termination
ENG-01079,C-0047,T-0195,ML Engineer,2026-08-01,2027-06-01,1933444.83,Terminated,2027-01-01,Early Termination
ENG-01080,C-0057,T-0119,Data Analyst,2026-07-01,2027-02-01,1495310.45,Active,,Renewed
ENG-01081,C-0015,T-0489,ML Engineer,2025-01-01,2025-09-01,3431561.74,Active,,Completed
ENG-01082,C-0006,T-0264,BI Developer,2024-05-01,2025-02-01,1005787.51,Active,,Renewed
ENG-01083,C-0035,T-0069,Data Scientist,2024-06-01,2024-12-01,2381606.04,Active,,Renewed
ENG-01084,C-0020,T-0034,BI Developer,2026-06-01,2027-01-01,1945463.01,Active,,Renewed
ENG-01085,C-0027,T-0426,Analytics Engineer,2024-05-01,2025-04-01,878754.72,Active,,Renewed
ENG-01086,C-0015,T-0466,ML Engineer,2025-03-01,2026-03-01,2777239.64,Active,,Renewed
ENG-01087,C-0024,T-0382,ML Engineer,2025-08-01,2026-04-01,990460.99,Terminated,2026-02-01,Early Termination
ENG-01088,C-0024,T-0062,AI Engineer,2026-06-01,2027-06-01,1674127.89,Active,,Completed
ENG-01089,C-0022,T-0050,ML Engineer,2024-09-01,2025-07-01,2368597.89,Active,,Renewed
ENG-01090,C-0045,T-0099,Data Engineer,2026-03-01,2026-12-01,1517294.63,Active,,Renewed
ENG-01091,C-0036,T-0376,Analytics Engineer,2024-08-01,2025-05-01,2389301.65,Terminated,2025-03-01,Early Termination
ENG-01092,C-0029,T-0383,Data Engineer,2024-11-01,2025-05-01,3059398.59,Active,,Renewed
ENG-01093,C-0007,T-0419,Data Analyst,2025-05-01,2026-04-01,2638723.22,Active,,Completed
ENG-01094,C-0035,T-0049,ML Engineer,2024-03-01,2025-02-01,1061503.74,Terminated,2024-12-01,Early Termination
ENG-01095,C-0011,T-0077,AI Engineer,2025-09-01,2026-03-01,912420.05,Active,,Renewed
ENG-01096,C-0019,T-0451,BI Developer,2024-10-01,2025-04-01,1539174.18,Active,,Renewed
ENG-01097,C-0025,T-0465,Data Analyst,2025-03-01,2026-03-01,1466197.98,Active,,Completed
ENG-01098,C-0009,T-0363,AI Engineer,2024-06-01,2025-06-01,2202917.3,Terminated,2025-02-01,Early Termination
ENG-01099,C-0024,T-0054,Data Scientist,2024-04-01,2024-12-01,1370461.1,Terminated,2024-10-01,Early Termination
ENG-01100,C-0017,T-0035,Data Scientist,2025-10-01,2026-07-01,1386103.52,Terminated,2026-04-01,Early Termination
ENG-01101,C-0051,T-0028,Data Scientist,2025-05-01,2025-11-01,2191969.0,Active,,Renewed
ENG-01102,C-0052,T-0346,BI Developer,2025-12-01,2026-08-01,1190711.93,Active,,Completed
ENG-01103,C-0001,T-0423,Data Analyst,2026-07-01,2027-05-01,2101592.81,Active,,Renewed
ENG-01104,C-0037,T-0316,ML Engineer,2024-04-01,2024-10-01,1842632.41,Active,,Renewed
ENG-01105,C-0039,T-0132,Analytics Engineer,2026-01-01,2026-10-01,2231923.68,Active,,Renewed
ENG-01106,C-0023,T-0379,Data Analyst,2025-03-01,2025-11-01,3107965.61,Active,,Renewed
ENG-01107,C-0029,T-0030,Analytics Engineer,2025-05-01,2026-03-01,819118.05,Active,,Renewed
ENG-01108,C-0048,T-0415,ML Engineer,2024-07-01,2025-02-01,1070720.77,Active,,Renewed
ENG-01109,C-0023,T-0446,AI Engineer,2024-01-01,2024-12-01,3104480.53,Active,,Renewed
ENG-01110,C-0004,T-0360,Analytics Engineer,2025-01-01,2025-12-01,1509913.55,Terminated,2025-08-01,Early Termination
ENG-01111,C-0023,T-0440,BI Developer,2024-01-01,2024-09-01,1278098.16,Active,,Renewed
ENG-01112,C-0016,T-0294,Data Engineer,2025-02-01,2026-01-01,2615395.14,Active,,Completed
ENG-01113,C-0023,T-0235,Analytics Engineer,2025-09-01,2026-05-01,1379885.01,Active,,Renewed
ENG-01114,C-0014,T-0162,AI Engineer,2026-02-01,2026-11-01,1386405.57,Active,,Renewed
ENG-01115,C-0009,T-0461,ML Engineer,2024-09-01,2025-06-01,1427002.75,Active,,Completed
ENG-01116,C-0060,T-0349,AI Engineer,2025-04-01,2026-01-01,2668361.25,Active,,Renewed
ENG-01117,C-0008,T-0096,AI Engineer,2026-01-01,2026-09-01,1439509.66,Terminated,2026-05-01,Early Termination
ENG-01118,C-0043,T-0479,Data Engineer,2024-03-01,2025-02-01,868720.41,Terminated,2024-12-01,Early Termination
ENG-01119,C-0044,T-0030,Analytics Engineer,2024-11-01,2025-05-01,2056807.5,Active,,Completed
ENG-01120,C-0038,T-0294,Data Engineer,2025-04-01,2026-03-01,2230101.16,Active,,Renewed
ENG-01121,C-0055,T-0096,AI Engineer,2024-02-01,2025-01-01,1371682.7,Active,,Completed
ENG-01122,C-0001,T-0333,Data Engineer,2024-01-01,2024-10-01,2479272.9,Active,,Renewed
ENG-01123,C-0019,T-0207,Data Scientist,2026-05-01,2027-02-01,848076.67,Active,,Renewed
ENG-01124,C-0012,T-0219,AI Engineer,2024-03-01,2024-12-01,1718510.69,Terminated,2024-10-01,Early Termination
ENG-01125,C-0035,T-0336,Data Scientist,2026-03-01,2027-01-01,2225794.21,Active,,Completed
ENG-01126,C-0039,T-0379,Data Analyst,2026-06-01,2027-06-01,1552234.36,Active,,Completed
ENG-01127,C-0054,T-0191,Data Analyst,2025-10-01,2026-05-01,3535191.71,Active,,Renewed
ENG-01128,C-0023,T-0499,AI Engineer,2025-02-01,2026-02-01,1498203.07,Active,,Completed
ENG-01129,C-0015,T-0250,Analytics Engineer,2024-09-01,2025-05-01,1273084.72,Terminated,2025-02-01,Early Termination
ENG-01130,C-0056,T-0081,Data Scientist,2025-05-01,2026-04-01,1941507.96,Terminated,2025-08-01,Early Termination
ENG-01131,C-0041,T-0004,Analytics Engineer,2025-09-01,2026-05-01,2884280.75,Active,,Renewed
ENG-01132,C-0046,T-0102,Data Scientist,2025-05-01,2026-01-01,1702771.42,Active,,Completed
ENG-01133,C-0027,T-0346,BI Developer,2025-08-01,2026-02-01,2970216.76,Active,,Completed
ENG-01134,C-0027,T-0270,Data Engineer,2024-02-01,2024-11-01,1648321.34,Terminated,2024-05-01,Early Termination
ENG-01135,C-0024,T-0169,BI Developer,2024-05-01,2024-12-01,2857549.73,Active,,Completed
ENG-01136,C-0045,T-0241,Data Scientist,2024-05-01,2025-02-01,1043700.14,Active,,Renewed
ENG-01137,C-0013,T-0420,Data Scientist,2025-10-01,2026-06-01,916777.25,Active,,Renewed
ENG-01138,C-0059,T-0286,Data Scientist,2026-05-01,2027-04-01,1767124.2,Active,,Renewed
ENG-01139,C-0011,T-0030,Analytics Engineer,2026-04-01,2026-11-01,1022435.02,Active,,Renewed
ENG-01140,C-0028,T-0025,BI Developer,2024-09-01,2025-05-01,1222612.07,Active,,Renewed
ENG-01141,C-0019,T-0242,AI Engineer,2025-09-01,2026-06-01,2591134.99,Terminated,2026-04-01,Early Termination
ENG-01142,C-0039,T-0203,Data Analyst,2026-08-01,2027-05-01,2165029.83,Active,,Renewed
ENG-01143,C-0041,T-0426,Analytics Engineer,2024-09-01,2025-07-01,934846.36,Terminated,2025-03-01,Early Termination
ENG-01144,C-0056,T-0292,Data Engineer,2025-05-01,2026-01-01,1719812.71,Terminated,2025-10-01,Early Termination
ENG-01145,C-0048,T-0379,Data Analyst,2024-04-01,2025-01-01,2832385.73,Active,,Completed
ENG-01146,C-0015,T-0293,Data Engineer,2025-06-01,2025-12-01,2945708.7,Active,,Renewed
ENG-01147,C-0013,T-0173,Data Engineer,2024-01-01,2024-11-01,2026881.57,Active,,Completed
ENG-01148,C-0054,T-0329,Analytics Engineer,2024-10-01,2025-05-01,1980241.05,Active,,Renewed
ENG-01149,C-0030,T-0311,AI Engineer,2024-07-01,2025-02-01,1001450.01,Active,,Renewed
ENG-01150,C-0006,T-0361,Analytics Engineer,2025-12-01,2026-10-01,2625277.04,Active,,Renewed
ENG-01151,C-0050,T-0095,ML Engineer,2025-01-01,2025-08-01,2811685.6,Terminated,2025-04-01,Early Termination
ENG-01152,C-0039,T-0321,ML Engineer,2024-04-01,2025-02-01,908923.99,Active,,Renewed
ENG-01153,C-0002,T-0143,BI Developer,2024-08-01,2025-05-01,1531071.5,Active,,Renewed
ENG-01154,C-0047,T-0396,Analytics Engineer,2025-08-01,2026-08-01,2326966.57,Active,,Renewed
ENG-01155,C-0037,T-0400,BI Developer,2026-06-01,2027-03-01,2100364.42,Active,,Renewed
ENG-01156,C-0037,T-0313,AI Engineer,2024-04-01,2025-03-01,1701482.63,Terminated,2024-11-01,Early Termination
ENG-01157,C-0052,T-0474,AI Engineer,2024-03-01,2024-12-01,2758063.24,Active,,Renewed
ENG-01158,C-0030,T-0269,Data Engineer,2024-07-01,2025-04-01,2100231.28,Active,,Renewed
ENG-01159,C-0028,T-0013,Data Engineer,2024-12-01,2025-12-01,1920421.0,Active,,Completed
ENG-01160,C-0038,T-0304,Data Engineer,2026-02-01,2026-09-01,1596156.02,Active,,Completed
ENG-01161,C-0012,T-0389,ML Engineer,2026-04-01,2026-12-01,1502305.18,Active,,Completed
ENG-01162,C-0010,T-0051,AI Engineer,2025-06-01,2026-02-01,2719508.82,Active,,Renewed
ENG-01163,C-0051,T-0053,BI Developer,2024-07-01,2025-04-01,2008387.34,Active,,Completed
ENG-01164,C-0013,T-0137,AI Engineer,2026-08-01,2027-05-01,1857467.75,Active,,Completed
ENG-01165,C-0031,T-0423,Data Analyst,2024-02-01,2025-01-01,2271528.2,Active,,Completed
ENG-01166,C-0017,T-0264,BI Developer,2024-01-01,2024-07-01,904768.77,Active,,Renewed
ENG-01167,C-0014,T-0489,ML Engineer,2024-04-01,2025-02-01,967901.88,Active,,Renewed
ENG-01168,C-0036,T-0437,Analytics Engineer,2026-04-01,2026-12-01,1314073.0,Active,,Completed
ENG-01169,C-0049,T-0278,Data Analyst,2025-06-01,2026-03-01,1264982.45,Active,,Renewed
ENG-01170,C-0027,T-0340,Data Analyst,2026-02-01,2027-01-01,987508.83,Active,,Renewed
ENG-01171,C-0009,T-0166,ML Engineer,2025-01-01,2025-08-01,3355729.39,Active,,Completed
ENG-01172,C-0015,T-0046,BI Developer,2024-04-01,2025-02-01,1070760.87,Active,,Renewed
ENG-01173,C-0010,T-0200,Data Scientist,2026-01-01,2026-11-01,1409278.48,Active,,Completed
ENG-01174,C-0053,T-0297,ML Engineer,2025-05-01,2026-02-01,1982269.89,Active,,Renewed
ENG-01175,C-0020,T-0092,Data Scientist,2025-01-01,2025-10-01,2112676.17,Terminated,2025-04-01,Early Termination
ENG-01176,C-0023,T-0111,ML Engineer,2025-04-01,2025-11-01,1763142.42,Terminated,2025-09-01,Early Termination
ENG-01177,C-0005,T-0008,Data Scientist,2026-02-01,2026-10-01,1015824.04,Active,,Completed
ENG-01178,C-0027,T-0368,ML Engineer,2025-08-01,2026-06-01,3474162.77,Active,,Renewed
ENG-01179,C-0055,T-0450,AI Engineer,2026-05-01,2027-04-01,957179.11,Active,,Completed
ENG-01180,C-0025,T-0414,AI Engineer,2026-05-01,2027-01-01,3119569.91,Active,,Renewed
ENG-01181,C-0040,T-0190,AI Engineer,2026-08-01,2027-04-01,1014282.26,Active,,Completed
ENG-01182,C-0011,T-0297,ML Engineer,2024-10-01,2025-08-01,1782142.61,Active,,Renewed
ENG-01183,C-0009,T-0481,Data Analyst,2024-02-01,2025-02-01,2883705.49,Active,,Renewed
ENG-01184,C-0044,T-0296,Data Engineer,2024-12-01,2025-09-01,772458.97,Active,,Completed
ENG-01185,C-0004,T-0148,AI Engineer,2025-03-01,2025-11-01,1758963.65,Terminated,2025-07-01,Early Termination
ENG-01186,C-0027,T-0170,Data Analyst,2024-11-01,2025-09-01,3548148.21,Active,,Completed
ENG-01187,C-0020,T-0364,Data Analyst,2025-06-01,2026-02-01,856686.27,Active,,Completed
ENG-01188,C-0001,T-0224,Data Scientist,2025-07-01,2026-07-01,977719.69,Terminated,2026-04-01,Early Termination
ENG-01189,C-0032,T-0419,Data Analyst,2024-09-01,2025-03-01,2808631.89,Terminated,2024-12-01,Early Termination
ENG-01190,C-0058,T-0433,Analytics Engineer,2024-12-01,2025-06-01,1576445.51,Active,,Renewed
ENG-01191,C-0005,T-0018,Data Analyst,2025-03-01,2025-09-01,2652460.7,Active,,Renewed
ENG-01192,C-0049,T-0362,AI Engineer,2024-03-01,2024-11-01,813823.5,Terminated,2024-06-01,Early Termination
ENG-01193,C-0033,T-0185,Data Scientist,2026-01-01,2026-12-01,2490465.66,Active,,Renewed
ENG-01194,C-0044,T-0260,Data Scientist,2024-02-01,2024-12-01,1537968.64,Active,,Completed
ENG-01195,C-0006,T-0133,Data Scientist,2026-05-01,2027-02-01,2855423.43,Terminated,2026-12-01,Early Termination
ENG-01196,C-0053,T-0185,Data Scientist,2025-07-01,2026-02-01,1025091.11,Active,,Renewed
ENG-01197,C-0001,T-0166,ML Engineer,2025-08-01,2026-02-01,767888.16,Active,,Renewed
ENG-01198,C-0055,T-0026,Analytics Engineer,2024-08-01,2025-03-01,2695091.75,Active,,Completed
ENG-01199,C-0040,T-0392,Data Scientist,2024-04-01,2025-01-01,912640.98,Terminated,2024-07-01,Early Termination
ENG-01200,C-0021,T-0072,Analytics Engineer,2025-09-01,2026-05-01,2091598.16,Active,,Renewed
