engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d
ENG-00039,2025-02-01,83.82,80.42,56.84,76.63,71.3,74.16,Watch,0
ENG-00039,2025-03-01,77.59,75.79,69.54,73.91,52.07,69.96,Watch,0
ENG-00040,2024-08-01,81.18,76.42,69.93,76.36,60.38,73.1,Watch,0
ENG-00040,2024-09-01,75.12,79.81,90.48,67.96,57.94,74.62,Watch,0
ENG-00040,2024-10-01,76.01,74.47,53.54,74.72,63.58,68.53,Watch,0
ENG-00040,2024-11-01,75.72,79.4,66.97,75.38,56.72,70.86,Watch,0
ENG-00040,2024-12-01,74.01,81.63,84.43,76.57,54.93,74.19,Watch,0
ENG-00040,2025-01-01,82.63,78.67,94.18,73.5,50.78,76.41,Watch,0
ENG-00040,2025-02-01,81.59,79.13,91.91,70.54,57.79,76.75,Watch,0
ENG-00040,2025-03-01,76.06,78.37,97.77,69.11,54.08,75.43,Watch,0
ENG-00040,2025-04-01,75.55,78.1,80.14,68.37,56.88,72.16,Watch,0
ENG-00040,2025-05-01,79.82,78.71,95.82,67.53,50.98,75.19,Watch,0
ENG-00040,2025-06-01,74.19,82.2,95.69,73.84,71.24,79.45,Watch,0
ENG-00040,2025-07-01,71.71,75.87,89.35,71.93,49.54,71.67,Watch,0
ENG-00040,2025-08-01,73.84,73.93,88.35,74.65,49.05,71.93,Watch,0
ENG-00041,2025-11-01,81.81,83.02,66.38,78.58,62.39,74.6,Watch,0
ENG-00041,2025-12-01,74.91,78.93,100.0,72.64,60.6,77.53,Watch,0
ENG-00041,2026-01-01,80.53,80.28,62.15,72.22,66.25,72.7,Watch,0
ENG-00041,2026-02-01,71.82,85.62,94.24,67.47,50.77,74.2,Watch,0
ENG-00041,2026-03-01,75.02,80.27,90.6,76.98,63.51,77.18,Watch,0
ENG-00041,2026-04-01,71.87,75.11,94.79,69.61,60.98,74.58,Watch,0
ENG-00041,2026-05-01,74.43,76.81,90.79,70.02,65.32,75.7,Watch,0
ENG-00041,2026-06-01,80.09,75.76,75.38,80.71,63.92,75.14,Watch,0
ENG-00041,2026-07-01,76.29,76.28,86.53,75.95,50.97,73.22,Watch,0
ENG-00041,2026-08-01,68.98,85.72,90.51,75.94,59.97,75.88,Watch,0
ENG-00042,2024-01-01,82.12,88.74,97.18,77.49,65.04,82.35,Healthy,0
ENG-00042,2024-02-01,68.48,79.86,87.3,74.72,62.82,74.32,Watch,1
ENG-00042,2024-03-01,68.61,67.47,62.52,65.41,37.1,60.38,Watch,1
ENG-00042,2024-04-01,61.69,62.33,71.38,74.44,30.99,59.53,Critical,1
ENG-00043,2025-11-01,73.99,84.06,81.43,76.12,59.66,74.95,Watch,0
ENG-00043,2025-12-01,78.72,82.47,90.17,72.68,75.31,80.17,Healthy,0
ENG-00043,2026-01-01,74.4,85.49,99.25,73.46,57.89,78.15,Watch,0
ENG-00043,2026-02-01,80.94,87.2,92.0,78.85,62.07,80.31,Healthy,0
ENG-00043,2026-03-01,79.85,80.94,86.74,78.54,65.04,78.29,Watch,0
ENG-00043,2026-04-01,78.2,80.89,70.91,76.97,60.69,73.59,Watch,0
ENG-00043,2026-05-01,78.05,84.1,88.64,71.73,65.86,77.99,Watch,0
ENG-00043,2026-06-01,76.52,80.54,70.19,73.97,55.79,71.53,Watch,0
ENG-00044,2025-08-01,65.61,68.21,74.92,73.8,46.47,65.39,Watch,0
ENG-00044,2025-09-01,66.7,72.04,90.36,68.91,53.45,70.18,Watch,0
ENG-00044,2025-10-01,71.0,77.42,80.96,65.95,49.8,69.28,Watch,0
ENG-00044,2025-11-01,72.36,73.88,79.82,68.35,41.69,67.42,Watch,0
ENG-00044,2025-12-01,75.57,66.28,76.33,76.44,45.17,67.91,Watch,0
ENG-00044,2026-01-01,77.2,72.52,69.86,63.54,50.66,67.44,Watch,0
ENG-00044,2026-02-01,75.05,67.03,86.65,71.12,38.73,67.91,Watch,0
ENG-00044,2026-03-01,74.85,78.11,87.38,72.91,43.17,71.38,Watch,0
ENG-00044,2026-04-01,72.14,68.8,82.67,70.8,45.88,68.12,Watch,0
ENG-00045,2025-10-01,80.48,85.88,68.05,71.77,52.64,72.2,Watch,0
ENG-00045,2025-11-01,84.23,80.12,71.17,68.96,56.11,72.88,Watch,0
ENG-00045,2025-12-01,79.79,73.46,65.08,76.79,62.9,71.75,Watch,0
ENG-00045,2026-01-01,78.74,76.9,85.09,67.46,63.37,74.88,Watch,0
ENG-00045,2026-02-01,78.45,79.42,85.26,77.46,63.62,76.89,Watch,0
ENG-00045,2026-03-01,75.97,77.06,92.22,72.98,59.24,75.64,Watch,0
ENG-00045,2026-04-01,80.62,82.28,96.04,68.13,59.16,77.87,Watch,0
ENG-00045,2026-05-01,80.31,85.24,96.41,75.28,69.25,81.55,Healthy,0
ENG-00045,2026-06-01,76.71,70.68,88.83,69.84,57.3,73.02,Watch,0
ENG-00045,2026-07-01,76.26,80.72,97.09,73.7,63.58,78.4,Watch,0
ENG-00045,2026-08-01,78.23,86.23,100.0,81.72,64.96,82.05,Healthy,0
ENG-00046,2026-08-01,66.96,71.06,64.74,70.76,55.26,65.57,Watch,0
ENG-00046,2026-09-01,68.68,71.7,82.2,72.07,42.05,67.17,Watch,1
ENG-00046,2026-10-01,65.11,57.0,72.96,70.47,29.54,58.75,Critical,1
ENG-00046,2026-11-01,59.02,39.48,57.75,67.06,32.68,50.8,Critical,1
ENG-00047,2025-05-01,70.71,73.71,83.02,67.53,45.77,68.3,Watch,0
ENG-00047,2025-06-01,75.7,72.21,63.0,73.69,41.2,65.26,Watch,0
ENG-00047,2025-07-01,70.92,78.66,84.77,74.48,60.48,73.68,Watch,0
ENG-00047,2025-08-01,74.02,85.12,69.58,70.51,44.27,68.88,Watch,0
ENG-00047,2025-09-01,77.64,73.81,85.75,73.83,51.72,72.74,Watch,0
ENG-00047,2025-10-01,71.81,78.69,84.64,73.53,46.37,70.92,Watch,0
ENG-00047,2025-11-01,70.4,73.59,60.11,58.45,53.82,63.87,Watch,0
ENG-00047,2025-12-01,69.08,72.86,75.09,74.53,48.43,67.73,Watch,1
ENG-00047,2026-01-01,62.72,57.7,32.35,73.95,39.59,52.7,Critical,1
ENG-00047,2026-02-01,61.23,61.09,49.16,70.86,33.29,54.65,Critical,1
ENG-00047,2026-03-01,65.08,52.28,50.78,70.89,24.63,52.44,Critical,1
ENG-00048,2024-12-01,74.42,82.87,100.0,75.03,73.81,81.2,Healthy,0
ENG-00048,2025-01-01,76.07,81.12,90.93,64.24,71.3,77.33,Watch,0
ENG-00048,2025-02-01,80.28,84.17,80.61,69.72,60.6,75.61,Watch,0
ENG-00048,2025-03-01,77.58,82.28,76.87,71.79,68.66,75.72,Watch,0
ENG-00048,2025-04-01,78.43,84.58,96.66,72.14,60.7,78.82,Watch,0
ENG-00048,2025-05-01,78.0,78.41,88.79,76.56,58.42,76.11,Watch,0
ENG-00048,2025-06-01,83.02,88.31,100.0,72.82,67.08,82.75,Healthy,0
ENG-00048,2025-07-01,79.1,91.56,95.6,70.77,59.8,79.78,Watch,0
ENG-00048,2025-08-01,76.72,89.77,76.98,68.32,55.36,73.85,Watch,0
ENG-00048,2025-09-01,79.74,90.53,79.05,73.84,62.45,77.42,Watch,0
ENG-00048,2025-10-01,83.9,82.84,93.99,72.32,66.65,80.52,Healthy,0
ENG-00049,2024-03-01,76.86,89.07,96.84,78.97,76.1,83.46,Healthy,0
ENG-00049,2024-04-01,86.99,86.39,100.0,76.11,60.95,82.63,Healthy,0
ENG-00049,2024-05-01,83.92,87.8,97.87,71.0,80.51,84.87,Healthy,0
ENG-00049,2024-06-01,78.11,87.92,100.0,70.6,64.16,80.54,Healthy,0
ENG-00049,2024-07-01,86.19,87.99,94.49,80.88,60.07,82.19,Healthy,0
ENG-00049,2024-08-01,79.97,91.45,90.34,79.83,61.43,80.61,Healthy,0
ENG-00049,2024-09-01,83.59,94.95,98.57,79.96,66.51,84.89,Healthy,0
ENG-00049,2024-10-01,84.87,93.37,94.66,82.88,69.31,85.12,Healthy,0
ENG-00049,2024-11-01,80.7,92.29,85.33,78.57,58.69,79.22,Watch,0
ENG-00049,2024-12-01,81.87,85.66,93.64,75.43,73.85,82.41,Healthy,0
ENG-00049,2025-01-01,79.19,88.44,96.24,80.97,67.34,82.35,Healthy,0
ENG-00049,2025-02-01,85.4,87.0,86.17,80.4,64.23,80.89,Healthy,0
ENG-00050,2025-09-01,85.99,88.26,67.18,80.99,74.73,79.68,Watch,0
ENG-00050,2025-10-01,78.83,77.47,87.49,75.47,56.43,75.31,Watch,0
ENG-00050,2025-11-01,80.02,90.19,89.54,70.04,49.37,76.33,Watch,0
ENG-00050,2025-12-01,79.41,72.45,96.81,68.47,58.8,75.74,Watch,1
ENG-00050,2026-01-01,72.02,67.74,64.27,71.03,44.25,63.91,Watch,1
ENG-00050,2026-02-01,60.7,68.17,65.9,65.97,27.95,57.47,Critical,1
ENG-00051,2024-08-01,83.35,92.1,100.0,72.63,69.15,83.98,Healthy,0
ENG-00051,2024-09-01,78.6,87.35,92.52,75.39,64.17,79.77,Watch,0
ENG-00051,2024-10-01,79.54,84.03,58.82,77.91,66.35,73.41,Watch,0
ENG-00051,2024-11-01,82.12,78.73,90.44,74.89,54.89,76.58,Watch,0
ENG-00051,2024-12-01,85.28,88.67,82.54,72.0,74.14,81.19,Healthy,0
ENG-00051,2025-01-01,83.64,90.23,83.55,76.56,68.46,80.84,Healthy,0
ENG-00051,2025-02-01,81.34,81.05,97.87,73.58,66.2,80.4,Healthy,0
ENG-00051,2025-03-01,72.58,82.81,81.0,77.86,70.88,76.76,Watch,0
ENG-00051,2025-04-01,85.98,92.93,71.81,71.26,73.39,79.81,Watch,0
ENG-00051,2025-05-01,78.55,89.51,77.97,79.62,57.58,76.59,Watch,0
ENG-00051,2025-06-01,84.09,97.03,95.15,82.24,58.84,83.56,Healthy,0
ENG-00052,2024-05-01,62.93,53.98,38.91,58.43,39.17,50.91,Critical,0
ENG-00052,2024-06-01,65.85,56.84,76.27,64.75,38.25,60.45,Watch,0
ENG-00052,2024-07-01,61.86,55.82,34.55,73.38,43.03,53.15,Critical,0
ENG-00052,2024-08-01,59.48,55.25,51.1,61.9,39.27,53.28,Critical,0
ENG-00052,2024-09-01,66.83,54.05,64.07,65.96,37.98,57.82,Critical,0
ENG-00052,2024-10-01,67.26,60.69,73.63,58.5,35.63,59.58,Critical,0
ENG-00052,2024-11-01,70.81,63.7,60.84,60.43,33.06,58.29,Critical,0
ENG-00052,2024-12-01,65.43,54.53,73.8,66.3,46.65,61.3,Watch,0
ENG-00052,2025-01-01,60.06,66.61,81.29,68.31,39.35,62.71,Watch,0
ENG-00053,2025-10-01,79.94,93.33,98.03,79.44,61.25,82.42,Healthy,0
ENG-00053,2025-11-01,85.19,89.81,96.45,71.79,77.34,84.79,Healthy,0
ENG-00053,2025-12-01,82.49,88.98,98.88,76.53,65.11,82.69,Healthy,0
ENG-00053,2026-01-01,82.43,81.91,99.16,83.32,66.41,82.6,Healthy,0
ENG-00053,2026-02-01,79.3,85.42,100.0,74.78,65.83,81.29,Healthy,0
ENG-00053,2026-03-01,76.11,86.56,93.0,75.79,65.85,79.48,Watch,0
ENG-00053,2026-04-01,82.19,96.02,85.83,73.91,57.75,79.55,Watch,0
ENG-00053,2026-05-01,79.68,82.97,99.44,79.47,57.07,79.74,Watch,0
ENG-00053,2026-06-01,78.67,84.63,79.47,74.73,60.91,75.88,Watch,0
ENG-00053,2026-07-01,81.46,84.63,98.48,67.85,65.68,80.3,Healthy,0
ENG-00054,2025-05-01,69.38,64.31,63.78,73.42,34.78,60.93,Watch,0
ENG-00054,2025-06-01,71.93,65.64,95.88,75.01,42.64,70.07,Watch,0
ENG-00054,2025-07-01,63.62,68.02,77.36,70.83,41.76,63.96,Watch,0
ENG-00054,2025-08-01,75.07,76.05,69.44,68.42,49.93,68.11,Watch,0
ENG-00054,2025-09-01,68.18,69.73,88.53,67.82,46.38,68.15,Watch,0
ENG-00054,2025-10-01,70.51,77.09,92.16,77.73,41.83,71.5,Watch,0
ENG-00054,2025-11-01,72.41,75.55,75.5,69.59,40.51,66.85,Watch,0
ENG-00054,2025-12-01,74.0,69.17,56.81,74.15,49.47,64.71,Watch,0
ENG-00054,2026-01-01,71.81,75.08,65.94,66.68,53.25,66.81,Watch,0
ENG-00054,2026-02-01,73.57,71.27,77.1,71.25,53.43,69.44,Watch,0
ENG-00054,2026-03-01,73.46,74.47,88.28,73.34,56.27,73.17,Watch,0
ENG-00055,2024-02-01,80.78,81.54,88.92,71.86,54.42,75.95,Watch,0
ENG-00055,2024-03-01,81.62,85.32,93.26,74.85,64.75,80.3,Healthy,0
ENG-00055,2024-04-01,80.15,76.62,92.98,68.41,61.84,76.59,Watch,0
ENG-00055,2024-05-01,83.75,82.93,94.92,65.84,63.59,79.1,Watch,0
ENG-00055,2024-06-01,79.04,87.59,66.47,79.03,62.42,74.91,Watch,0
ENG-00055,2024-07-01,79.06,78.02,91.13,69.22,60.26,76.03,Watch,0
ENG-00055,2024-08-01,73.8,84.16,93.38,72.47,57.25,76.28,Watch,0
ENG-00056,2024-05-01,78.95,84.27,95.33,78.85,68.05,81.09,Healthy,0
ENG-00056,2024-06-01,78.73,81.97,93.98,80.94,53.07,77.63,Watch,0
ENG-00056,2024-07-01,81.4,85.54,96.84,68.16,54.07,77.86,Watch,0
ENG-00056,2024-08-01,79.72,73.4,90.66,76.34,48.79,73.95,Watch,0
ENG-00056,2024-09-01,79.31,77.46,95.95,80.44,63.36,79.25,Watch,0
ENG-00056,2024-10-01,78.7,80.75,90.82,74.45,63.16,77.79,Watch,0
ENG-00056,2024-11-01,76.77,81.47,68.08,83.41,52.04,72.02,Watch,0
ENG-00056,2024-12-01,77.45,82.23,91.03,56.79,60.58,74.65,Watch,0
ENG-00056,2025-01-01,81.35,77.59,74.76,68.55,59.28,72.95,Watch,0
ENG-00056,2025-02-01,76.74,83.04,88.51,75.78,56.12,76.09,Watch,0
ENG-00056,2025-03-01,80.52,80.96,93.24,72.29,59.1,77.63,Watch,0
ENG-00056,2025-04-01,79.47,77.91,98.52,78.04,58.66,78.59,Watch,0
ENG-00057,2024-06-01,67.34,77.24,96.04,74.14,60.77,74.77,Watch,0
ENG-00057,2024-07-01,72.37,76.46,92.2,68.69,54.99,73.13,Watch,0
ENG-00057,2024-08-01,75.62,83.68,91.31,67.41,57.01,75.42,Watch,0
ENG-00057,2024-09-01,78.62,77.12,91.49,70.67,64.2,76.82,Watch,0
ENG-00057,2024-10-01,81.38,79.42,100.0,75.52,55.37,78.63,Watch,0
ENG-00057,2024-11-01,78.02,74.62,75.57,75.04,56.62,72.12,Watch,0
ENG-00057,2024-12-01,78.88,81.25,81.11,67.18,52.99,72.87,Watch,0
ENG-00057,2025-01-01,70.2,72.39,91.65,70.25,63.04,73.5,Watch,0
ENG-00057,2025-02-01,81.86,80.03,68.74,80.83,59.68,74.28,Watch,0
ENG-00057,2025-03-01,76.01,83.85,86.35,65.45,47.85,72.43,Watch,0
ENG-00057,2025-04-01,78.94,80.81,94.93,76.02,68.24,79.93,Watch,0
ENG-00057,2025-05-01,82.51,84.39,81.45,80.85,65.84,79.09,Watch,0
ENG-00057,2025-06-01,77.14,79.1,75.99,70.25,57.17,72.28,Watch,0
ENG-00058,2025-08-01,73.83,80.88,70.51,77.28,48.22,69.97,Watch,0
ENG-00058,2025-09-01,72.15,80.55,86.33,76.48,46.27,72.14,Watch,0
ENG-00058,2025-10-01,76.91,70.27,85.24,80.0,60.95,74.52,Watch,0
ENG-00058,2025-11-01,73.7,83.71,87.27,81.46,60.9,77.02,Watch,0
ENG-00058,2025-12-01,80.21,77.81,100.0,81.12,46.82,77.15,Watch,0
ENG-00058,2026-01-01,73.0,77.99,94.29,73.44,51.94,74.11,Watch,0
ENG-00058,2026-02-01,82.92,77.5,92.94,67.59,62.26,77.41,Watch,0
ENG-00058,2026-03-01,76.91,76.32,51.19,66.63,61.34,66.99,Watch,0
ENG-00058,2026-04-01,71.24,82.85,91.92,76.32,64.27,77.07,Watch,0
ENG-00058,2026-05-01,73.71,81.95,78.42,75.3,50.84,71.97,Watch,0
ENG-00058,2026-06-01,80.03,73.97,94.74,81.8,64.14,78.85,Watch,0
ENG-00058,2026-07-01,69.09,79.32,75.49,69.36,68.28,72.29,Watch,0
ENG-00058,2026-08-01,80.18,74.16,72.23,65.34,45.32,68.19,Watch,0
ENG-00059,2024-09-01,65.69,74.24,72.51,59.83,41.04,62.96,Watch,0
ENG-00059,2024-10-01,70.58,72.99,75.23,64.97,38.26,64.69,Watch,0
ENG-00059,2024-11-01,72.41,61.5,96.33,70.53,45.69,69.39,Watch,0
ENG-00059,2024-12-01,78.41,70.21,74.49,61.66,54.63,68.72,Watch,0
ENG-00059,2025-01-01,68.52,68.76,80.43,72.21,46.64,67.13,Watch,0
ENG-00059,2025-02-01,71.63,65.79,69.28,70.47,60.19,67.53,Watch,0
ENG-00059,2025-03-01,74.47,64.92,83.97,76.45,39.06,67.67,Watch,0
ENG-00059,2025-04-01,81.22,70.77,78.46,68.72,40.56,68.57,Watch,0
ENG-00060,2025-04-01,78.51,67.06,78.27,70.21,53.05,69.84,Watch,0
ENG-00060,2025-05-01,74.98,76.48,53.89,74.8,52.12,66.46,Watch,0
ENG-00060,2025-06-01,76.4,81.87,93.41,66.23,53.94,74.88,Watch,0
ENG-00060,2025-07-01,73.35,78.15,96.31,75.62,47.26,74.02,Watch,0
ENG-00060,2025-08-01,77.27,76.25,67.41,66.43,36.24,65.26,Watch,0
ENG-00060,2025-09-01,77.22,73.29,73.34,72.85,58.92,71.34,Watch,0
ENG-00060,2025-10-01,77.72,73.28,83.84,72.48,49.24,71.57,Watch,0
ENG-00060,2025-11-01,79.11,79.69,87.15,73.38,56.73,75.5,Watch,0
ENG-00060,2025-12-01,77.12,78.06,85.0,69.84,62.87,74.94,Watch,0
ENG-00060,2026-01-01,77.08,73.7,93.34,77.56,48.78,74.07,Watch,0
ENG-00060,2026-02-01,76.29,76.91,63.83,77.97,45.07,67.93,Watch,0
ENG-00060,2026-03-01,77.33,74.61,87.54,70.19,43.22,70.94,Watch,0
ENG-00061,2025-10-01,70.61,83.73,90.62,79.92,71.46,78.8,Watch,0
ENG-00061,2025-11-01,74.57,76.49,85.87,68.64,54.74,72.36,Watch,0
ENG-00061,2025-12-01,69.97,72.49,78.8,59.83,50.85,66.9,Watch,1
ENG-00061,2026-01-01,64.07,65.84,92.85,68.41,37.0,65.42,Watch,1
ENG-00061,2026-02-01,65.49,53.75,50.18,61.54,24.25,51.24,Critical,1
ENG-00062,2024-01-01,86.99,88.43,93.71,75.91,60.66,81.69,Healthy,0
ENG-00062,2024-02-01,83.35,85.06,88.77,73.35,69.52,80.51,Healthy,0
ENG-00062,2024-03-01,83.51,93.43,100.0,76.23,62.7,83.54,Healthy,0
ENG-00062,2024-04-01,83.05,87.63,99.03,72.8,62.28,81.47,Healthy,0
ENG-00062,2024-05-01,81.74,91.86,100.0,67.45,59.96,80.92,Healthy,0
ENG-00062,2024-06-01,77.64,89.99,96.39,77.61,65.67,81.46,Healthy,0
ENG-00062,2024-07-01,82.31,90.62,99.34,75.79,64.58,82.85,Healthy,0
ENG-00062,2024-08-01,81.7,95.8,92.71,77.59,62.42,82.25,Healthy,0
ENG-00062,2024-09-01,82.06,88.06,100.0,73.56,56.22,80.4,Healthy,0
ENG-00062,2024-10-01,86.08,88.76,99.43,81.27,71.06,85.56,Healthy,0
ENG-00062,2024-11-01,86.51,91.72,94.23,81.39,73.03,85.63,Healthy,0
ENG-00062,2024-12-01,92.33,83.45,81.33,77.57,84.18,84.51,Healthy,0
ENG-00062,2025-01-01,86.61,87.51,84.94,67.89,67.44,79.81,Watch,0
ENG-00063,2025-11-01,68.38,70.4,92.86,66.01,44.29,68.51,Watch,0
ENG-00063,2025-12-01,65.95,70.14,79.11,67.83,50.25,66.56,Watch,0
ENG-00063,2026-01-01,64.96,72.54,59.2,66.96,39.3,60.49,Watch,0
ENG-00063,2026-02-01,73.21,69.96,78.56,68.02,53.98,69.01,Watch,0
ENG-00063,2026-03-01,64.4,74.58,67.53,65.99,34.24,61.27,Watch,0
ENG-00063,2026-04-01,68.1,61.97,84.46,73.63,42.51,65.86,Watch,0
ENG-00063,2026-05-01,70.63,63.32,87.83,63.88,48.42,67.16,Watch,0
ENG-00063,2026-06-01,68.1,74.5,53.53,59.61,39.47,59.47,Critical,0
ENG-00063,2026-07-01,67.96,66.33,75.01,71.25,37.61,63.47,Watch,0
ENG-00063,2026-08-01,69.16,67.4,74.95,67.83,46.68,65.27,Watch,0
ENG-00064,2024-08-01,82.15,77.38,92.6,72.49,49.75,75.36,Watch,0
ENG-00064,2024-09-01,73.19,78.23,72.61,70.18,51.13,69.22,Watch,0
ENG-00064,2024-10-01,66.33,76.4,88.34,72.56,46.17,69.65,Watch,0
ENG-00064,2024-11-01,77.71,68.1,83.12,77.33,57.8,72.83,Watch,0
ENG-00064,2024-12-01,71.46,71.72,65.06,75.44,54.45,67.43,Watch,0
ENG-00064,2025-01-01,72.59,78.0,83.37,72.18,63.48,73.95,Watch,0
ENG-00064,2025-02-01,77.0,79.52,82.48,76.27,60.67,75.22,Watch,0
ENG-00064,2025-03-01,74.14,77.52,63.87,74.14,49.94,67.92,Watch,0
ENG-00064,2025-04-01,68.56,68.2,74.26,55.84,44.28,62.86,Watch,1
ENG-00064,2025-05-01,65.14,63.49,62.53,65.3,31.04,57.49,Critical,1
ENG-00064,2025-06-01,63.49,59.57,69.44,71.07,24.04,57.14,Critical,1
ENG-00065,2024-06-01,77.34,87.45,85.3,69.36,52.0,74.69,Watch,0
ENG-00065,2024-07-01,82.17,78.2,71.51,74.56,62.38,74.15,Watch,0
ENG-00065,2024-08-01,73.33,82.5,73.76,80.24,66.0,74.82,Watch,0
ENG-00065,2024-09-01,79.69,90.62,100.0,78.0,62.12,82.17,Healthy,0
ENG-00065,2024-10-01,77.67,82.44,99.58,68.87,61.05,78.36,Watch,0
ENG-00065,2024-11-01,80.11,89.19,90.91,79.11,59.18,79.75,Watch,0
ENG-00065,2024-12-01,87.44,80.5,88.42,75.28,61.64,79.26,Watch,0
ENG-00065,2025-01-01,85.79,88.4,97.73,65.68,67.89,82.1,Healthy,0
ENG-00065,2025-02-01,79.18,90.01,84.03,68.95,72.72,79.49,Watch,0
ENG-00065,2025-03-01,70.17,83.19,79.88,69.01,60.8,72.67,Watch,0
ENG-00065,2025-04-01,83.85,82.11,81.47,76.33,55.72,76.27,Watch,0
ENG-00066,2024-06-01,70.88,69.67,67.85,73.7,40.23,64.32,Watch,0
ENG-00066,2024-07-01,65.8,67.98,63.17,62.26,42.63,60.54,Watch,0
ENG-00066,2024-08-01,71.29,70.98,71.36,64.82,42.99,64.61,Watch,0
ENG-00066,2024-09-01,64.95,67.13,90.72,68.15,49.66,67.96,Watch,0
ENG-00066,2024-10-01,66.54,65.15,73.26,68.41,42.04,62.99,Watch,0
ENG-00066,2024-11-01,67.41,61.65,72.32,67.7,39.13,61.63,Watch,0
ENG-00066,2024-12-01,68.85,61.73,66.43,59.53,41.96,60.16,Watch,0
ENG-00067,2024-02-01,89.11,88.67,97.65,78.68,57.33,82.81,Healthy,0
ENG-00067,2024-03-01,82.86,89.31,98.69,79.5,78.97,86.03,Healthy,0
ENG-00067,2024-04-01,83.92,92.94,93.31,69.36,67.35,82.1,Healthy,0
ENG-00067,2024-05-01,81.18,90.08,90.05,71.86,58.32,78.76,Watch,0
ENG-00067,2024-06-01,80.7,91.81,86.17,75.12,76.36,82.31,Healthy,0
ENG-00067,2024-07-01,79.88,86.84,87.98,75.21,68.4,79.9,Watch,0
ENG-00067,2024-08-01,74.44,81.57,84.58,72.06,65.69,75.79,Watch,1
ENG-00067,2024-09-01,77.97,64.8,56.43,84.83,48.98,66.26,Watch,1
ENG-00067,2024-10-01,71.42,70.37,67.3,69.37,54.89,66.77,Watch,1
ENG-00068,2026-08-01,80.12,85.52,72.95,65.49,57.91,73.13,Watch,0
ENG-00069,2026-05-01,69.55,79.35,69.07,74.65,58.57,69.98,Watch,0
ENG-00069,2026-06-01,71.43,75.79,86.0,72.7,51.17,71.36,Watch,0
ENG-00069,2026-07-01,77.02,78.18,76.5,83.29,50.3,72.74,Watch,0
ENG-00069,2026-08-01,75.88,82.22,61.46,83.65,52.99,70.85,Watch,0
ENG-00070,2026-04-01,81.23,80.8,91.23,80.37,64.27,79.62,Watch,0
ENG-00070,2026-05-01,83.91,81.09,90.9,85.08,76.27,83.39,Healthy,0
ENG-00070,2026-06-01,87.48,87.08,92.66,82.84,64.99,83.24,Healthy,0
ENG-00070,2026-07-01,79.11,88.11,95.63,73.66,81.98,83.97,Healthy,0
ENG-00070,2026-08-01,74.2,84.63,97.43,68.19,59.71,77.13,Watch,0
ENG-00071,2025-07-01,77.93,86.37,76.15,77.65,61.7,75.97,Watch,0
ENG-00071,2025-08-01,75.94,82.38,87.43,79.37,66.1,78.07,Watch,0
ENG-00071,2025-09-01,83.58,77.37,72.65,77.86,59.06,74.39,Watch,0
ENG-00071,2025-10-01,72.15,70.18,60.13,67.25,47.58,63.7,Watch,1
ENG-00071,2025-11-01,67.41,63.27,70.75,66.69,36.66,60.99,Watch,1
ENG-00071,2025-12-01,64.66,52.82,68.7,72.36,36.7,58.66,Critical,1
ENG-00072,2024-04-01,71.98,64.51,96.89,65.58,42.12,68.54,Watch,0
ENG-00072,2024-05-01,68.32,68.47,65.24,69.79,32.9,60.87,Watch,0
ENG-00072,2024-06-01,66.03,67.11,78.09,69.92,36.69,63.37,Watch,0
ENG-00072,2024-07-01,72.48,68.68,82.46,75.91,47.75,69.29,Watch,0
ENG-00072,2024-08-01,69.27,72.58,92.06,69.57,36.67,68.02,Watch,0
ENG-00072,2024-09-01,71.47,69.72,83.06,74.07,40.72,67.68,Watch,0
ENG-00072,2024-10-01,71.2,67.42,63.48,67.12,49.34,63.92,Watch,0
ENG-00072,2024-11-01,74.41,75.92,73.49,75.48,43.82,68.57,Watch,0
ENG-00072,2024-12-01,70.73,74.22,66.42,68.4,49.56,65.98,Watch,0
ENG-00072,2025-01-01,69.18,64.84,86.72,73.75,54.07,69.48,Watch,0
ENG-00072,2025-02-01,68.91,67.95,93.99,69.73,42.92,68.66,Watch,0
ENG-00072,2025-03-01,71.04,72.65,67.52,68.89,52.15,66.56,Watch,0
ENG-00073,2025-05-01,76.92,73.21,55.07,71.38,48.64,65.32,Watch,0
ENG-00073,2025-06-01,71.75,67.93,92.71,69.15,51.63,70.76,Watch,0
ENG-00073,2025-07-01,71.8,71.95,75.7,80.77,53.36,70.27,Watch,0
ENG-00073,2025-08-01,72.04,70.0,95.96,75.56,54.88,73.51,Watch,0
ENG-00073,2025-09-01,80.77,83.19,87.41,64.23,53.83,74.71,Watch,0
ENG-00073,2025-10-01,76.37,72.92,72.95,74.77,55.76,70.63,Watch,0
ENG-00073,2025-11-01,70.05,74.21,93.44,73.22,59.8,73.99,Watch,0
ENG-00073,2025-12-01,78.57,75.43,89.39,70.91,39.72,71.19,Watch,0
ENG-00073,2026-01-01,71.27,72.0,94.93,75.69,61.04,74.76,Watch,0
ENG-00073,2026-02-01,69.08,73.51,92.73,67.83,51.25,70.94,Watch,0
ENG-00074,2026-03-01,83.45,92.06,79.75,73.84,73.16,80.93,Healthy,0
ENG-00074,2026-04-01,81.58,85.75,89.57,81.78,67.51,81.23,Healthy,0
ENG-00074,2026-05-01,79.41,89.51,88.56,75.06,59.68,78.66,Watch,0
ENG-00074,2026-06-01,79.07,86.19,88.81,74.35,66.67,79.26,Watch,0
