engagement_id,review_date,technical_score,delivery_score,communication_score,overall_score
ENG-00056,2024-06-01,77.32,82.51,78.7,83.68
ENG-00056,2024-07-01,81.52,76.56,78.63,86.71
ENG-00056,2024-08-01,79.84,87.91,87.84,80.24
ENG-00056,2024-09-01,82.13,68.09,78.22,82.82
ENG-00056,2024-10-01,79.3,76.48,83.34,82.45
ENG-00056,2024-11-01,72.97,83.71,74.66,76.24
ENG-00056,2024-12-01,77.53,81.85,86.12,82.52
ENG-00056,2025-01-01,82.07,85.63,79.46,78.39
ENG-00056,2025-02-01,80.27,83.8,75.05,81.89
ENG-00056,2025-03-01,86.4,79.87,76.17,83.85
ENG-00056,2025-04-01,80.64,80.41,84.21,83.69
ENG-00057,2024-06-01,72.93,67.21,80.9,77.98
ENG-00057,2024-07-01,70.58,75.63,76.58,78.76
ENG-00057,2024-08-01,80.43,72.6,74.63,82.36
ENG-00057,2024-09-01,75.66,84.8,78.53,81.31
ENG-00057,2024-10-01,85.21,84.89,89.01,85.35
ENG-00057,2024-11-01,74.54,78.77,86.79,76.21
ENG-00057,2024-12-01,70.32,84.32,81.31,80.27
ENG-00057,2025-01-01,70.43,74.68,71.08,76.33
ENG-00057,2025-02-01,83.6,78.52,81.27,77.94
ENG-00057,2025-03-01,71.41,76.71,76.27,81.34
ENG-00057,2025-04-01,85.68,72.12,80.84,83.59
ENG-00057,2025-05-01,84.33,78.36,89.51,82.9
ENG-00057,2025-06-01,78.55,75.57,75.96,77.54
ENG-00058,2025-08-01,73.35,64.81,80.63,75.46
ENG-00058,2025-09-01,69.85,75.36,77.88,78.64
ENG-00058,2025-10-01,72.16,71.89,88.77,76.67
ENG-00058,2025-11-01,69.12,83.14,75.76,80.6
ENG-00058,2025-12-01,82.41,79.6,74.41,84.32
ENG-00058,2026-01-01,74.98,81.98,72.59,80.07
ENG-00058,2026-02-01,85.26,88.47,89.82,83.53
ENG-00058,2026-03-01,77.67,75.51,69.2,70.27
ENG-00058,2026-04-01,70.61,74.09,76.79,80.48
ENG-00058,2026-05-01,73.7,68.1,72.41,77.77
ENG-00058,2026-06-01,73.47,86.79,89.6,81.59
ENG-00058,2026-07-01,67.62,63.0,78.51,74.27
ENG-00058,2026-08-01,84.34,75.28,72.82,76.09
ENG-00059,2024-09-01,67.54,63.46,53.13,70.39
ENG-00059,2024-10-01,59.71,66.74,75.36,72.59
ENG-00059,2024-11-01,67.94,72.92,65.82,74.57
ENG-00059,2024-12-01,76.92,80.08,86.74,74.56
ENG-00059,2025-01-01,77.05,69.11,73.6,71.58
ENG-00059,2025-02-01,76.34,71.45,82.49,69.0
ENG-00059,2025-03-01,72.42,73.36,71.35,73.5
ENG-00059,2025-04-01,83.03,77.3,89.25,76.87
ENG-00060,2025-04-01,76.43,72.85,75.71,74.44
ENG-00060,2025-05-01,72.62,60.06,67.55,70.23
ENG-00060,2025-06-01,74.61,76.16,84.46,82.57
ENG-00060,2025-07-01,74.05,72.76,75.52,80.77
ENG-00060,2025-08-01,73.99,75.26,64.66,74.45
ENG-00060,2025-09-01,81.03,74.48,74.93,74.87
ENG-00060,2025-10-01,79.8,80.94,68.6,77.69
ENG-00060,2025-11-01,79.49,77.41,75.04,81.32
ENG-00060,2025-12-01,81.55,80.88,78.23,79.42
ENG-00060,2026-01-01,76.52,77.3,74.3,79.96
ENG-00060,2026-02-01,80.49,79.34,71.44,73.39
ENG-00060,2026-03-01,72.12,75.78,66.65,78.93
ENG-00061,2025-10-01,78.98,62.69,81.34,80.2
ENG-00061,2025-11-01,71.49,66.9,71.43,78.07
ENG-00061,2025-12-01,73.24,70.36,69.32,73.06
ENG-00061,2026-01-01,63.14,63.28,67.96,71.88
ENG-00061,2026-02-01,68.72,51.03,56.73,57.55
ENG-00062,2024-01-01,89.1,78.11,96.19,89.18
ENG-00062,2024-02-01,76.62,73.57,81.65,85.3
ENG-00062,2024-03-01,83.24,80.36,86.26,91.1
ENG-00062,2024-04-01,82.09,86.72,86.44,88.65
ENG-00062,2024-05-01,90.42,90.13,87.27,89.85
ENG-00062,2024-06-01,81.12,67.96,81.15,86.65
ENG-00062,2024-07-01,81.7,78.47,85.26,89.48
ENG-00062,2024-08-01,79.95,79.29,77.95,89.39
ENG-00062,2024-09-01,85.1,88.74,79.89,88.65
ENG-00062,2024-10-01,83.37,85.21,100.0,90.36
ENG-00062,2024-11-01,83.74,87.64,90.78,90.27
ENG-00062,2024-12-01,88.48,86.31,99.08,86.47
ENG-00062,2025-01-01,92.69,77.37,84.91,86.51
ENG-00063,2025-11-01,63.19,63.21,62.39,75.21
ENG-00063,2025-12-01,66.81,63.85,58.83,70.71
ENG-00063,2026-01-01,66.8,58.72,73.22,66.17
ENG-00063,2026-02-01,74.83,72.12,74.64,73.41
ENG-00063,2026-03-01,60.25,62.05,66.92,68.75
ENG-00063,2026-04-01,65.66,65.49,67.25,70.04
ENG-00063,2026-05-01,63.31,70.37,61.89,72.37
ENG-00063,2026-06-01,63.22,71.63,65.95,66.7
ENG-00063,2026-07-01,66.79,62.48,51.33,69.15
ENG-00063,2026-08-01,71.72,65.61,73.25,70.0
ENG-00064,2024-08-01,86.1,87.29,73.87,83.1
ENG-00064,2024-09-01,75.54,64.98,72.71,74.81
ENG-00064,2024-10-01,57.96,58.67,68.74,75.36
ENG-00064,2024-11-01,80.28,83.82,77.43,75.7
ENG-00064,2024-12-01,71.23,67.74,74.9,69.95
ENG-00064,2025-01-01,70.82,68.63,66.75,77.18
ENG-00064,2025-02-01,83.28,73.75,72.5,79.25
ENG-00064,2025-03-01,68.6,70.08,71.36,72.76
ENG-00064,2025-04-01,76.04,69.02,75.84,69.86
ENG-00064,2025-05-01,67.25,61.19,59.54,63.91
ENG-00064,2025-06-01,69.96,69.19,61.99,63.6
ENG-00065,2024-06-01,88.94,81.27,74.97,82.87
ENG-00065,2024-07-01,86.75,74.4,76.11,78.12
ENG-00065,2024-08-01,70.97,71.32,74.34,76.65
ENG-00065,2024-09-01,81.86,81.0,83.9,88.59
ENG-00065,2024-10-01,81.03,68.8,79.42,84.82
ENG-00065,2024-11-01,73.07,79.31,88.09,85.99
ENG-00065,2024-12-01,98.74,84.16,87.29,85.26
ENG-00065,2025-01-01,79.25,81.78,89.36,89.69
ENG-00065,2025-02-01,86.13,86.89,86.28,84.18
ENG-00065,2025-03-01,60.03,69.04,62.92,77.15
ENG-00065,2025-04-01,77.28,72.3,84.38,82.64
ENG-00066,2024-06-01,65.51,68.81,59.53,69.7
ENG-00066,2024-07-01,59.79,52.52,64.91,65.9
ENG-00066,2024-08-01,67.91,68.53,69.29,71.2
ENG-00066,2024-09-01,63.15,63.99,62.73,72.15
ENG-00066,2024-10-01,68.7,59.86,68.69,67.74
ENG-00066,2024-11-01,69.66,66.69,63.5,66.62
ENG-00066,2024-12-01,71.39,65.43,57.35,65.75
ENG-00067,2024-02-01,86.82,96.28,85.34,91.09
ENG-00067,2024-03-01,82.7,90.5,85.91,89.08
ENG-00067,2024-04-01,88.85,76.95,86.16,89.42
ENG-00067,2024-05-01,79.16,88.77,92.27,86.51
ENG-00067,2024-06-01,80.71,78.94,78.29,85.96
ENG-00067,2024-07-01,74.06,81.12,79.51,84.34
ENG-00067,2024-08-01,72.63,72.81,82.79,79.47
ENG-00067,2024-09-01,78.0,70.2,81.04,67.98
ENG-00067,2024-10-01,76.46,72.84,71.56,70.03
ENG-00068,2026-08-01,82.9,72.98,89.8,80.22
ENG-00069,2026-05-01,66.3,62.02,72.21,72.86
ENG-00069,2026-06-01,69.28,68.37,63.71,76.6
ENG-00069,2026-07-01,70.55,68.57,73.56,77.3
ENG-00069,2026-08-01,80.09,61.08,72.7,74.49
ENG-00070,2026-04-01,81.84,92.21,87.83,83.58
ENG-00070,2026-05-01,85.49,84.59,81.41,84.67
ENG-00070,2026-06-01,83.78,81.09,89.82,88.63
ENG-00070,2026-07-01,76.85,73.8,80.38,86.39
ENG-00070,2026-08-01,83.41,68.81,75.39,83.66
ENG-00071,2025-07-01,81.11,68.21,71.05,80.44
ENG-00071,2025-08-01,74.18,74.88,76.18,81.07
ENG-00071,2025-09-01,86.65,81.45,90.56,78.67
ENG-00071,2025-10-01,75.46,62.53,69.31,68.46
ENG-00071,2025-11-01,71.73,53.69,63.71,66.79
ENG-00071,2025-12-01,62.71,65.89,56.0,61.53
ENG-00072,2024-04-01,71.41,71.16,64.26,75.59
ENG-00072,2024-05-01,70.16,65.13,74.77,67.6
ENG-00072,2024-06-01,67.08,70.55,63.77,69.42
ENG-00072,2024-07-01,75.48,68.57,71.02,73.65
ENG-00072,2024-08-01,66.38,67.49,75.85,76.13
ENG-00072,2024-09-01,65.87,71.9,69.34,73.76
ENG-00072,2024-10-01,69.47,63.74,76.72,67.95
ENG-00072,2024-11-01,70.95,69.87,71.1,74.71
ENG-00072,2024-12-01,74.71,65.42,71.52,70.87
ENG-00072,2025-01-01,63.76,65.39,68.21,72.05
ENG-00072,2025-02-01,73.42,63.89,63.29,74.85
ENG-00072,2025-03-01,75.69,72.46,65.54,70.72
ENG-00073,2025-05-01,73.01,68.88,85.5,70.16
ENG-00073,2025-06-01,71.38,76.89,80.19,75.65
ENG-00073,2025-07-01,71.3,77.36,72.39,72.82
ENG-00073,2025-08-01,75.68,64.45,65.18,77.3
ENG-00073,2025-09-01,81.42,83.92,86.09,83.28
ENG-00073,2025-10-01,79.55,65.32,72.2,74.31
ENG-00073,2025-11-01,71.26,66.58,72.68,77.35
ENG-00073,2025-12-01,80.96,75.39,70.97,80.18
ENG-00073,2026-01-01,75.45,71.27,78.58,77.44
ENG-00073,2026-02-01,75.94,60.45,62.89,76.54
ENG-00074,2026-03-01,93.86,81.8,91.57,85.54
ENG-00074,2026-04-01,79.73,78.34,78.47,85.04
ENG-00074,2026-05-01,86.32,78.38,86.97,85.23
ENG-00074,2026-06-01,77.08,76.65,81.54,84.0
ENG-00074,2026-07-01,74.51,79.23,83.29,83.13
ENG-00074,2026-08-01,77.41,76.22,70.92,80.1
ENG-00075,2025-07-01,73.72,73.68,73.08,79.61
ENG-00075,2025-08-01,81.12,87.65,88.64,89.77
ENG-00075,2025-09-01,79.97,84.9,80.41,83.23
ENG-00075,2025-10-01,72.97,73.99,80.97,85.68
ENG-00075,2025-11-01,84.97,77.5,93.86,87.73
ENG-00075,2025-12-01,90.67,88.4,83.64,88.61
ENG-00075,2026-01-01,85.22,80.92,86.11,87.31
ENG-00075,2026-02-01,85.22,88.24,91.45,91.08
ENG-00075,2026-03-01,84.2,72.33,93.57,88.53
ENG-00075,2026-04-01,83.01,76.84,81.27,84.0
ENG-00075,2026-05-01,87.32,92.28,91.61,92.02
ENG-00075,2026-06-01,89.27,86.35,96.67,87.34
ENG-00076,2026-02-01,80.78,73.36,77.16,76.42
ENG-00076,2026-03-01,73.75,75.56,86.3,85.66
ENG-00076,2026-04-01,88.35,77.0,78.4,86.8
ENG-00076,2026-05-01,81.73,82.9,82.15,85.65
ENG-00076,2026-06-01,83.21,84.22,83.16,83.69
ENG-00076,2026-07-01,68.09,59.28,76.66,80.43
ENG-00076,2026-08-01,84.23,84.62,89.07,82.14
ENG-00077,2026-01-01,89.58,84.94,93.34,90.04
ENG-00077,2026-02-01,86.74,89.15,87.41,89.15
ENG-00077,2026-03-01,75.44,83.59,96.68,90.45
ENG-00077,2026-04-01,79.42,82.46,85.82,91.17
ENG-00077,2026-05-01,86.72,85.96,87.28,91.09
ENG-00077,2026-06-01,81.32,79.68,92.9,89.81
ENG-00077,2026-07-01,81.64,91.74,85.32,93.45
ENG-00077,2026-08-01,84.02,82.97,80.66,85.69
ENG-00078,2026-06-01,74.87,73.14,72.95,81.05
ENG-00078,2026-07-01,76.37,76.55,84.43,73.11
ENG-00078,2026-08-01,77.0,67.94,65.42,66.29
ENG-00079,2025-12-01,82.6,75.65,86.98,85.8
ENG-00079,2026-01-01,81.26,69.91,78.4,78.79
ENG-00079,2026-02-01,73.66,68.83,68.37,73.47
ENG-00079,2026-03-01,64.19,64.76,68.12,68.5
ENG-00079,2026-04-01,73.85,64.58,60.58,58.22
ENG-00080,2024-06-01,64.34,70.28,61.91,67.7
ENG-00080,2024-07-01,69.61,64.61,66.79,62.83
ENG-00080,2024-08-01,54.06,51.6,63.31,49.5
ENG-00080,2024-09-01,57.76,47.06,52.97,51.67
ENG-00080,2024-10-01,55.7,53.32,43.72,47.55
ENG-00081,2026-05-01,90.07,71.9,90.66,81.39
ENG-00081,2026-06-01,75.43,76.06,81.75,83.49
ENG-00081,2026-07-01,90.56,94.24,90.48,88.93
ENG-00081,2026-08-01,79.04,74.82,76.15,86.5
ENG-00082,2024-11-01,89.66,82.49,85.24,88.73
ENG-00082,2024-12-01,89.4,89.6,91.26,85.89
ENG-00082,2025-01-01,85.16,82.92,83.02,85.21
ENG-00082,2025-02-01,80.2,73.93,83.95,84.81
ENG-00082,2025-03-01,72.89,70.24,81.11,83.58
ENG-00082,2025-04-01,79.12,79.8,86.29,89.1
ENG-00082,2025-05-01,84.16,77.32,84.31,85.62
ENG-00082,2025-06-01,94.64,77.27,90.49,86.18
ENG-00082,2025-07-01,81.81,83.01,77.33,82.34
ENG-00082,2025-08-01,82.64,75.83,81.79,81.39
ENG-00082,2025-09-01,81.8,88.79,82.68,86.94
ENG-00082,2025-10-01,76.68,74.95,83.3,85.74
ENG-00082,2025-11-01,74.96,68.54,72.0,82.63
ENG-00083,2026-04-01,76.87,74.52,76.14,82.65
ENG-00083,2026-05-01,86.05,77.16,86.54,88.46
ENG-00083,2026-06-01,74.42,78.36,84.33,88.04
ENG-00083,2026-07-01,71.35,64.79,85.04,83.13
ENG-00083,2026-08-01,82.1,79.78,88.83,80.36
ENG-00083,2026-09-01,77.16,63.3,82.25,77.15
ENG-00083,2026-10-01,59.99,64.76,67.48,62.18
ENG-00084,2024-08-01,69.6,75.66,82.09,76.43
ENG-00084,2024-09-01,80.8,76.63,77.86,79.61
ENG-00084,2024-10-01,66.36,70.75,74.5,78.5
ENG-00084,2024-11-01,76.41,63.12,78.48,73.57
ENG-00084,2024-12-01,73.73,65.96,71.71,77.54
ENG-00084,2025-01-01,73.29,63.72,70.86,79.06
ENG-00084,2025-02-01,67.04,67.82,79.75,81.85
ENG-00084,2025-03-01,78.46,78.01,75.41,76.21
ENG-00084,2025-04-01,75.25,62.46,71.62,71.55
ENG-00084,2025-05-01,67.37,67.84,75.28,72.68
ENG-00084,2025-06-01,73.21,74.62,75.57,70.1
ENG-00084,2025-07-01,68.56,72.21,75.36,78.06
ENG-00085,2025-02-01,66.95,76.03,73.47,77.88
ENG-00085,2025-03-01,67.69,78.0,68.02,75.26
ENG-00085,2025-04-01,72.76,75.73,77.43,76.39
ENG-00085,2025-05-01,72.76,69.72,70.82,74.77
ENG-00085,2025-06-01,78.76,73.45,82.25,81.22
ENG-00085,2025-07-01,79.88,82.92,84.24,85.53
ENG-00085,2025-08-01,70.28,76.48,79.64,78.62
ENG-00086,2024-06-01,82.77,80.16,87.2,81.37
ENG-00086,2024-07-01,82.94,74.5,78.83,81.69
ENG-00086,2024-08-01,80.16,78.35,82.09,80.16
ENG-00086,2024-09-01,72.86,74.54,75.43,81.95
ENG-00086,2024-10-01,68.88,71.79,90.1,63.4
ENG-00086,2024-11-01,73.88,68.09,67.08,71.92
ENG-00086,2024-12-01,61.38,59.17,48.02,58.98
ENG-00086,2025-01-01,66.25,56.06,60.7,54.31
ENG-00087,2025-08-01,71.82,74.2,65.87,67.66
ENG-00087,2025-09-01,61.29,65.68,62.85,68.18
ENG-00087,2025-10-01,62.07,58.96,62.67,69.41
ENG-00087,2025-11-01,75.22,72.88,80.93,72.04
ENG-00087,2025-12-01,75.28,71.02,66.22,71.71
ENG-00087,2026-01-01,69.78,65.61,69.48,69.65
ENG-00087,2026-02-01,74.28,57.5,70.15,65.72
ENG-00087,2026-03-01,59.36,75.22,64.69,70.12
ENG-00087,2026-04-01,66.06,55.68,66.61,59.94
ENG-00087,2026-05-01,67.06,69.02,75.0,76.19
ENG-00087,2026-06-01,74.32,56.61,74.68,67.1
ENG-00087,2026-07-01,61.82,69.93,64.58,73.98
ENG-00087,2026-08-01,64.28,54.31,64.97,66.09
ENG-00088,2024-04-01,88.22,81.75,80.31,78.22
ENG-00088,2024-05-01,72.66,71.24,78.38,80.15
ENG-00088,2024-06-01,77.52,74.08,89.82,80.52
ENG-00088,2024-07-01,74.83,80.01,80.91,85.82
ENG-00088,2024-08-01,77.35,75.56,64.41,82.0
ENG-00088,2024-09-01,77.19,78.31,84.11,81.18
ENG-00088,2024-10-01,88.2,80.01,81.31,86.69
ENG-00088,2024-11-01,69.9,75.43,79.84,78.67
ENG-00088,2024-12-01,79.41,85.15,92.79,78.59
ENG-00088,2025-01-01,77.45,89.77,96.74,84.25
ENG-00088,2025-02-01,87.09,88.53,80.23,86.55
ENG-00089,2025-06-01,76.85,76.36,74.79,81.39
ENG-00089,2025-07-01,79.38,66.6,68.52,72.04
ENG-00089,2025-08-01,57.66,60.75,66.27,69.57
ENG-00089,2025-09-01,74.5,62.74,62.1,63.82
ENG-00089,2025-10-01,56.93,47.57,64.27,53.01
ENG-00090,2026-03-01,74.87,85.79,93.21,86.52
ENG-00090,2026-04-01,79.79,80.27,76.76,86.15
ENG-00090,2026-05-01,78.14,78.08,74.79,82.67
ENG-00090,2026-06-01,81.45,82.81,84.41,86.24
ENG-00090,2026-07-01,77.08,79.27,83.91,81.0
ENG-00090,2026-08-01,86.6,78.82,90.82,74.96
ENG-00090,2026-09-01,83.93,79.69,78.38,75.81
ENG-00090,2026-10-01,84.18,77.16,59.59,72.73
ENG-00090,2026-11-01,73.81,67.76,77.79,74.47
ENG-00090,2026-12-01,67.83,61.13,75.13,57.03
ENG-00091,2024-08-01,76.79,80.36,88.62,84.86
ENG-00091,2024-09-01,79.27,86.14,92.54,84.94
ENG-00091,2024-10-01,74.17,79.16,77.21,84.26
ENG-00091,2024-11-01,80.22,78.16,83.33,81.85
ENG-00091,2024-12-01,79.21,69.22,86.01,82.72
ENG-00091,2025-01-01,74.63,73.47,72.15,85.64
ENG-00091,2025-02-01,81.0,67.42,79.55,75.43
ENG-00091,2025-03-01,81.38,69.51,79.18,82.91
ENG-00091,2025-04-01,68.44,68.8,82.59,83.26
ENG-00091,2025-05-01,86.07,78.66,89.23,84.71
ENG-00091,2025-06-01,79.09,87.91,72.31,85.79
ENG-00091,2025-07-01,79.82,83.56,80.03,84.71
ENG-00091,2025-08-01,78.76,75.19,81.3,83.87
ENG-00092,2026-07-01,87.98,80.93,90.2,89.81
ENG-00092,2026-08-01,76.89,74.43,80.25,85.81
ENG-00092,2026-09-01,74.15,69.18,80.68,79.74
ENG-00092,2026-10-01,70.28,68.01,79.74,81.2
ENG-00092,2026-11-01,60.09,64.51,78.45,71.85
ENG-00093,2025-02-01,83.47,74.07,84.52,70.07
ENG-00093,2025-03-01,69.41,75.6,72.7,73.89
ENG-00093,2025-04-01,76.57,73.07,79.51,74.87
ENG-00093,2025-05-01,63.71,71.67,61.68,74.75
ENG-00093,2025-06-01,71.49,74.91,73.23,75.04
ENG-00093,2025-07-01,64.51,74.26,75.67,74.53
ENG-00093,2025-08-01,67.15,65.03,73.52,77.58
ENG-00093,2025-09-01,74.04,72.39,79.8,78.63
ENG-00094,2024-02-01,87.81,88.93,88.14,92.56
ENG-00094,2024-03-01,93.61,87.62,90.49,90.36
ENG-00094,2024-04-01,86.85,91.51,86.99,90.8
ENG-00094,2024-05-01,81.38,91.26,80.79,91.26
ENG-00094,2024-06-01,90.75,83.49,89.61,92.38
ENG-00094,2024-07-01,80.23,82.01,84.59,92.08
ENG-00094,2024-08-01,95.8,90.75,100.0,94.07
ENG-00094,2024-09-01,88.82,81.65,96.0,91.15
ENG-00094,2024-10-01,89.36,75.07,87.28,84.01
ENG-00094,2024-11-01,83.11,88.33,89.84,89.86
ENG-00094,2024-12-01,84.96,78.53,81.83,89.07
ENG-00095,2025-06-01,79.98,73.02,75.77,74.75
ENG-00095,2025-07-01,82.85,71.44,69.16,76.13
ENG-00095,2025-08-01,77.6,70.43,76.64,76.55
ENG-00095,2025-09-01,70.56,60.54,71.14,72.31
ENG-00095,2025-10-01,75.67,64.0,71.05,69.3
ENG-00095,2025-11-01,63.5,70.18,70.67,63.93
ENG-00095,2025-12-01,65.88,53.04,52.11,55.18
ENG-00095,2026-01-01,69.4,68.46,57.16,67.97
ENG-00096,2025-06-01,83.94,82.89,78.49,89.1
ENG-00096,2025-07-01,79.23,79.38,87.52,79.46
ENG-00096,2025-08-01,80.64,84.07,86.12,87.15
ENG-00096,2025-09-01,79.09,85.18,82.57,83.23
ENG-00096,2025-10-01,84.93,75.49,100.0,77.87
ENG-00096,2025-11-01,87.85,80.57,85.97,87.21
ENG-00096,2025-12-01,85.17,82.16,81.89,82.16
ENG-00097,2025-10-01,88.95,78.3,77.37,87.68
ENG-00097,2025-11-01,82.9,91.98,96.66,86.03
ENG-00097,2025-12-01,83.09,70.14,88.53,81.18
ENG-00097,2026-01-01,80.55,83.58,85.67,86.8
ENG-00097,2026-02-01,70.17,76.46,67.77,75.69
ENG-00097,2026-03-01,80.23,89.26,81.08,83.93
ENG-00097,2026-04-01,79.4,75.39,87.88,75.91
ENG-00097,2026-05-01,80.43,74.33,78.12,73.13
ENG-00097,2026-06-01,69.33,66.64,91.52,81.93
ENG-00097,2026-07-01,85.15,75.34,81.17,80.67
ENG-00098,2024-03-01,70.9,81.68,76.98,84.27
ENG-00098,2024-04-01,76.52,75.44,67.63,81.29
ENG-00098,2024-05-01,79.6,72.08,78.83,75.46
ENG-00098,2024-06-01,67.45,66.62,84.81,76.84
ENG-00098,2024-07-01,80.27,72.21,69.05,69.85
ENG-00098,2024-08-01,61.39,55.5,55.87,57.07
ENG-00098,2024-09-01,57.6,45.24,52.17,50.63
ENG-00099,2024-11-01,76.35,81.33,77.1,81.05
ENG-00099,2024-12-01,72.61,85.09,84.58,82.44
ENG-00099,2025-01-01,81.63,83.64,75.11,84.63
ENG-00099,2025-02-01,74.52,82.83,82.56,86.07
ENG-00099,2025-03-01,78.31,82.36,78.3,86.02
ENG-00099,2025-04-01,75.95,81.06,80.12,83.53
ENG-00099,2025-05-01,69.7,71.83,74.2,77.31
ENG-00099,2025-06-01,82.2,88.46,84.16,86.77
ENG-00099,2025-07-01,86.68,84.14,91.56,89.4
ENG-00100,2024-01-01,82.38,70.28,67.48,75.8
ENG-00100,2024-02-01,80.01,90.9,71.99,82.18
ENG-00100,2024-03-01,70.79,63.78,81.56,74.1
ENG-00100,2024-04-01,71.68,75.36,75.69,80.94
ENG-00100,2024-05-01,74.49,80.81,74.77,72.47
ENG-00100,2024-06-01,72.68,72.22,83.65,74.33
ENG-00100,2024-07-01,77.7,81.75,71.24,77.89
ENG-00100,2024-08-01,70.4,67.33,75.68,74.85
ENG-00100,2024-09-01,62.49,54.64,69.94,71.86
ENG-00101,2024-07-01,81.35,82.62,86.64,82.61
ENG-00101,2024-08-01,89.4,85.79,83.47,85.54
ENG-00101,2024-09-01,88.65,72.25,84.32,73.84
ENG-00101,2024-10-01,80.26,82.17,82.89,87.06
ENG-00101,2024-11-01,75.28,73.41,90.77,84.56
ENG-00101,2024-12-01,84.99,79.63,78.67,84.82
ENG-00101,2025-01-01,81.4,74.93,77.77,79.49
ENG-00101,2025-02-01,76.65,82.33,85.32,83.91
ENG-00102,2024-08-01,76.91,63.29,72.88,78.1
ENG-00102,2024-09-01,72.92,83.56,74.02,80.33
ENG-00102,2024-10-01,72.97,78.0,80.06,77.64
ENG-00102,2024-11-01,80.77,75.8,70.56,78.51
ENG-00102,2024-12-01,76.41,76.54,75.3,80.68
ENG-00102,2025-01-01,89.01,82.35,81.74,86.52
ENG-00102,2025-02-01,70.82,69.8,79.55,78.79
ENG-00103,2025-04-01,76.7,77.82,84.41,80.8
ENG-00103,2025-05-01,77.26,72.53,66.09,77.67
ENG-00103,2025-06-01,70.46,71.15,52.91,67.39
ENG-00103,2025-07-01,49.04,50.08,56.31,56.42
ENG-00104,2025-07-01,78.04,81.38,66.23,71.28
ENG-00104,2025-08-01,79.63,68.08,88.86,73.65
ENG-00104,2025-09-01,67.51,58.81,61.7,73.28
ENG-00104,2025-10-01,61.76,61.55,60.61,69.32
ENG-00104,2025-11-01,75.65,74.78,71.05,71.67
ENG-00104,2025-12-01,66.73,67.87,64.58,73.14
ENG-00104,2026-01-01,65.14,69.89,72.74,68.34
ENG-00104,2026-02-01,78.62,71.51,73.06,69.77
ENG-00104,2026-03-01,75.63,81.2,77.66,76.12
ENG-00105,2024-12-01,78.39,69.05,71.45,78.17
ENG-00105,2025-01-01,75.36,72.5,64.52,72.9
ENG-00105,2025-02-01,65.74,73.27,72.29,73.24
ENG-00105,2025-03-01,81.02,65.92,72.59,70.8
ENG-00105,2025-04-01,76.86,62.86,77.87,75.2
ENG-00105,2025-05-01,71.82,78.28,72.03,76.98
ENG-00105,2025-06-01,70.87,69.15,80.0,77.88
ENG-00105,2025-07-01,72.02,66.7,72.91,69.94
ENG-00106,2024-03-01,70.16,62.9,61.25,70.1
ENG-00106,2024-04-01,73.54,60.93,67.21,71.68
ENG-00106,2024-05-01,64.69,55.02,73.44,62.3
ENG-00106,2024-06-01,71.52,70.19,66.77,68.29
ENG-00106,2024-07-01,65.21,62.48,61.91,65.15
ENG-00106,2024-08-01,67.78,66.01,63.16,68.17
ENG-00106,2024-09-01,63.63,61.02,75.49,65.95
ENG-00106,2024-10-01,69.65,65.54,68.42,69.63
ENG-00106,2024-11-01,58.67,55.29,56.83,59.61
ENG-00107,2026-03-01,84.09,82.59,91.56,90.21
ENG-00107,2026-04-01,90.43,90.52,85.03,90.44
ENG-00107,2026-05-01,80.21,81.87,78.71,85.18
ENG-00107,2026-06-01,81.78,82.61,73.13,87.4
ENG-00107,2026-07-01,85.7,78.75,84.23,90.47
ENG-00107,2026-08-01,86.24,85.75,82.0,87.09
ENG-00108,2024-07-01,79.24,76.77,80.97,76.71
ENG-00108,2024-08-01,75.6,82.57,82.3,79.48
ENG-00108,2024-09-01,81.33,69.81,89.75,76.68
ENG-00108,2024-10-01,74.63,69.56,76.51,70.88
ENG-00108,2024-11-01,78.61,84.27,83.04,80.6
ENG-00108,2024-12-01,88.36,84.2,83.03,82.55
ENG-00108,2025-01-01,71.4,68.6,77.44,80.6
ENG-00108,2025-02-01,77.35,62.35,76.17,71.54
ENG-00108,2025-03-01,81.65,65.95,77.91,78.98
ENG-00109,2025-06-01,75.41,83.02,89.96,87.97
ENG-00109,2025-07-01,79.83,85.39,89.42,87.23
ENG-00109,2025-08-01,87.61,91.37,97.7,88.43
ENG-00109,2025-09-01,87.13,88.31,82.05,88.28
ENG-00109,2025-10-01,87.93,90.07,96.83,84.48
ENG-00109,2025-11-01,79.79,82.08,90.69,86.61
ENG-00109,2025-12-01,89.71,100.0,100.0,92.06
ENG-00109,2026-01-01,86.75,87.78,92.45,89.78
ENG-00109,2026-02-01,87.74,77.29,83.04,91.5
ENG-00109,2026-03-01,92.84,87.07,86.94,90.54
ENG-00109,2026-04-01,92.55,88.62,92.58,90.46
ENG-00109,2026-05-01,83.46,80.1,90.17,87.17
ENG-00109,2026-06-01,80.62,98.13,85.86,92.13
ENG-00110,2024-07-01,83.61,76.1,89.67,84.58
ENG-00110,2024-08-01,84.03,79.35,81.81,86.54
ENG-00110,2024-09-01,92.9,85.19,79.64,86.12
ENG-00110,2024-10-01,86.2,82.94,81.5,87.03
ENG-00110,2024-11-01,73.83,66.7,81.13,85.46
ENG-00110,2024-12-01,79.04,82.36,84.55,83.82
ENG-00110,2025-01-01,74.92,68.79,93.38,81.9
ENG-00110,2025-02-01,65.8,77.3,66.08,78.89
