engagement_id,milestone_name,due_date,completion_date,status,delay_days
ENG-00049,Sprint 10,2024-12-21,2024-12-22,Completed,1
ENG-00049,Sprint 11,2025-01-21,2025-01-21,Completed,0
ENG-00049,Sprint 12,2025-02-21,2025-02-23,Completed,2
ENG-00050,Sprint 1,2025-09-21,2025-09-27,Delayed,6
ENG-00050,Sprint 2,2025-10-21,2025-10-23,Completed,2
ENG-00050,Sprint 3,2025-11-21,2025-11-23,Completed,2
ENG-00050,Sprint 4,2025-12-21,2025-12-21,Completed,0
ENG-00050,Sprint 5,2026-01-21,2026-01-27,Delayed,6
ENG-00050,Sprint 6,2026-02-21,2026-02-26,Delayed,5
ENG-00051,Sprint 1,2024-08-21,2024-08-21,Completed,0
ENG-00051,Sprint 2,2024-09-21,2024-09-22,Completed,1
ENG-00051,Sprint 3,2024-10-21,2024-10-28,Delayed,7
ENG-00051,Sprint 4,2024-11-21,2024-11-22,Completed,1
ENG-00051,Sprint 5,2024-12-21,2024-12-25,Delayed,4
ENG-00051,Sprint 6,2025-01-21,2025-01-24,Completed,3
ENG-00051,Sprint 7,2025-02-21,2025-02-22,Completed,1
ENG-00051,Sprint 8,2025-03-21,2025-03-25,Delayed,4
ENG-00051,Sprint 9,2025-04-21,2025-04-26,Delayed,5
ENG-00051,Sprint 10,2025-05-21,2025-05-26,Delayed,5
ENG-00051,Sprint 11,2025-06-21,2025-06-21,Completed,0
ENG-00052,Sprint 1,2024-05-21,2024-05-31,Delayed,10
ENG-00052,Sprint 2,2024-06-21,2024-06-24,Completed,3
ENG-00052,Sprint 3,2024-07-21,2024-07-31,Delayed,10
ENG-00052,Sprint 4,2024-08-21,2024-08-29,Delayed,8
ENG-00052,Sprint 5,2024-09-21,2024-09-26,Delayed,5
ENG-00052,Sprint 6,2024-10-21,2024-10-24,Completed,3
ENG-00052,Sprint 7,2024-11-21,2024-11-26,Delayed,5
ENG-00052,Sprint 8,2024-12-21,2024-12-24,Completed,3
ENG-00052,Sprint 9,2025-01-21,2025-01-23,Completed,2
ENG-00053,Sprint 1,2025-10-21,2025-10-21,Completed,0
ENG-00053,Sprint 2,2025-11-21,2025-11-21,Completed,0
ENG-00053,Sprint 3,2025-12-21,2025-12-21,Completed,0
ENG-00053,Sprint 4,2026-01-21,2026-01-21,Completed,0
ENG-00053,Sprint 5,2026-02-21,2026-02-21,Completed,0
ENG-00053,Sprint 6,2026-03-21,2026-03-22,Completed,1
ENG-00053,Sprint 7,2026-04-21,2026-04-24,Completed,3
ENG-00053,Sprint 8,2026-05-21,2026-05-21,Completed,0
ENG-00053,Sprint 9,2026-06-21,2026-06-24,Completed,3
ENG-00053,Sprint 10,2026-07-21,2026-07-21,Completed,0
ENG-00054,Sprint 1,2025-05-21,2025-05-26,Delayed,5
ENG-00054,Sprint 2,2025-06-21,2025-06-21,Completed,0
ENG-00054,Sprint 3,2025-07-21,2025-07-23,Completed,2
ENG-00054,Sprint 4,2025-08-21,2025-08-25,Delayed,4
ENG-00054,Sprint 5,2025-09-21,2025-09-22,Completed,1
ENG-00054,Sprint 6,2025-10-21,2025-10-21,Completed,0
ENG-00054,Sprint 7,2025-11-21,2025-11-24,Completed,3
ENG-00054,Sprint 8,2025-12-21,2025-12-28,Delayed,7
ENG-00054,Sprint 9,2026-01-21,2026-01-26,Delayed,5
ENG-00054,Sprint 10,2026-02-21,2026-02-25,Delayed,4
ENG-00054,Sprint 11,2026-03-21,2026-03-22,Completed,1
ENG-00055,Sprint 1,2024-02-21,2024-02-23,Completed,2
ENG-00055,Sprint 2,2024-03-21,2024-03-21,Completed,0
ENG-00055,Sprint 3,2024-04-21,2024-04-23,Completed,2
ENG-00055,Sprint 4,2024-05-21,2024-05-21,Completed,0
ENG-00055,Sprint 5,2024-06-21,2024-06-28,Delayed,7
ENG-00055,Sprint 6,2024-07-21,2024-07-22,Completed,1
ENG-00055,Sprint 7,2024-08-21,2024-08-22,Completed,1
ENG-00056,Sprint 1,2024-05-21,2024-05-21,Completed,0
ENG-00056,Sprint 2,2024-06-21,2024-06-22,Completed,1
ENG-00056,Sprint 3,2024-07-21,2024-07-21,Completed,0
ENG-00056,Sprint 4,2024-08-21,2024-08-21,Completed,0
ENG-00056,Sprint 5,2024-09-21,2024-09-21,Completed,0
ENG-00056,Sprint 6,2024-10-21,2024-10-22,Completed,1
ENG-00056,Sprint 7,2024-11-21,2024-11-26,Delayed,5
ENG-00056,Sprint 8,2024-12-21,2024-12-22,Completed,1
ENG-00056,Sprint 9,2025-01-21,2025-01-25,Delayed,4
ENG-00056,Sprint 10,2025-02-21,2025-02-23,Completed,2
ENG-00056,Sprint 11,2025-03-21,2025-03-22,Completed,1
ENG-00056,Sprint 12,2025-04-21,2025-04-21,Completed,0
ENG-00057,Sprint 1,2024-06-21,2024-06-21,Completed,0
ENG-00057,Sprint 2,2024-07-21,2024-07-22,Completed,1
ENG-00057,Sprint 3,2024-08-21,2024-08-21,Completed,0
ENG-00057,Sprint 4,2024-09-21,2024-09-21,Completed,0
ENG-00057,Sprint 5,2024-10-21,2024-10-21,Completed,0
ENG-00057,Sprint 6,2024-11-21,2024-11-25,Delayed,4
ENG-00057,Sprint 7,2024-12-21,2024-12-23,Completed,2
ENG-00057,Sprint 8,2025-01-21,2025-01-23,Completed,2
ENG-00057,Sprint 9,2025-02-21,2025-02-26,Delayed,5
ENG-00057,Sprint 10,2025-03-21,2025-03-22,Completed,1
ENG-00057,Sprint 11,2025-04-21,2025-04-21,Completed,0
ENG-00057,Sprint 12,2025-05-21,2025-05-24,Completed,3
ENG-00057,Sprint 13,2025-06-21,2025-06-26,Delayed,5
ENG-00058,Sprint 1,2025-08-21,2025-08-25,Delayed,4
ENG-00058,Sprint 2,2025-09-21,2025-09-22,Completed,1
ENG-00058,Sprint 3,2025-10-21,2025-10-24,Completed,3
ENG-00058,Sprint 4,2025-11-21,2025-11-22,Completed,1
ENG-00058,Sprint 5,2025-12-21,2025-12-21,Completed,0
ENG-00058,Sprint 6,2026-01-21,2026-01-21,Completed,0
ENG-00058,Sprint 7,2026-02-21,2026-02-22,Completed,1
ENG-00058,Sprint 8,2026-03-21,2026-03-29,Delayed,8
ENG-00058,Sprint 9,2026-04-21,2026-04-21,Completed,0
ENG-00058,Sprint 10,2026-05-21,2026-05-25,Delayed,4
ENG-00058,Sprint 11,2026-06-21,2026-06-21,Completed,0
ENG-00058,Sprint 12,2026-07-21,2026-07-26,Delayed,5
ENG-00058,Sprint 13,2026-08-21,2026-08-26,Delayed,5
ENG-00059,Sprint 1,2024-09-21,2024-09-25,Delayed,4
ENG-00059,Sprint 2,2024-10-21,2024-10-23,Completed,2
ENG-00059,Sprint 3,2024-11-21,2024-11-21,Completed,0
ENG-00059,Sprint 4,2024-12-21,2024-12-23,Completed,2
ENG-00059,Sprint 5,2025-01-21,2025-01-23,Completed,2
ENG-00059,Sprint 6,2025-02-21,2025-02-26,Delayed,5
ENG-00059,Sprint 7,2025-03-21,2025-03-23,Completed,2
ENG-00059,Sprint 8,2025-04-21,2025-04-23,Completed,2
ENG-00060,Sprint 1,2025-04-21,2025-04-25,Delayed,4
ENG-00060,Sprint 2,2025-05-21,2025-05-29,Delayed,8
ENG-00060,Sprint 3,2025-06-21,2025-06-21,Completed,0
ENG-00060,Sprint 4,2025-07-21,2025-07-21,Completed,0
ENG-00060,Sprint 5,2025-08-21,2025-08-26,Delayed,5
ENG-00060,Sprint 6,2025-09-21,2025-09-25,Delayed,4
ENG-00060,Sprint 7,2025-10-21,2025-10-23,Completed,2
ENG-00060,Sprint 8,2025-11-21,2025-11-22,Completed,1
ENG-00060,Sprint 9,2025-12-21,2025-12-24,Completed,3
ENG-00060,Sprint 10,2026-01-21,2026-01-22,Completed,1
ENG-00060,Sprint 11,2026-02-21,2026-02-27,Delayed,6
ENG-00060,Sprint 12,2026-03-21,2026-03-23,Completed,2
ENG-00061,Sprint 1,2025-10-21,2025-10-22,Completed,1
ENG-00061,Sprint 2,2025-11-21,2025-11-23,Completed,2
ENG-00061,Sprint 3,2025-12-21,2025-12-25,Delayed,4
ENG-00061,Sprint 4,2026-01-21,2026-01-21,Completed,0
ENG-00061,Sprint 5,2026-02-21,2026-03-01,Delayed,8
ENG-00062,Sprint 1,2024-01-21,2024-01-21,Completed,0
ENG-00062,Sprint 2,2024-02-21,2024-02-23,Completed,2
ENG-00062,Sprint 3,2024-03-21,2024-03-21,Completed,0
ENG-00062,Sprint 4,2024-04-21,2024-04-21,Completed,0
ENG-00062,Sprint 5,2024-05-21,2024-05-21,Completed,0
ENG-00062,Sprint 6,2024-06-21,2024-06-21,Completed,0
ENG-00062,Sprint 7,2024-07-21,2024-07-21,Completed,0
ENG-00062,Sprint 8,2024-08-21,2024-08-22,Completed,1
ENG-00062,Sprint 9,2024-09-21,2024-09-21,Completed,0
ENG-00062,Sprint 10,2024-10-21,2024-10-21,Completed,0
ENG-00062,Sprint 11,2024-11-21,2024-11-22,Completed,1
ENG-00062,Sprint 12,2024-12-21,2024-12-24,Completed,3
ENG-00062,Sprint 13,2025-01-21,2025-01-23,Completed,2
ENG-00063,Sprint 1,2025-11-21,2025-11-22,Completed,1
ENG-00063,Sprint 2,2025-12-21,2025-12-23,Completed,2
ENG-00063,Sprint 3,2026-01-21,2026-01-27,Delayed,6
ENG-00063,Sprint 4,2026-02-21,2026-02-24,Completed,3
ENG-00063,Sprint 5,2026-03-21,2026-03-25,Delayed,4
ENG-00063,Sprint 6,2026-04-21,2026-04-24,Completed,3
ENG-00063,Sprint 7,2026-05-21,2026-05-22,Completed,1
ENG-00063,Sprint 8,2026-06-21,2026-06-28,Delayed,7
ENG-00063,Sprint 9,2026-07-21,2026-07-25,Delayed,4
ENG-00063,Sprint 10,2026-08-21,2026-08-24,Completed,3
ENG-00064,Sprint 1,2024-08-21,2024-08-21,Completed,0
ENG-00064,Sprint 2,2024-09-21,2024-09-27,Delayed,6
ENG-00064,Sprint 3,2024-10-21,2024-10-23,Completed,2
ENG-00064,Sprint 4,2024-11-21,2024-11-23,Completed,2
ENG-00064,Sprint 5,2024-12-21,2024-12-26,Delayed,5
ENG-00064,Sprint 6,2025-01-21,2025-01-23,Completed,2
ENG-00064,Sprint 7,2025-02-21,2025-02-24,Completed,3
ENG-00064,Sprint 8,2025-03-21,2025-03-28,Delayed,7
ENG-00064,Sprint 9,2025-04-21,2025-04-25,Delayed,4
ENG-00064,Sprint 10,2025-05-21,2025-05-26,Delayed,5
ENG-00064,Sprint 11,2025-06-21,2025-06-24,Completed,3
ENG-00065,Sprint 1,2024-06-21,2024-06-24,Completed,3
ENG-00065,Sprint 2,2024-07-21,2024-07-26,Delayed,5
ENG-00065,Sprint 3,2024-08-21,2024-08-26,Delayed,5
ENG-00065,Sprint 4,2024-09-21,2024-09-21,Completed,0
ENG-00065,Sprint 5,2024-10-21,2024-10-21,Completed,0
ENG-00065,Sprint 6,2024-11-21,2024-11-21,Completed,0
ENG-00065,Sprint 7,2024-12-21,2024-12-22,Completed,1
ENG-00065,Sprint 8,2025-01-21,2025-01-21,Completed,0
ENG-00065,Sprint 9,2025-02-21,2025-02-24,Completed,3
ENG-00065,Sprint 10,2025-03-21,2025-03-25,Delayed,4
ENG-00065,Sprint 11,2025-04-21,2025-04-24,Completed,3
ENG-00066,Sprint 1,2024-06-21,2024-06-26,Delayed,5
ENG-00066,Sprint 2,2024-07-21,2024-07-27,Delayed,6
ENG-00066,Sprint 3,2024-08-21,2024-08-25,Delayed,4
ENG-00066,Sprint 4,2024-09-21,2024-09-21,Completed,0
ENG-00066,Sprint 5,2024-10-21,2024-10-25,Delayed,4
ENG-00066,Sprint 6,2024-11-21,2024-11-25,Delayed,4
ENG-00066,Sprint 7,2024-12-21,2024-12-26,Delayed,5
ENG-00067,Sprint 1,2024-02-21,2024-02-21,Completed,0
ENG-00067,Sprint 2,2024-03-21,2024-03-21,Completed,0
ENG-00067,Sprint 3,2024-04-21,2024-04-22,Completed,1
ENG-00067,Sprint 4,2024-05-21,2024-05-23,Completed,2
ENG-00067,Sprint 5,2024-06-21,2024-06-24,Completed,3
ENG-00067,Sprint 6,2024-07-21,2024-07-23,Completed,2
ENG-00067,Sprint 7,2024-08-21,2024-08-22,Completed,1
ENG-00067,Sprint 8,2024-09-21,2024-09-29,Delayed,8
ENG-00067,Sprint 9,2024-10-21,2024-10-26,Delayed,5
ENG-00068,Sprint 1,2026-08-21,2026-08-26,Delayed,5
ENG-00069,Sprint 1,2026-05-21,2026-05-26,Delayed,5
ENG-00069,Sprint 2,2026-06-21,2026-06-23,Completed,2
ENG-00069,Sprint 3,2026-07-21,2026-07-25,Delayed,4
ENG-00069,Sprint 4,2026-08-21,2026-08-28,Delayed,7
ENG-00070,Sprint 1,2026-04-21,2026-04-22,Completed,1
ENG-00070,Sprint 2,2026-05-21,2026-05-21,Completed,0
ENG-00070,Sprint 3,2026-06-21,2026-06-21,Completed,0
ENG-00070,Sprint 4,2026-07-21,2026-07-22,Completed,1
ENG-00070,Sprint 5,2026-08-21,2026-08-21,Completed,0
ENG-00071,Sprint 1,2025-07-21,2025-07-26,Delayed,5
ENG-00071,Sprint 2,2025-08-21,2025-08-23,Completed,2
ENG-00071,Sprint 3,2025-09-21,2025-09-25,Delayed,4
ENG-00071,Sprint 4,2025-10-21,2025-10-27,Delayed,6
ENG-00071,Sprint 5,2025-11-21,2025-11-25,Delayed,4
ENG-00071,Sprint 6,2025-12-21,2025-12-25,Delayed,4
ENG-00072,Sprint 1,2024-04-21,2024-04-21,Completed,0
ENG-00072,Sprint 2,2024-05-21,2024-05-26,Delayed,5
ENG-00072,Sprint 3,2024-06-21,2024-06-24,Completed,3
ENG-00072,Sprint 4,2024-07-21,2024-07-23,Completed,2
ENG-00072,Sprint 5,2024-08-21,2024-08-21,Completed,0
ENG-00072,Sprint 6,2024-09-21,2024-09-24,Completed,3
ENG-00072,Sprint 7,2024-10-21,2024-10-27,Delayed,6
ENG-00072,Sprint 8,2024-11-21,2024-11-23,Completed,2
ENG-00072,Sprint 9,2024-12-21,2024-12-26,Delayed,5
ENG-00072,Sprint 10,2025-01-21,2025-01-22,Completed,1
ENG-00072,Sprint 11,2025-02-21,2025-02-21,Completed,0
ENG-00072,Sprint 12,2025-03-21,2025-03-26,Delayed,5
ENG-00073,Sprint 1,2025-05-21,2025-05-28,Delayed,7
ENG-00073,Sprint 2,2025-06-21,2025-06-21,Completed,0
ENG-00073,Sprint 3,2025-07-21,2025-07-24,Completed,3
ENG-00073,Sprint 4,2025-08-21,2025-08-22,Completed,1
ENG-00073,Sprint 5,2025-09-21,2025-09-22,Completed,1
ENG-00073,Sprint 6,2025-10-21,2025-10-25,Delayed,4
ENG-00073,Sprint 7,2025-11-21,2025-11-22,Completed,1
ENG-00073,Sprint 8,2025-12-21,2025-12-21,Completed,0
ENG-00073,Sprint 9,2026-01-21,2026-01-21,Completed,0
ENG-00073,Sprint 10,2026-02-21,2026-02-21,Completed,0
ENG-00074,Sprint 1,2026-03-21,2026-03-25,Delayed,4
ENG-00074,Sprint 2,2026-04-21,2026-04-23,Completed,2
ENG-00074,Sprint 3,2026-05-21,2026-05-23,Completed,2
ENG-00074,Sprint 4,2026-06-21,2026-06-22,Completed,1
ENG-00074,Sprint 5,2026-07-21,2026-07-21,Completed,0
ENG-00074,Sprint 6,2026-08-21,2026-08-24,Completed,3
ENG-00075,Sprint 1,2025-07-21,2025-07-26,Delayed,5
ENG-00075,Sprint 2,2025-08-21,2025-08-21,Completed,0
ENG-00075,Sprint 3,2025-09-21,2025-09-24,Completed,3
ENG-00075,Sprint 4,2025-10-21,2025-10-21,Completed,0
ENG-00075,Sprint 5,2025-11-21,2025-11-23,Completed,2
ENG-00075,Sprint 6,2025-12-21,2025-12-21,Completed,0
ENG-00075,Sprint 7,2026-01-21,2026-01-23,Completed,2
ENG-00075,Sprint 8,2026-02-21,2026-02-22,Completed,1
ENG-00075,Sprint 9,2026-03-21,2026-03-22,Completed,1
ENG-00075,Sprint 10,2026-04-21,2026-04-24,Completed,3
ENG-00075,Sprint 11,2026-05-21,2026-05-22,Completed,1
ENG-00075,Sprint 12,2026-06-21,2026-06-21,Completed,0
ENG-00076,Sprint 1,2026-02-21,2026-02-25,Delayed,4
ENG-00076,Sprint 2,2026-03-21,2026-03-21,Completed,0
ENG-00076,Sprint 3,2026-04-21,2026-04-22,Completed,1
ENG-00076,Sprint 4,2026-05-21,2026-05-21,Completed,0
ENG-00076,Sprint 5,2026-06-21,2026-06-23,Completed,2
ENG-00076,Sprint 6,2026-07-21,2026-07-23,Completed,2
ENG-00076,Sprint 7,2026-08-21,2026-08-23,Completed,2
ENG-00077,Sprint 1,2026-01-21,2026-01-21,Completed,0
ENG-00077,Sprint 2,2026-02-21,2026-02-23,Completed,2
ENG-00077,Sprint 3,2026-03-21,2026-03-21,Completed,0
ENG-00077,Sprint 4,2026-04-21,2026-04-21,Completed,0
ENG-00077,Sprint 5,2026-05-21,2026-05-21,Completed,0
ENG-00077,Sprint 6,2026-06-21,2026-06-21,Completed,0
ENG-00077,Sprint 7,2026-07-21,2026-07-21,Completed,0
ENG-00077,Sprint 8,2026-08-21,2026-08-21,Completed,0
ENG-00078,Sprint 1,2026-06-21,2026-06-23,Completed,2
ENG-00078,Sprint 2,2026-07-21,2026-07-26,Delayed,5
ENG-00078,Sprint 3,2026-08-21,2026-08-29,Delayed,8
ENG-00079,Sprint 1,2025-12-21,2025-12-21,Completed,0
ENG-00079,Sprint 2,2026-01-21,2026-01-22,Completed,1
ENG-00079,Sprint 3,2026-02-21,2026-02-26,Delayed,5
ENG-00079,Sprint 4,2026-03-21,2026-03-27,Delayed,6
ENG-00079,Sprint 5,2026-04-21,2026-05-02,Delayed,11
ENG-00080,Sprint 1,2024-06-21,2024-06-29,Delayed,8
ENG-00080,Sprint 2,2024-07-21,2024-07-31,Delayed,10
ENG-00080,Sprint 3,2024-08-21,2024-09-02,Delayed,12
ENG-00080,Sprint 4,2024-09-21,2024-09-30,Delayed,9
ENG-00080,Sprint 5,2024-10-21,2024-10-28,Delayed,7
ENG-00081,Sprint 1,2026-05-21,2026-05-26,Delayed,5
ENG-00081,Sprint 2,2026-06-21,2026-06-22,Completed,1
ENG-00081,Sprint 3,2026-07-21,2026-07-21,Completed,0
ENG-00081,Sprint 4,2026-08-21,2026-08-21,Completed,0
ENG-00082,Sprint 1,2024-11-21,2024-11-21,Completed,0
ENG-00082,Sprint 2,2024-12-21,2024-12-21,Completed,0
ENG-00082,Sprint 3,2025-01-21,2025-01-23,Completed,2
ENG-00082,Sprint 4,2025-02-21,2025-02-22,Completed,1
ENG-00082,Sprint 5,2025-03-21,2025-03-23,Completed,2
ENG-00082,Sprint 6,2025-04-21,2025-04-21,Completed,0
ENG-00082,Sprint 7,2025-05-21,2025-05-21,Completed,0
ENG-00082,Sprint 8,2025-06-21,2025-06-21,Completed,0
ENG-00082,Sprint 9,2025-07-21,2025-07-23,Completed,2
ENG-00082,Sprint 10,2025-08-21,2025-08-26,Delayed,5
ENG-00082,Sprint 11,2025-09-21,2025-09-21,Completed,0
ENG-00082,Sprint 12,2025-10-21,2025-10-21,Completed,0
ENG-00082,Sprint 13,2025-11-21,2025-11-24,Completed,3
ENG-00083,Sprint 1,2026-04-21,2026-04-22,Completed,1
ENG-00083,Sprint 2,2026-05-21,2026-05-21,Completed,0
ENG-00083,Sprint 3,2026-06-21,2026-06-23,Completed,2
ENG-00083,Sprint 4,2026-07-21,2026-07-23,Completed,2
ENG-00083,Sprint 5,2026-08-21,2026-08-22,Completed,1
ENG-00083,Sprint 6,2026-09-21,2026-09-21,Completed,0
ENG-00083,Sprint 7,2026-10-21,2026-10-29,Delayed,8
ENG-00084,Sprint 1,2024-08-21,2024-08-21,Completed,0
ENG-00084,Sprint 2,2024-09-21,2024-09-22,Completed,1
ENG-00084,Sprint 3,2024-10-21,2024-10-23,Completed,2
ENG-00084,Sprint 4,2024-11-21,2024-11-25,Delayed,4
ENG-00084,Sprint 5,2024-12-21,2024-12-21,Completed,0
ENG-00084,Sprint 6,2025-01-21,2025-01-21,Completed,0
ENG-00084,Sprint 7,2025-02-21,2025-02-21,Completed,0
ENG-00084,Sprint 8,2025-03-21,2025-03-24,Completed,3
ENG-00084,Sprint 9,2025-04-21,2025-04-27,Delayed,6
ENG-00084,Sprint 10,2025-05-21,2025-05-25,Delayed,4
ENG-00084,Sprint 11,2025-06-21,2025-06-28,Delayed,7
ENG-00084,Sprint 12,2025-07-21,2025-07-22,Completed,1
ENG-00085,Sprint 1,2025-02-21,2025-02-23,Completed,2
ENG-00085,Sprint 2,2025-03-21,2025-03-21,Completed,0
ENG-00085,Sprint 3,2025-04-21,2025-04-25,Delayed,4
ENG-00085,Sprint 4,2025-05-21,2025-05-24,Completed,3
ENG-00085,Sprint 5,2025-06-21,2025-06-23,Completed,2
ENG-00085,Sprint 6,2025-07-21,2025-07-21,Completed,0
ENG-00085,Sprint 7,2025-08-21,2025-08-24,Completed,3
ENG-00086,Sprint 1,2024-06-21,2024-06-26,Delayed,5
ENG-00086,Sprint 2,2024-07-21,2024-07-23,Completed,2
ENG-00086,Sprint 3,2024-08-21,2024-08-23,Completed,2
ENG-00086,Sprint 4,2024-09-21,2024-09-21,Completed,0
ENG-00086,Sprint 5,2024-10-21,2024-10-30,Delayed,9
ENG-00086,Sprint 6,2024-11-21,2024-11-23,Completed,2
ENG-00086,Sprint 7,2024-12-21,2024-12-25,Delayed,4
ENG-00086,Sprint 8,2025-01-21,2025-01-29,Delayed,8
ENG-00087,Sprint 1,2025-08-21,2025-08-28,Delayed,7
ENG-00087,Sprint 2,2025-09-21,2025-09-25,Delayed,4
ENG-00087,Sprint 3,2025-10-21,2025-10-25,Delayed,4
ENG-00087,Sprint 4,2025-11-21,2025-11-24,Completed,3
ENG-00087,Sprint 5,2025-12-21,2025-12-25,Delayed,4
ENG-00087,Sprint 6,2026-01-21,2026-01-23,Completed,2
ENG-00087,Sprint 7,2026-02-21,2026-02-27,Delayed,6
ENG-00087,Sprint 8,2026-03-21,2026-03-23,Completed,2
ENG-00087,Sprint 9,2026-04-21,2026-05-01,Delayed,10
ENG-00087,Sprint 10,2026-05-21,2026-05-21,Completed,0
ENG-00087,Sprint 11,2026-06-21,2026-06-30,Delayed,9
ENG-00087,Sprint 12,2026-07-21,2026-07-21,Completed,0
ENG-00087,Sprint 13,2026-08-21,2026-08-28,Delayed,7
ENG-00088,Sprint 1,2024-04-21,2024-04-25,Delayed,4
ENG-00088,Sprint 2,2024-05-21,2024-05-21,Completed,0
ENG-00088,Sprint 3,2024-06-21,2024-06-22,Completed,1
ENG-00088,Sprint 4,2024-07-21,2024-07-23,Completed,2
ENG-00088,Sprint 5,2024-08-21,2024-08-22,Completed,1
ENG-00088,Sprint 6,2024-09-21,2024-09-22,Completed,1
ENG-00088,Sprint 7,2024-10-21,2024-10-21,Completed,0
ENG-00088,Sprint 8,2024-11-21,2024-11-25,Delayed,4
ENG-00088,Sprint 9,2024-12-21,2024-12-26,Delayed,5
ENG-00088,Sprint 10,2025-01-21,2025-01-21,Completed,0
ENG-00088,Sprint 11,2025-02-21,2025-02-21,Completed,0
ENG-00089,Sprint 1,2025-06-21,2025-06-21,Completed,0
ENG-00089,Sprint 2,2025-07-21,2025-07-24,Completed,3
ENG-00089,Sprint 3,2025-08-21,2025-08-23,Completed,2
ENG-00089,Sprint 4,2025-09-21,2025-09-28,Delayed,7
ENG-00089,Sprint 5,2025-10-21,2025-10-29,Delayed,8
ENG-00090,Sprint 1,2026-03-21,2026-03-22,Completed,1
ENG-00090,Sprint 2,2026-04-21,2026-04-21,Completed,0
ENG-00090,Sprint 3,2026-05-21,2026-05-23,Completed,2
ENG-00090,Sprint 4,2026-06-21,2026-06-21,Completed,0
ENG-00090,Sprint 5,2026-07-21,2026-07-23,Completed,2
ENG-00090,Sprint 6,2026-08-21,2026-08-30,Delayed,9
ENG-00090,Sprint 7,2026-09-21,2026-09-27,Delayed,6
ENG-00090,Sprint 8,2026-10-21,2026-10-27,Delayed,6
ENG-00090,Sprint 9,2026-11-21,2026-11-23,Completed,2
ENG-00090,Sprint 10,2026-12-21,2027-01-01,Delayed,11
ENG-00091,Sprint 1,2024-08-21,2024-08-21,Completed,0
ENG-00091,Sprint 2,2024-09-21,2024-09-21,Completed,0
ENG-00091,Sprint 3,2024-10-21,2024-10-21,Completed,0
ENG-00091,Sprint 4,2024-11-21,2024-11-24,Completed,3
ENG-00091,Sprint 5,2024-12-21,2024-12-22,Completed,1
ENG-00091,Sprint 6,2025-01-21,2025-01-21,Completed,0
ENG-00091,Sprint 7,2025-02-21,2025-02-26,Delayed,5
ENG-00091,Sprint 8,2025-03-21,2025-03-21,Completed,0
ENG-00091,Sprint 9,2025-04-21,2025-04-21,Completed,0
ENG-00091,Sprint 10,2025-05-21,2025-05-23,Completed,2
ENG-00091,Sprint 11,2025-06-21,2025-06-21,Completed,0
ENG-00091,Sprint 12,2025-07-21,2025-07-22,Completed,1
ENG-00091,Sprint 13,2025-08-21,2025-08-21,Completed,0
ENG-00092,Sprint 1,2026-07-21,2026-07-21,Completed,0
ENG-00092,Sprint 2,2026-08-21,2026-08-21,Completed,0
ENG-00092,Sprint 3,2026-09-21,2026-09-23,Completed,2
ENG-00092,Sprint 4,2026-10-21,2026-10-21,Completed,0
ENG-00092,Sprint 5,2026-11-21,2026-11-25,Delayed,4
ENG-00093,Sprint 1,2025-02-21,2025-03-01,Delayed,8
ENG-00093,Sprint 2,2025-03-21,2025-03-24,Completed,3
ENG-00093,Sprint 3,2025-04-21,2025-04-25,Delayed,4
ENG-00093,Sprint 4,2025-05-21,2025-05-23,Completed,2
ENG-00093,Sprint 5,2025-06-21,2025-06-25,Delayed,4
ENG-00093,Sprint 6,2025-07-21,2025-07-25,Delayed,4
ENG-00093,Sprint 7,2025-08-21,2025-08-21,Completed,0
ENG-00093,Sprint 8,2025-09-21,2025-09-23,Completed,2
ENG-00094,Sprint 1,2024-02-21,2024-02-21,Completed,0
ENG-00094,Sprint 2,2024-03-21,2024-03-21,Completed,0
ENG-00094,Sprint 3,2024-04-21,2024-04-21,Completed,0
ENG-00094,Sprint 4,2024-05-21,2024-05-21,Completed,0
ENG-00094,Sprint 5,2024-06-21,2024-06-21,Completed,0
ENG-00094,Sprint 6,2024-07-21,2024-07-21,Completed,0
ENG-00094,Sprint 7,2024-08-21,2024-08-21,Completed,0
ENG-00094,Sprint 8,2024-09-21,2024-09-21,Completed,0
ENG-00094,Sprint 9,2024-10-21,2024-10-24,Completed,3
ENG-00094,Sprint 10,2024-11-21,2024-11-21,Completed,0
ENG-00094,Sprint 11,2024-12-21,2024-12-21,Completed,0
ENG-00095,Sprint 1,2025-06-21,2025-06-27,Delayed,6
ENG-00095,Sprint 2,2025-07-21,2025-07-25,Delayed,4
ENG-00095,Sprint 3,2025-08-21,2025-08-22,Completed,1
ENG-00095,Sprint 4,2025-09-21,2025-09-26,Delayed,5
ENG-00095,Sprint 5,2025-10-21,2025-10-26,Delayed,5
ENG-00095,Sprint 6,2025-11-21,2025-11-29,Delayed,8
ENG-00095,Sprint 7,2025-12-21,2025-12-31,Delayed,10
ENG-00095,Sprint 8,2026-01-21,2026-01-23,Completed,2
ENG-00096,Sprint 1,2025-06-21,2025-06-21,Completed,0
ENG-00096,Sprint 2,2025-07-21,2025-07-28,Delayed,7
ENG-00096,Sprint 3,2025-08-21,2025-08-21,Completed,0
ENG-00096,Sprint 4,2025-09-21,2025-09-24,Completed,3
ENG-00096,Sprint 5,2025-10-21,2025-10-29,Delayed,8
ENG-00096,Sprint 6,2025-11-21,2025-11-21,Completed,0
ENG-00096,Sprint 7,2025-12-21,2025-12-24,Completed,3
