engagement_id,as_of_date,top_drivers,top_driver_detail
ENG-00052,2024-10-01,Sentiment | Performance | Client feedback,Sentiment (+1.22) | Performance (+0.83) | Client feedback (+0.26)
ENG-00052,2024-11-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.39) | Client feedback (+0.54) | Milestone delivery (+0.28)
ENG-00052,2024-12-01,Client feedback | Performance,Client feedback (+2.92) | Performance (+1.89)
ENG-00052,2025-01-01,Performance | Sentiment,Performance (+2.35) | Sentiment (+1.23)
ENG-00053,2025-10-01,No material driver detected,
ENG-00053,2025-11-01,No material driver detected,
ENG-00053,2025-12-01,No material driver detected,
ENG-00053,2026-01-01,No material driver detected,
ENG-00053,2026-02-01,No material driver detected,
ENG-00053,2026-03-01,No material driver detected,
ENG-00053,2026-04-01,No material driver detected,
ENG-00053,2026-05-01,No material driver detected,
ENG-00053,2026-06-01,No material driver detected,
ENG-00053,2026-07-01,No material driver detected,
ENG-00054,2025-05-01,Sentiment | Client feedback | Performance,Sentiment (+1.16) | Client feedback (+0.90) | Performance (+0.70)
ENG-00054,2025-06-01,No material driver detected,
ENG-00054,2025-07-01,Performance | Sentiment | Utilisation,Performance (+2.34) | Sentiment (+0.78) | Utilisation (+0.38)
ENG-00054,2025-08-01,No material driver detected,
ENG-00054,2025-09-01,Performance | Client feedback | Sentiment,Performance (+1.67) | Client feedback (+1.37) | Sentiment (+0.63)
ENG-00054,2025-10-01,No material driver detected,
ENG-00054,2025-11-01,Sentiment | Utilisation | Client feedback,Sentiment (+0.88) | Utilisation (+0.29) | Client feedback (+0.26)
ENG-00054,2025-12-01,No material driver detected,
ENG-00054,2026-01-01,No material driver detected,
ENG-00054,2026-02-01,No material driver detected,
ENG-00054,2026-03-01,No material driver detected,
ENG-00055,2024-02-01,No material driver detected,
ENG-00055,2024-03-01,No material driver detected,
ENG-00055,2024-04-01,Client feedback | Contract stage | Role profile,Client feedback (+1.18) | Contract stage (+0.38) | Role profile (+0.25)
ENG-00055,2024-05-01,No material driver detected,
ENG-00055,2024-06-01,No material driver detected,
ENG-00055,2024-07-01,No material driver detected,
ENG-00055,2024-08-01,No material driver detected,
ENG-00056,2024-05-01,No material driver detected,
ENG-00056,2024-06-01,No material driver detected,
ENG-00056,2024-07-01,No material driver detected,
ENG-00056,2024-08-01,Client feedback | Sentiment | Role profile,Client feedback (+1.90) | Sentiment (+0.56) | Role profile (+0.35)
ENG-00056,2024-09-01,No material driver detected,
ENG-00056,2024-10-01,No material driver detected,
ENG-00056,2024-11-01,No material driver detected,
ENG-00056,2024-12-01,No material driver detected,
ENG-00056,2025-01-01,No material driver detected,
ENG-00056,2025-02-01,No material driver detected,
ENG-00056,2025-03-01,No material driver detected,
ENG-00056,2025-04-01,No material driver detected,
ENG-00057,2024-06-01,No material driver detected,
ENG-00057,2024-07-01,No material driver detected,
ENG-00057,2024-08-01,No material driver detected,
ENG-00057,2024-09-01,No material driver detected,
ENG-00057,2024-10-01,No material driver detected,
ENG-00057,2024-11-01,No material driver detected,
ENG-00057,2024-12-01,No material driver detected,
ENG-00057,2025-01-01,Performance | Client feedback,Performance (+1.76) | Client feedback (+1.52)
ENG-00057,2025-02-01,No material driver detected,
ENG-00057,2025-03-01,No material driver detected,
ENG-00057,2025-04-01,No material driver detected,
ENG-00057,2025-05-01,No material driver detected,
ENG-00057,2025-06-01,No material driver detected,
ENG-00058,2025-08-01,No material driver detected,
ENG-00058,2025-09-01,No material driver detected,
ENG-00058,2025-10-01,No material driver detected,
ENG-00058,2025-11-01,No material driver detected,
ENG-00058,2025-12-01,No material driver detected,
ENG-00058,2026-01-01,No material driver detected,
ENG-00058,2026-02-01,No material driver detected,
ENG-00058,2026-03-01,No material driver detected,
ENG-00058,2026-04-01,No material driver detected,
ENG-00058,2026-05-01,No material driver detected,
ENG-00058,2026-06-01,No material driver detected,
ENG-00058,2026-07-01,No material driver detected,
ENG-00058,2026-08-01,No material driver detected,
ENG-00059,2024-09-01,Performance | Sentiment | Contract stage,Performance (+1.01) | Sentiment (+0.78) | Contract stage (+0.47)
ENG-00059,2024-10-01,Sentiment | Client feedback | Contract stage,Sentiment (+1.08) | Client feedback (+0.42) | Contract stage (+0.39)
ENG-00059,2024-11-01,Client feedback | Contract stage,Client feedback (+2.72) | Contract stage (+0.32)
ENG-00059,2024-12-01,No material driver detected,
ENG-00059,2025-01-01,Performance | Sentiment | Client feedback,Performance (+2.10) | Sentiment (+0.82) | Client feedback (+0.77)
ENG-00059,2025-02-01,No material driver detected,
ENG-00059,2025-03-01,Sentiment | Client feedback,Sentiment (+1.90) | Client feedback (+0.98)
ENG-00059,2025-04-01,No material driver detected,
ENG-00060,2025-04-01,No material driver detected,
ENG-00060,2025-05-01,No material driver detected,
ENG-00060,2025-06-01,No material driver detected,
ENG-00060,2025-07-01,Sentiment | Performance | Client feedback,Sentiment (+0.72) | Performance (+0.70) | Client feedback (+0.37)
ENG-00060,2025-08-01,Sentiment | Milestone delivery | Role profile,Sentiment (+1.60) | Milestone delivery (+0.47) | Role profile (+0.26)
ENG-00060,2025-09-01,No material driver detected,
ENG-00060,2025-10-01,No material driver detected,
ENG-00060,2025-11-01,No material driver detected,
ENG-00060,2025-12-01,No material driver detected,
ENG-00060,2026-01-01,No material driver detected,
ENG-00060,2026-02-01,No material driver detected,
ENG-00060,2026-03-01,No material driver detected,
ENG-00061,2025-10-01,No material driver detected,
ENG-00061,2025-11-01,Client feedback | Sentiment | Contract stage,Client feedback (+0.99) | Sentiment (+0.75) | Contract stage (+0.33)
ENG-00061,2025-12-01,Performance | Client feedback | Sentiment,Performance (+1.23) | Client feedback (+0.84) | Sentiment (+0.37)
ENG-00061,2026-01-01,Performance | Client feedback | Sentiment,Performance (+2.09) | Client feedback (+1.71) | Sentiment (+1.68)
ENG-00061,2026-02-01,Client feedback | Sentiment | Performance,Client feedback (+3.39) | Sentiment (+2.40) | Performance (+0.87)
ENG-00062,2024-01-01,No material driver detected,
ENG-00062,2024-02-01,No material driver detected,
ENG-00062,2024-03-01,No material driver detected,
ENG-00062,2024-04-01,No material driver detected,
ENG-00062,2024-05-01,No material driver detected,
ENG-00062,2024-06-01,No material driver detected,
ENG-00062,2024-07-01,No material driver detected,
ENG-00062,2024-08-01,No material driver detected,
ENG-00062,2024-09-01,No material driver detected,
ENG-00062,2024-10-01,No material driver detected,
ENG-00062,2024-11-01,No material driver detected,
ENG-00062,2024-12-01,No material driver detected,
ENG-00062,2025-01-01,No material driver detected,
ENG-00063,2025-11-01,Performance | Sentiment | Client feedback,Performance (+0.80) | Sentiment (+0.59) | Client feedback (+0.44)
ENG-00063,2025-12-01,Performance | Client feedback | Utilisation,Performance (+1.34) | Client feedback (+0.49) | Utilisation (+0.19)
ENG-00063,2026-01-01,Sentiment | Performance | Milestone delivery,Sentiment (+1.41) | Performance (+1.38) | Milestone delivery (+0.39)
ENG-00063,2026-02-01,No material driver detected,
ENG-00063,2026-03-01,Performance | Sentiment | Utilisation,Performance (+2.44) | Sentiment (+2.13) | Utilisation (+0.24)
ENG-00063,2026-04-01,Client feedback | Performance | Sentiment,Client feedback (+2.83) | Performance (+0.37) | Sentiment (+0.30)
ENG-00063,2026-05-01,No material driver detected,
ENG-00063,2026-06-01,No material driver detected,
ENG-00063,2026-07-01,Client feedback | Sentiment | Performance,Client feedback (+1.88) | Sentiment (+1.08) | Performance (+0.77)
ENG-00063,2026-08-01,No material driver detected,
ENG-00064,2024-08-01,No material driver detected,
ENG-00064,2024-09-01,Performance | Milestone delivery,Performance (+1.47) | Milestone delivery (+0.31)
ENG-00064,2024-10-01,Performance | Sentiment | Client feedback,Performance (+2.00) | Sentiment (+0.71) | Client feedback (+0.24)
ENG-00064,2024-11-01,No material driver detected,
ENG-00064,2024-12-01,No material driver detected,
ENG-00064,2025-01-01,No material driver detected,
ENG-00064,2025-02-01,No material driver detected,
ENG-00064,2025-03-01,No material driver detected,
ENG-00064,2025-04-01,Client feedback | Performance | Sentiment,Client feedback (+1.90) | Performance (+1.56) | Sentiment (+0.86)
ENG-00064,2025-05-01,Sentiment | Client feedback | Performance,Sentiment (+2.02) | Client feedback (+1.62) | Performance (+1.57)
ENG-00064,2025-06-01,Sentiment | Client feedback | Performance,Sentiment (+2.14) | Client feedback (+1.81) | Performance (+1.52)
ENG-00065,2024-06-01,No material driver detected,
ENG-00065,2024-07-01,No material driver detected,
ENG-00065,2024-08-01,No material driver detected,
ENG-00065,2024-09-01,No material driver detected,
ENG-00065,2024-10-01,No material driver detected,
ENG-00065,2024-11-01,No material driver detected,
ENG-00065,2024-12-01,No material driver detected,
ENG-00065,2025-01-01,No material driver detected,
ENG-00065,2025-02-01,No material driver detected,
ENG-00065,2025-03-01,Performance | Client feedback | Role profile,Performance (+1.80) | Client feedback (+0.41) | Role profile (+0.25)
ENG-00065,2025-04-01,No material driver detected,
ENG-00066,2024-06-01,Sentiment | Contract stage | Client feedback,Sentiment (+0.83) | Contract stage (+0.54) | Client feedback (+0.50)
ENG-00066,2024-07-01,Performance | Client feedback | Sentiment,Performance (+1.79) | Client feedback (+0.86) | Sentiment (+0.57)
ENG-00066,2024-08-01,No material driver detected,
ENG-00066,2024-09-01,Performance | Client feedback | Utilisation,Performance (+2.01) | Client feedback (+1.22) | Utilisation (+0.35)
ENG-00066,2024-10-01,Client feedback | Sentiment | Performance,Client feedback (+1.11) | Sentiment (+1.08) | Performance (+0.82)
ENG-00066,2024-11-01,Client feedback | Sentiment | Performance,Client feedback (+1.59) | Sentiment (+1.04) | Performance (+0.77)
ENG-00066,2024-12-01,Client feedback | Sentiment | Performance,Client feedback (+1.09) | Sentiment (+0.59) | Performance (+0.49)
ENG-00067,2024-02-01,No material driver detected,
ENG-00067,2024-03-01,No material driver detected,
ENG-00067,2024-04-01,No material driver detected,
ENG-00067,2024-05-01,No material driver detected,
ENG-00067,2024-06-01,No material driver detected,
ENG-00067,2024-07-01,No material driver detected,
ENG-00067,2024-08-01,No material driver detected,
ENG-00067,2024-09-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+3.20) | Sentiment (+1.09) | Milestone delivery (+0.52)
ENG-00067,2024-10-01,No material driver detected,
ENG-00068,2026-08-01,No material driver detected,
ENG-00069,2026-05-01,No material driver detected,
ENG-00069,2026-06-01,No material driver detected,
ENG-00069,2026-07-01,No material driver detected,
ENG-00069,2026-08-01,No material driver detected,
ENG-00070,2026-04-01,No material driver detected,
ENG-00070,2026-05-01,No material driver detected,
ENG-00070,2026-06-01,No material driver detected,
ENG-00070,2026-07-01,No material driver detected,
ENG-00070,2026-08-01,Performance | Sentiment | Utilisation,Performance (+0.81) | Sentiment (+0.71) | Utilisation (+0.17)
ENG-00071,2025-07-01,No material driver detected,
ENG-00071,2025-08-01,No material driver detected,
ENG-00071,2025-09-01,No material driver detected,
ENG-00071,2025-10-01,Performance | Client feedback | Sentiment,Performance (+1.88) | Client feedback (+1.46) | Sentiment (+0.93)
ENG-00071,2025-11-01,Client feedback | Sentiment | Performance,Client feedback (+1.95) | Sentiment (+1.57) | Performance (+1.51)
ENG-00071,2025-12-01,Client feedback | Performance | Sentiment,Client feedback (+3.23) | Performance (+1.52) | Sentiment (+1.04)
ENG-00072,2024-04-01,Client feedback | Sentiment | Performance,Client feedback (+0.89) | Sentiment (+0.72) | Performance (+0.38)
ENG-00072,2024-05-01,Sentiment | Performance | Milestone delivery,Sentiment (+1.71) | Performance (+1.35) | Milestone delivery (+0.52)
ENG-00072,2024-06-01,Performance | Client feedback | Sentiment,Performance (+1.35) | Client feedback (+0.88) | Sentiment (+0.87)
ENG-00072,2024-07-01,No material driver detected,
ENG-00072,2024-08-01,Sentiment | Performance,Sentiment (+1.57) | Performance (+1.21)
ENG-00072,2024-09-01,Client feedback | Sentiment | Utilisation,Client feedback (+0.89) | Sentiment (+0.61) | Utilisation (+0.21)
ENG-00072,2024-10-01,Client feedback | Performance | Milestone delivery,Client feedback (+0.99) | Performance (+0.61) | Milestone delivery (+0.36)
ENG-00072,2024-11-01,No material driver detected,
ENG-00072,2024-12-01,Performance | Client feedback | Milestone delivery,Performance (+1.04) | Client feedback (+0.39) | Milestone delivery (+0.16)
ENG-00072,2025-01-01,Client feedback | Performance,Client feedback (+2.17) | Performance (+0.96)
ENG-00072,2025-02-01,Sentiment | Performance | Client feedback,Sentiment (+1.20) | Performance (+0.74) | Client feedback (+0.19)
ENG-00072,2025-03-01,No material driver detected,
ENG-00073,2025-05-01,No material driver detected,
ENG-00073,2025-06-01,Client feedback | Performance | Utilisation,Client feedback (+1.36) | Performance (+1.20) | Utilisation (+0.32)
ENG-00073,2025-07-01,No material driver detected,
ENG-00073,2025-08-01,No material driver detected,
ENG-00073,2025-09-01,No material driver detected,
ENG-00073,2025-10-01,Client feedback | Performance | Milestone delivery,Client feedback (+1.67) | Performance (+0.50) | Milestone delivery (+0.23)
ENG-00073,2025-11-01,No material driver detected,
ENG-00073,2025-12-01,No material driver detected,
ENG-00073,2026-01-01,No material driver detected,
ENG-00073,2026-02-01,No material driver detected,
ENG-00074,2026-03-01,No material driver detected,
ENG-00074,2026-04-01,No material driver detected,
ENG-00074,2026-05-01,No material driver detected,
ENG-00074,2026-06-01,No material driver detected,
ENG-00074,2026-07-01,No material driver detected,
ENG-00074,2026-08-01,No material driver detected,
ENG-00075,2025-07-01,No material driver detected,
ENG-00075,2025-08-01,No material driver detected,
ENG-00075,2025-09-01,No material driver detected,
ENG-00075,2025-10-01,No material driver detected,
ENG-00075,2025-11-01,No material driver detected,
ENG-00075,2025-12-01,No material driver detected,
ENG-00075,2026-01-01,No material driver detected,
ENG-00075,2026-02-01,No material driver detected,
ENG-00075,2026-03-01,No material driver detected,
ENG-00075,2026-04-01,No material driver detected,
ENG-00075,2026-05-01,No material driver detected,
ENG-00075,2026-06-01,No material driver detected,
ENG-00076,2026-02-01,No material driver detected,
