engagement_id,as_of_date,behs,health_band,client_id,client_name,industry,talent_id,role,monthly_contract_value,risk_probability,risk_band,contract_exposure,risk_adjusted_exposure
ENG-00712,2025-05-01,73.62,Watch,C-0028,Client 028,Energy,T-0048,Analytics Engineer,1793243.73,0.5409399039340702,Watch,0.0,0.0
ENG-00713,2026-06-01,82.04,Healthy,C-0013,Client 013,Insurance,T-0400,BI Developer,875074.3,0.0229664445559091,Low,0.0,0.0
ENG-00714,2026-05-01,61.45,Watch,C-0050,Client 050,Energy,T-0475,BI Developer,835368.46,0.8305757622298912,Critical,0.0,0.0
ENG-00715,2025-06-01,80.84,Healthy,C-0046,Client 046,Logistics,T-0445,Data Engineer,1264651.03,0.0109165625537062,Low,0.0,0.0
ENG-00716,2026-10-01,57.01,Critical,C-0042,Client 042,Energy,T-0375,Analytics Engineer,2254794.98,0.9743812614092022,Critical,11273974.9,10985149.884157686
ENG-00717,2025-08-01,72.09,Watch,C-0022,Client 022,Telecom,T-0202,Data Scientist,2703767.84,0.1499166529524079,Low,0.0,0.0
ENG-00718,2026-08-01,72.64,Watch,C-0039,Client 039,Telecom,T-0439,ML Engineer,1014443.83,0.2168931791858284,Low,9129994.469999999,1980233.526547332
ENG-00719,2025-06-01,81.76,Healthy,C-0058,Client 058,Banking,T-0245,ML Engineer,1519636.77,0.0393248049253497,Low,0.0,0.0
ENG-00720,2025-04-01,70.3,Watch,C-0039,Client 039,Telecom,T-0069,Data Scientist,3547722.67,0.0976173939306439,Low,0.0,0.0
ENG-00721,2026-01-01,76.91,Watch,C-0030,Client 030,Healthcare,T-0426,Analytics Engineer,1208758.74,0.0013488848511432,Low,0.0,0.0
ENG-00722,2024-12-01,64.33,Watch,C-0017,Client 017,Retail,T-0161,BI Developer,2965828.53,0.1072668240990055,Low,0.0,0.0
ENG-00723,2026-08-01,77.76,Watch,C-0032,Client 032,Banking,T-0470,ML Engineer,2695167.7,0.004577573260818,Low,10780670.8,49349.3103877614
ENG-00724,2026-08-01,77.72,Watch,C-0023,Client 023,Banking,T-0185,Data Scientist,1696039.25,0.0051919541430543,Low,13568314.0,70446.06408656166
ENG-00725,2026-02-01,79.56,Watch,C-0037,Client 037,Energy,T-0435,Analytics Engineer,2090100.89,0.0028088832545947,Low,0.0,0.0
ENG-00726,2026-07-01,65.95,Watch,C-0003,Client 003,Insurance,T-0269,Data Engineer,1173688.18,0.8697156788406005,Critical,0.0,0.0
ENG-00727,2024-12-01,70.03,Watch,C-0012,Client 012,Logistics,T-0234,ML Engineer,3142203.33,0.3112670568958693,Low,0.0,0.0
ENG-00728,2025-03-01,79.42,Watch,C-0048,Client 048,Logistics,T-0149,BI Developer,1341874.37,0.0069658735877726,Low,0.0,0.0
ENG-00729,2026-07-01,84.51,Healthy,C-0023,Client 023,Banking,T-0418,Analytics Engineer,2390598.6,0.0047454691309789,Low,0.0,0.0
ENG-00730,2026-08-01,87.01,Healthy,C-0026,Client 026,Insurance,T-0031,Data Scientist,866657.92,0.0009754505533185,Low,0.0,0.0
ENG-00731,2026-08-01,83.35,Healthy,C-0033,Client 033,FinTech,T-0235,Analytics Engineer,1629443.97,0.0228748793779817,Low,9776663.82,223640.00560157778
ENG-00732,2024-05-01,55.97,Critical,C-0027,Client 027,Healthcare,T-0185,Data Scientist,855018.95,0.9157740867796512,Critical,4275094.75,3915020.9905777313
ENG-00733,2026-08-01,79.0,Watch,C-0046,Client 046,Logistics,T-0272,AI Engineer,1082245.91,0.0421994239381818,Low,7575721.369999999,319691.0777301734
ENG-00734,2026-07-01,81.97,Healthy,C-0015,Client 015,Insurance,T-0128,Data Scientist,1519623.3,0.0069183513863511,Low,0.0,0.0
ENG-00735,2026-04-01,79.22,Watch,C-0046,Client 046,Logistics,T-0333,Data Engineer,775722.18,0.1191219935431545,Low,0.0,0.0
ENG-00736,2025-07-01,40.25,Critical,C-0013,Client 013,Insurance,T-0193,AI Engineer,2120337.64,0.999450374990638,Critical,4240675.28,4238344.4988095295
ENG-00737,2026-06-01,76.87,Watch,C-0023,Client 023,Banking,T-0095,ML Engineer,1275902.37,0.0783112854259772,Low,0.0,0.0
ENG-00738,2026-08-01,60.73,Watch,C-0036,Client 036,FinTech,T-0099,Data Engineer,2557561.83,0.5713446291860401,Watch,10230247.32,5844996.861526881
ENG-00739,2026-02-01,53.63,Critical,C-0054,Client 054,Healthcare,T-0349,AI Engineer,2653830.88,0.9797729130971652,Critical,10615323.52,10400606.448659252
ENG-00740,2026-10-01,50.41,Critical,C-0014,Client 014,Energy,T-0131,Data Scientist,1431567.4,0.9926424301730926,Critical,8589404.399999999,8526207.257355453
ENG-00741,2026-08-01,69.04,Watch,C-0036,Client 036,FinTech,T-0154,Analytics Engineer,3353716.7,0.0509649971775572,Low,30183450.3,1538299.459348438
ENG-00742,2026-08-01,69.0,Watch,C-0004,Client 004,Healthcare,T-0314,Data Scientist,911940.36,0.5690417018585987,Watch,8207463.24,4670388.850031489
ENG-00743,2026-06-01,76.79,Watch,C-0005,Client 005,Healthcare,T-0165,ML Engineer,2560133.2,0.0131322903898454,Low,0.0,0.0
ENG-00744,2026-08-01,82.5,Healthy,C-0047,Client 047,Healthcare,T-0195,ML Engineer,1756637.11,0.0086736746349329,Low,5269911.33,45709.49623136651
ENG-00745,2025-12-01,40.22,Critical,C-0044,Client 044,Telecom,T-0123,Data Engineer,1459272.63,0.9988692866859756,Critical,7296363.149999999,7288113.055042338
ENG-00746,2026-08-01,70.07,Watch,C-0023,Client 023,Banking,T-0173,Data Engineer,1685538.91,0.3184605942174083,Low,18540928.009999998,5904554.951406789
ENG-00747,2025-10-01,68.68,Watch,C-0038,Client 038,Energy,T-0347,Analytics Engineer,2677475.34,0.069833208130047,Low,0.0,0.0
ENG-00748,2026-08-01,84.05,Healthy,C-0023,Client 023,Banking,T-0267,ML Engineer,1715317.53,0.012876367944941,Low,18868492.830000002,242957.6562455611
ENG-00749,2026-08-01,77.2,Watch,C-0017,Client 017,Retail,T-0499,AI Engineer,2661669.15,0.0050246304511984,Low,21293353.2,106991.2308968429
ENG-00750,2025-05-01,81.36,Healthy,C-0026,Client 026,Insurance,T-0386,Data Engineer,1158878.53,0.0201755238006072,Low,0.0,0.0
ENG-00751,2024-08-01,75.1,Watch,C-0019,Client 019,Energy,T-0009,AI Engineer,1121268.73,0.0108950616784355,Low,0.0,0.0
ENG-00752,2026-08-01,83.65,Healthy,C-0049,Client 049,Insurance,T-0190,AI Engineer,1432560.15,0.0035366721279915,Low,5730240.6,20265.982216705288
ENG-00753,2025-11-01,84.34,Healthy,C-0025,Client 025,Energy,T-0145,Data Analyst,1258770.52,0.0024263134054202,Low,0.0,0.0
ENG-00754,2024-10-01,80.83,Healthy,C-0020,Client 020,Healthcare,T-0294,Data Engineer,2608183.7,0.0165729026789068,Low,0.0,0.0
ENG-00755,2025-02-01,85.62,Healthy,C-0033,Client 033,FinTech,T-0133,Data Scientist,1469380.42,0.002592604549553,Low,0.0,0.0
ENG-00756,2026-08-01,72.19,Watch,C-0046,Client 046,Logistics,T-0484,Data Analyst,983591.6,0.2614948621645102,Low,6885141.2,1800429.0490771902
ENG-00757,2024-12-01,81.88,Healthy,C-0017,Client 017,Retail,T-0150,Data Engineer,2582984.78,0.0282601663049708,Low,0.0,0.0
ENG-00758,2026-08-01,75.33,Watch,C-0057,Client 057,Retail,T-0261,Data Analyst,3482925.16,0.0309024821440276,Low,0.0,0.0
ENG-00759,2025-03-01,44.11,Critical,C-0028,Client 028,Energy,T-0062,AI Engineer,2807290.15,0.99988017138494,Critical,8421870.45,8420861.26892776
ENG-00760,2025-07-01,77.88,Watch,C-0040,Client 040,Insurance,T-0455,Data Analyst,892805.2,0.1743284301257438,Low,0.0,0.0
ENG-00761,2025-06-01,48.91,Critical,C-0058,Client 058,Banking,T-0456,Data Engineer,1771986.83,0.9995349350314644,Critical,12403907.81,12398139.187004624
ENG-00762,2025-06-01,68.06,Watch,C-0026,Client 026,Insurance,T-0397,Data Engineer,2091864.1,0.2906932600136555,Low,0.0,0.0
ENG-00763,2026-01-01,46.79,Critical,C-0012,Client 012,Logistics,T-0176,Analytics Engineer,1726991.31,0.994706330003261,Critical,3453982.62,3435698.3758352483
ENG-00764,2025-10-01,55.26,Critical,C-0045,Client 045,FinTech,T-0030,Analytics Engineer,3455831.34,0.9837261859236708,Critical,10367494.02,10198775.349881064
ENG-00765,2025-10-01,65.93,Watch,C-0001,Client 001,FinTech,T-0356,AI Engineer,777786.36,0.1440889973845302,Low,0.0,0.0
ENG-00766,2026-08-01,72.31,Watch,C-0028,Client 028,Energy,T-0215,Analytics Engineer,1845891.87,0.4321400687156174,Watch,3691783.74,1595367.679086799
ENG-00767,2025-10-01,57.59,Critical,C-0059,Client 059,Insurance,T-0496,Analytics Engineer,2194508.09,0.985004184907641,Critical,4389016.18,4323199.304927348
ENG-00768,2025-07-01,45.74,Critical,C-0025,Client 025,Energy,T-0350,AI Engineer,2445805.61,0.999284954735816,Critical,12229028.049999999,12220283.741407273
ENG-00769,2024-12-01,66.73,Watch,C-0042,Client 042,Energy,T-0270,Data Engineer,1903794.86,0.6863066353584064,Critical,0.0,0.0
ENG-00770,2025-12-01,49.75,Critical,C-0032,Client 032,Banking,T-0494,AI Engineer,1420692.53,0.9947700536486488,Critical,8524155.18,8479574.305718007
ENG-00771,2025-10-01,65.98,Watch,C-0013,Client 013,Insurance,T-0401,Analytics Engineer,1224761.81,0.1375259684083224,Low,0.0,0.0
ENG-00772,2025-09-01,72.45,Watch,C-0020,Client 020,Healthcare,T-0230,BI Developer,2528134.94,0.111426425923767,Low,0.0,0.0
ENG-00773,2025-09-01,82.9,Healthy,C-0032,Client 032,Banking,T-0010,Data Analyst,2158455.48,0.0084006880511969,Low,0.0,0.0
ENG-00774,2026-07-01,79.37,Watch,C-0007,Client 007,FinTech,T-0047,Data Engineer,1824880.96,0.0860710371909975,Low,0.0,0.0
ENG-00775,2026-08-01,74.41,Watch,C-0025,Client 025,Energy,T-0222,Data Analyst,2743581.38,0.1473165809160725,Low,32922976.56,4850100.340399198
ENG-00776,2026-08-01,78.89,Watch,C-0025,Client 025,Energy,T-0282,Data Engineer,3264764.51,0.0057776591146677,Low,6529529.02,37725.39285689025
ENG-00777,2026-08-01,69.83,Watch,C-0051,Client 051,Energy,T-0016,Data Engineer,2648170.75,0.5576030210174336,Watch,5296341.5,2953256.020740006
ENG-00778,2025-04-01,79.42,Watch,C-0008,Client 008,Insurance,T-0064,BI Developer,1023402.23,0.0109544608184205,Low,0.0,0.0
ENG-00779,2026-08-01,69.76,Watch,C-0051,Client 051,Energy,T-0353,Data Engineer,1103799.27,0.3853247615496873,Watch,2207598.54,850642.3810229378
ENG-00780,2024-08-01,73.2,Watch,C-0025,Client 025,Energy,T-0376,Analytics Engineer,2112189.89,0.0117557591479799,Low,0.0,0.0
ENG-00781,2025-01-01,79.4,Watch,C-0040,Client 040,Insurance,T-0015,Analytics Engineer,1305116.98,0.0026124587724652,Low,0.0,0.0
ENG-00782,2026-08-01,75.52,Watch,C-0034,Client 034,Retail,T-0254,Analytics Engineer,2784859.17,0.0853134432989636,Low,19494014.189999998,1663101.4742677568
ENG-00783,2026-02-01,73.07,Watch,C-0018,Client 018,Banking,T-0041,Data Engineer,1056714.06,0.1187251094392562,Low,0.0,0.0
ENG-00784,2026-02-01,66.33,Watch,C-0056,Client 056,FinTech,T-0362,AI Engineer,1309117.7,0.820515423273116,Critical,6545588.5,5370756.31864914
ENG-00785,2025-01-01,76.6,Watch,C-0014,Client 014,Energy,T-0418,Analytics Engineer,3387188.94,0.0155892567966497,Low,0.0,0.0
ENG-00786,2026-01-01,83.99,Healthy,C-0003,Client 003,Insurance,T-0435,Analytics Engineer,2552215.98,0.0015284386447586,Low,0.0,0.0
ENG-00787,2026-08-01,78.14,Watch,C-0046,Client 046,Logistics,T-0300,Data Analyst,1373383.12,0.1330665488377509,Low,10987064.96,1462010.816083382
ENG-00788,2024-11-01,60.7,Watch,C-0038,Client 038,Energy,T-0315,BI Developer,1129666.44,0.9183881520591988,Critical,4518665.76,4149889.0970995747
ENG-00789,2026-08-01,76.32,Watch,C-0054,Client 054,Healthcare,T-0464,Data Engineer,1520930.03,0.0439788591085801,Low,0.0,0.0
ENG-00790,2025-02-01,73.81,Watch,C-0028,Client 028,Energy,T-0307,ML Engineer,2177011.06,0.0084889477642724,Low,0.0,0.0
ENG-00791,2025-02-01,46.65,Critical,C-0002,Client 002,Energy,T-0224,Data Scientist,1354994.79,0.9996067051748652,Critical,5419979.16,5417847.510244033
ENG-00792,2027-01-01,41.47,Critical,C-0002,Client 002,Energy,T-0378,Data Engineer,1076689.84,0.9985238895403434,Critical,5383449.2,5375502.63432685
ENG-00793,2026-08-01,81.79,Healthy,C-0026,Client 026,Insurance,T-0296,Data Engineer,2807302.7,0.0029370682400182,Low,0.0,0.0
ENG-00794,2025-05-01,77.72,Watch,C-0015,Client 015,Insurance,T-0422,AI Engineer,1792985.95,0.0153138411585775,Low,0.0,0.0
ENG-00795,2026-05-01,43.39,Critical,C-0056,Client 056,FinTech,T-0263,BI Developer,2480169.43,0.9992935489252484,Critical,4960338.86,4956834.623281221
ENG-00796,2025-10-01,64.07,Watch,C-0008,Client 008,Insurance,T-0435,Analytics Engineer,1361258.6,0.9553154890129236,Critical,8167551.600000001,7802588.550792287
ENG-00797,2025-08-01,71.69,Watch,C-0053,Client 053,Telecom,T-0023,Data Scientist,2246307.63,0.0147528058446037,Low,0.0,0.0
ENG-00798,2025-07-01,67.52,Watch,C-0014,Client 014,Energy,T-0019,Data Engineer,2280383.87,0.5981443520983909,Watch,0.0,0.0
ENG-00799,2026-04-01,84.94,Healthy,C-0008,Client 008,Insurance,T-0050,ML Engineer,1774522.16,0.0011863710385505,Low,0.0,0.0
ENG-00800,2026-03-01,72.32,Watch,C-0017,Client 017,Retail,T-0279,ML Engineer,2932905.59,0.11886690534009,Low,0.0,0.0
ENG-00801,2025-02-01,74.92,Watch,C-0009,Client 009,Banking,T-0355,Data Scientist,2572907.8,0.0821214336719453,Low,0.0,0.0
ENG-00802,2026-08-01,88.07,Healthy,C-0025,Client 025,Energy,T-0109,Data Engineer,3162269.82,0.000721638534968,Low,12649079.28,9128.063040313284
ENG-00803,2025-04-01,56.14,Critical,C-0020,Client 020,Healthcare,T-0078,AI Engineer,2921453.03,0.8841640724356805,Critical,17528718.18,15498262.850606149
ENG-00804,2025-02-01,55.92,Critical,C-0032,Client 032,Banking,T-0431,BI Developer,1537516.12,0.9766625940836688,Critical,3075032.24,3003268.964409315
ENG-00805,2026-08-01,81.98,Healthy,C-0033,Client 033,FinTech,T-0376,Analytics Engineer,2378161.97,0.0102818025707543,Low,26159781.67,268969.71042497724
ENG-00806,2026-01-01,43.15,Critical,C-0001,Client 001,FinTech,T-0325,BI Developer,1677686.35,0.9997075460282304,Critical,8388431.75,8385978.519817795
ENG-00807,2024-09-01,70.49,Watch,C-0008,Client 008,Insurance,T-0245,ML Engineer,3344943.51,0.0129674766490723,Low,0.0,0.0
ENG-00808,2026-08-01,85.34,Healthy,C-0010,Client 010,FinTech,T-0211,BI Developer,2840036.55,0.0021156538281928,Low,17040219.299999997,36051.205195289825
ENG-00809,2026-01-01,49.09,Critical,C-0012,Client 012,Logistics,T-0011,Data Engineer,2622226.17,0.9999475884981568,Critical,18355583.189999998,18354621.146317802
ENG-00810,2026-08-01,71.42,Watch,C-0006,Client 006,Energy,T-0095,ML Engineer,910496.08,0.9669413443779192,Critical,8194464.72,7923566.732814229
ENG-00811,2026-08-01,66.46,Watch,C-0019,Client 019,Energy,T-0449,ML Engineer,1237545.52,0.513453918361413,Watch,0.0,0.0
ENG-00812,2025-05-01,80.67,Healthy,C-0033,Client 033,FinTech,T-0170,Data Analyst,3289445.63,0.0305807632598114,Low,0.0,0.0
ENG-00813,2025-09-01,67.58,Watch,C-0019,Client 019,Energy,T-0353,Data Engineer,963301.39,0.4633225043129711,Watch,0.0,0.0
ENG-00814,2025-08-01,69.21,Watch,C-0020,Client 020,Healthcare,T-0352,BI Developer,2620423.13,0.0615164321626887,Low,0.0,0.0
ENG-00815,2026-06-01,83.56,Healthy,C-0029,Client 029,Retail,T-0155,AI Engineer,972640.61,0.0042558111890238,Low,0.0,0.0
ENG-00816,2024-10-01,45.28,Critical,C-0033,Client 033,FinTech,T-0103,Analytics Engineer,1256658.84,0.9998473831390612,Critical,5026635.36,5025868.210690273
ENG-00817,2026-08-01,65.81,Watch,C-0020,Client 020,Healthcare,T-0346,BI Developer,1320468.92,0.4891889887111898,Watch,5281875.68,2583835.4223974277
ENG-00818,2026-03-01,74.48,Watch,C-0014,Client 014,Energy,T-0047,Data Engineer,1540350.62,0.0943590570519867,Low,0.0,0.0
ENG-00819,2025-11-01,76.06,Watch,C-0025,Client 025,Energy,T-0248,ML Engineer,2597986.86,0.0049322649053432,Low,0.0,0.0
ENG-00820,2025-09-01,79.39,Watch,C-0002,Client 002,Energy,T-0445,Data Engineer,1072182.12,0.033494533947277,Low,0.0,0.0
ENG-00821,2025-01-01,77.35,Watch,C-0030,Client 030,Healthcare,T-0356,AI Engineer,2807723.48,0.0171596304238446,Low,0.0,0.0
ENG-00822,2024-12-01,60.52,Watch,C-0057,Client 057,Retail,T-0383,Data Engineer,2582246.86,0.995326629371366,Critical,7746740.58,7710537.190105781
ENG-00823,2025-11-01,80.56,Healthy,C-0024,Client 024,Logistics,T-0042,ML Engineer,1222354.33,0.0110760271270371,Low,0.0,0.0
ENG-00824,2026-08-01,73.97,Watch,C-0007,Client 007,FinTech,T-0100,BI Developer,2054974.29,0.0084806959007751,Low,0.0,0.0
ENG-00825,2025-10-01,75.87,Watch,C-0043,Client 043,Insurance,T-0138,AI Engineer,1145498.41,0.0665172950268856,Low,0.0,0.0
ENG-00826,2026-08-01,74.04,Watch,C-0008,Client 008,Insurance,T-0147,Data Analyst,2805909.33,0.0242092623295009,Low,19641365.310000002,475502.96529934887
ENG-00827,2026-07-01,55.6,Critical,C-0012,Client 012,Logistics,T-0098,Data Scientist,1083605.89,0.9900493641757686,Critical,3250817.67,3218469.9672348537
ENG-00828,2026-02-01,75.54,Watch,C-0009,Client 009,Banking,T-0487,AI Engineer,1600115.96,0.0096428428758643,Low,0.0,0.0
ENG-00829,2024-12-01,79.44,Watch,C-0054,Client 054,Healthcare,T-0083,Analytics Engineer,1730903.22,0.0153922539606868,Low,0.0,0.0
ENG-00830,2025-05-01,57.02,Critical,C-0059,Client 059,Insurance,T-0355,Data Scientist,2306820.54,0.9942864118482622,Critical,9227282.16,9174561.269977883
ENG-00831,2026-04-01,78.88,Watch,C-0035,Client 035,Logistics,T-0294,Data Engineer,2857149.62,0.044479172159463,Low,0.0,0.0
ENG-00832,2026-08-01,78.4,Watch,C-0038,Client 038,Energy,T-0306,Data Analyst,3404111.92,0.0630924938231883,Low,20424671.52,1288643.4617162498
ENG-00833,2026-05-01,71.38,Watch,C-0039,Client 039,Telecom,T-0108,BI Developer,862597.43,0.2371140888740591,Low,0.0,0.0
ENG-00834,2026-08-01,63.02,Watch,C-0037,Client 037,Energy,T-0154,Analytics Engineer,845695.84,0.1792987430145341,Low,845695.84,151632.20108462055
ENG-00835,2026-11-01,62.31,Watch,C-0033,Client 033,FinTech,T-0304,Data Engineer,2635951.48,0.9205342512582384,Critical,10543805.92,9705934.487979382
ENG-00836,2026-05-01,76.76,Watch,C-0060,Client 060,Insurance,T-0150,Data Engineer,913297.28,0.1892169799137892,Low,0.0,0.0
ENG-00837,2025-03-01,57.13,Critical,C-0044,Client 044,Telecom,T-0348,Data Analyst,1722055.64,0.8402801962575682,Critical,0.0,0.0
ENG-00838,2026-08-01,70.32,Watch,C-0006,Client 006,Energy,T-0020,Analytics Engineer,919003.76,0.5206103212043937,Watch,2757011.2800000003,1435328.5280449367
ENG-00839,2026-08-01,56.9,Critical,C-0024,Client 024,Logistics,T-0037,ML Engineer,1159128.91,0.986746481818952,Critical,10432160.19,10293897.365254229
ENG-00840,2026-08-01,72.34,Watch,C-0059,Client 059,Insurance,T-0365,AI Engineer,2364389.11,0.1600426864728921,Low,2364389.11,378403.18503165036
ENG-00841,2025-02-01,79.86,Watch,C-0025,Client 025,Energy,T-0309,ML Engineer,1035391.9,0.0013079659606685,Low,0.0,0.0
ENG-00842,2024-11-01,68.46,Watch,C-0013,Client 013,Insurance,T-0022,Data Engineer,2374220.37,0.0496647055982389,Low,0.0,0.0
ENG-00843,2026-06-01,65.41,Watch,C-0053,Client 053,Telecom,T-0450,AI Engineer,2746643.96,0.1821720286659641,Low,0.0,0.0
ENG-00844,2026-08-01,70.79,Watch,C-0038,Client 038,Energy,T-0003,Data Analyst,1294738.37,0.0661590831199523,Low,0.0,0.0
ENG-00845,2025-11-01,73.58,Watch,C-0034,Client 034,Retail,T-0478,ML Engineer,2253395.28,0.0475417812306006,Low,0.0,0.0
ENG-00846,2025-04-01,80.42,Healthy,C-0026,Client 026,Insurance,T-0365,AI Engineer,2788281.67,0.007670322584826,Low,0.0,0.0
ENG-00847,2026-08-01,84.62,Healthy,C-0008,Client 008,Insurance,T-0495,Data Engineer,1221101.01,0.0219846506516442,Low,3663303.0300000003,80536.43734565967
ENG-00848,2026-08-01,82.76,Healthy,C-0024,Client 024,Logistics,T-0475,BI Developer,846976.76,0.0053108346480712,Low,2540930.2800000003,13494.460569357258
ENG-00849,2025-04-01,46.35,Critical,C-0027,Client 027,Healthcare,T-0157,Data Analyst,3329320.62,0.9992112000844904,Critical,13317282.48,13306777.80870496
ENG-00850,2026-08-01,79.27,Watch,C-0056,Client 056,FinTech,T-0379,Data Analyst,2384825.94,0.0155282658242752,Low,2384825.94,37032.21114094698
ENG-00851,2024-07-01,49.4,Critical,C-0019,Client 019,Energy,T-0106,Data Engineer,890204.68,0.9992447991833228,Critical,2670614.04,2668597.1900959625
ENG-00852,2026-05-01,83.65,Healthy,C-0009,Client 009,Banking,T-0236,AI Engineer,1893042.65,0.0027022104947877,Low,0.0,0.0
ENG-00853,2026-03-01,55.99,Critical,C-0026,Client 026,Insurance,T-0121,AI Engineer,1376753.91,0.9642186860135972,Critical,6883769.55,6637459.230321411
ENG-00854,2025-06-01,76.39,Watch,C-0060,Client 060,Insurance,T-0244,AI Engineer,1735271.41,0.0039040441045128,Low,0.0,0.0
ENG-00855,2027-04-01,63.49,Watch,C-0029,Client 029,Retail,T-0437,Analytics Engineer,3400739.11,0.9006366091925094,Critical,10202217.33,9188490.422336258
ENG-00856,2025-11-01,53.22,Critical,C-0023,Client 023,Banking,T-0219,AI Engineer,1454241.55,0.980564891367765,Critical,7271207.75,7129891.037491201
ENG-00857,2026-08-01,78.13,Watch,C-0041,Client 041,Banking,T-0047,Data Engineer,1000729.84,0.0100829542758371,Low,2001459.68,20180.626438371553
ENG-00858,2026-08-01,75.67,Watch,C-0039,Client 039,Telecom,T-0163,Data Scientist,1056572.62,0.1118946196708059,Low,1056572.62,118224.79146948694
ENG-00859,2025-02-01,42.69,Critical,C-0018,Client 018,Banking,T-0394,Data Scientist,884223.25,0.9993587059631308,Critical,1768446.5,1767312.4058050278
ENG-00860,2027-03-01,38.46,Critical,C-0059,Client 059,Insurance,T-0261,Data Analyst,2361759.15,0.9998890220316508,Critical,11808795.75,11807485.233839015
ENG-00861,2026-01-01,55.34,Critical,C-0036,Client 036,FinTech,T-0281,Data Scientist,1089897.25,0.9964354780719452,Critical,3269691.75,3258036.8620591452
ENG-00862,2027-01-01,49.74,Critical,C-0004,Client 004,Healthcare,T-0216,ML Engineer,1654943.42,0.997528601278702,Critical,6619773.68,6603413.579791966
ENG-00863,2026-08-01,78.58,Watch,C-0025,Client 025,Energy,T-0147,Data Analyst,1870022.06,0.0020069318804671,Low,0.0,0.0
ENG-00864,2025-12-01,70.75,Watch,C-0056,Client 056,FinTech,T-0300,Data Analyst,2335207.33,0.5969519100203092,Watch,0.0,0.0
ENG-00865,2025-11-01,66.76,Watch,C-0024,Client 024,Logistics,T-0317,AI Engineer,3560925.8,0.3339503264890511,Low,0.0,0.0
ENG-00866,2024-09-01,80.49,Healthy,C-0035,Client 035,Logistics,T-0450,AI Engineer,1022384.8,0.0555911728747775,Low,0.0,0.0
ENG-00867,2026-09-01,61.06,Watch,C-0037,Client 037,Energy,T-0309,ML Engineer,2276527.27,0.9703060271203384,Critical,11382636.35,11044640.65492405
ENG-00868,2026-04-01,74.4,Watch,C-0043,Client 043,Insurance,T-0498,Data Scientist,2190541.36,0.2511510132761321,Low,0.0,0.0
ENG-00869,2025-09-01,73.5,Watch,C-0053,Client 053,Telecom,T-0414,AI Engineer,2011064.44,0.0583127235067179,Low,0.0,0.0
ENG-00870,2026-08-01,75.25,Watch,C-0009,Client 009,Banking,T-0040,Data Analyst,1155568.2,0.6737871077440964,Critical,11555682.0,7786069.552790516
ENG-00871,2026-08-01,63.32,Watch,C-0032,Client 032,Banking,T-0197,ML Engineer,1058865.59,0.4184569589060231,Watch,6353193.540000001,2658538.0480897916
ENG-00872,2026-08-01,78.23,Watch,C-0033,Client 033,FinTech,T-0193,AI Engineer,2225261.37,0.0377987926393387,Low,17802090.96,672897.544743686
ENG-00873,2026-08-01,71.46,Watch,C-0010,Client 010,FinTech,T-0002,Analytics Engineer,3178607.49,0.0646352730387829,Low,9535822.47,616350.4889978112
ENG-00874,2026-05-01,80.71,Healthy,C-0041,Client 041,Banking,T-0091,ML Engineer,2129361.01,0.0012050716883006,Low,0.0,0.0
ENG-00875,2025-11-01,81.23,Healthy,C-0008,Client 008,Insurance,T-0382,ML Engineer,1767030.84,0.0322678027502814,Low,0.0,0.0
ENG-00876,2026-08-01,70.13,Watch,C-0028,Client 028,Energy,T-0177,BI Developer,2219618.57,0.1722537728119077,Low,8878474.28,1529350.6915434857
ENG-00877,2026-09-01,65.58,Watch,C-0020,Client 020,Healthcare,T-0074,Data Engineer,1794542.02,0.8759652000856435,Critical,5383626.0600000005,4715869.078834185
ENG-00878,2026-08-01,76.89,Watch,C-0010,Client 010,FinTech,T-0144,Data Engineer,1648355.28,0.0842967589323439,Low,8241776.4,694755.0383650812
ENG-00879,2024-04-01,53.84,Critical,C-0050,Client 050,Energy,T-0138,AI Engineer,3246220.95,0.9992594373637304,Critical,16231104.75,16219084.600276772
ENG-00880,2025-02-01,75.53,Watch,C-0015,Client 015,Insurance,T-0088,Data Analyst,2211651.46,0.378261539862637,Watch,0.0,0.0
ENG-00881,2026-11-01,54.9,Critical,C-0016,Client 016,Energy,T-0051,AI Engineer,1260408.52,0.9618030220534224,Critical,7562451.12,7273588.341347289
ENG-00882,2026-08-01,69.87,Watch,C-0052,Client 052,Banking,T-0383,Data Engineer,1334150.22,0.9576539342859304,Critical,5336600.88,5110616.828445758
ENG-00883,2026-08-01,77.76,Watch,C-0053,Client 053,Telecom,T-0413,Data Engineer,2308617.62,0.0444057050688509,Low,6925852.86,307547.37945141754
ENG-00884,2026-07-01,51.93,Critical,C-0003,Client 003,Insurance,T-0249,AI Engineer,812981.94,0.9954703850882002,Critical,5690873.58,5665096.114170864
ENG-00885,2025-07-01,80.54,Healthy,C-0017,Client 017,Retail,T-0308,Analytics Engineer,2294310.69,0.0525559767059121,Low,0.0,0.0
ENG-00886,2026-08-01,66.34,Watch,C-0043,Client 043,Insurance,T-0460,Data Analyst,2867514.89,0.4207092245778291,Watch,17205089.34,7238339.795023673
ENG-00887,2024-12-01,79.36,Watch,C-0047,Client 047,Healthcare,T-0422,AI Engineer,1292791.53,0.0092981537746445,Low,0.0,0.0
ENG-00888,2025-01-01,75.12,Watch,C-0060,Client 060,Insurance,T-0017,Analytics Engineer,2394979.27,0.0517701733413854,Low,0.0,0.0
